instance;weight;size;nodes;avg_cc;avg_min_k;avg_ratio;time;alg
BPPC_5_0_8.txt_0.2.bz2;5538;15;878;11.1145;9.25565;0.816578;0;combo
BPPC_7_0_3.txt_0.9.bz2;1772;4;276;4.23348;2.90742;0.688746;13;combo
BPPC_7_0_2.txt_0.3.bz2;7088;17;3524677;14.3711;12.7649;0.894998;4615;combo
BPPC_4_0_7.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_7_0_3.txt_0.6.bz2;3570;9;9911;7.57405;6.14523;0.821038;14;combo
BPPC_8_0_1.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_3_0_2.txt_0.7.bz2;705;8;41871;6.49683;5.14172;0.800893;75;combo
BPPC_4_0_3.txt_0.5.bz2;1298;14;153595213;11.0042;9.57073;0.878559;311455;combo
BPPC_1_0_1.txt_0.2.bz2;1601;20;90429;16.2586;14.6033;0.900935;89;combo
BPPC_5_0_4.txt_0.7.bz2;1904;5;77;4.74118;3.03292;0.649084;0;combo
BPPC_1_0_10.txt_0.5.bz2;729;8;2805;7.41696;5.87662;0.80057;2;combo
BPPC_5_0_6.txt_0.7.bz2;1836;5;79;4.91138;3.15015;0.651342;0;combo
BPPC_5_0_6.txt_0.9.bz2;1317;3;34;3.82979;1.84156;0.50135;0;combo
BPPC_7_0_1.txt_0.3.bz2;7183;19;3021872;14.3937;12.8044;0.896044;3977;combo
BPPC_4_0_3.txt_0.8.bz2;670;7;63086;5.95222;4.70731;0.796394;209;combo
BPPC_4_0_8.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_5_0_6.txt_0.8.bz2;1651;4;48;4.15786;2.35587;0.572672;0;combo
BPPC_1_0_2.txt_0.9.bz2;301;3;95;3.84896;2.52604;0.662989;1;combo
BPPC_2_0_6.txt_0.6.bz2;790;8;10938;7.41736;5.98464;0.81633;14;combo
BPPC_4_0_6.txt_0.6.bz2;1069;12;6128594;9.05774;7.68589;0.8573;10872;combo
BPPC_6_0_3.txt_0.4.bz2;4233;11;6426;9.24951;7.67268;0.836659;5;combo
BPPC_2_0_9.txt_0.8.bz2;530;6;1233;4.8464;3.47664;0.727434;7;combo
BPPC_7_0_1.txt_0.6.bz2;3542;9;11292;7.36606;5.9327;0.815753;17;combo
BPPC_4_0_10.txt_0.9.bz2;518;5;7403;4.45133;3.26476;0.739545;164;combo
BPPC_3_0_10.txt_0.4.bz2;1386;15;36469553;12.3792;10.8649;0.885737;60545;combo
BPPC_3_0_10.txt_0.7.bz2;690;8;45257;6.39512;5.03887;0.797958;74;combo
BPPC_8_0_6.txt_0.8.bz2;2772;7;7013;5.51575;4.28877;0.786352;44;combo
BPPC_6_0_8.txt_0.2.bz2;7903;20;99545;16.4815;14.815;0.902929;102;combo
BPPC_4_0_7.txt_0.9.bz2;520;5;7519;4.43616;3.24459;0.737566;167;combo
BPPC_4_0_2.txt_0.8.bz2;670;7;63325;5.95191;4.71186;0.796846;217;combo
BPPC_3_0_3.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_5_0_2.txt_0.8.bz2;1524;4;71;4.07416;2.29042;0.57508;0;combo
BPPC_7_0_8.txt_0.9.bz2;1743;4;308;4.21796;2.88048;0.686548;9;combo
BPPC_5_0_9.txt_0.6.bz2;2163;6;125;5.31162;3.6107;0.687985;0;combo
BPPC_6_0_2.txt_0.1.bz2;11871;32;276218;26.2766;24.5471;0.935466;379;combo
BPPC_3_0_3.txt_0.5.bz2;1101;12;2295396;9.80855;8.35497;0.861572;3400;combo
BPPC_3_0_7.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_8_0_4.txt_0.7.bz2;3395;8;29198;6.96304;5.62726;0.816898;68;combo
BPPC_4_0_2.txt_0.9.bz2;497;5;9919;4.30964;3.13271;0.733697;168;combo
BPPC_5_0_3.txt_0.2.bz2;6042;17;435;12.708;10.6096;0.812907;0;combo
BPPC_2_0_6.txt_0.4.bz2;1241;14;285868;11.1971;9.67525;0.872683;349;combo
BPPC_7_0_6.txt_0.3.bz2;7233;18;2200325;14.8229;13.2307;0.898833;3100;combo
BPPC_7_0_6.txt_0.6.bz2;3675;9;9801;7.58996;6.15793;0.820856;14;combo
BPPC_2_0_9.txt_0.2.bz2;2170;27;74233514;20.4839;18.833;0.923493;125405;combo
BPPC_1_0_9.txt_0.1.bz2;2680;32;286696;27.2465;25.4987;0.93702;391;combo
BPPC_5_0_7.txt_0.7.bz2;1938;5;79;4.84857;2.98452;0.629817;0;combo
BPPC_5_0_1.txt_0.7.bz2;2226;5;60;5.27909;3.3928;0.645017;1;combo
BPPC_6_0_9.txt_0.8.bz2;1898;5;164;4.87421;3.40449;0.709065;1;combo
BPPC_7_0_1.txt_0.9.bz2;1907;4;285;4.26683;2.94931;0.694418;8;combo
BPPC_7_0_5.txt_0.6.bz2;3465;8;13523;7.17568;5.73955;0.810629;18;combo
BPPC_7_0_9.txt_0.6.bz2;3600;9;12099;7.27603;5.84254;0.812655;29;combo
BPPC_3_0_1.txt_0.4.bz2;1374;14;33319181;12.5725;11.057;0.887485;57412;combo
BPPC_1_0_9.txt_0.3.bz2;1212;14;17858;12.0168;10.3977;0.871233;15;combo
BPPC_8_0_3.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_1_0_8.txt_0.5.bz2;743;9;2129;7.61693;6.0685;0.804935;3;combo
BPPC_8_0_10.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_6_0_6.txt_0.3.bz2;5563;14;21152;12.0847;10.4394;0.869365;18;combo
BPPC_3_0_1.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_4_0_10.txt_0.4.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_7_0_1.txt_0.8.bz2;2295;6;1081;4.97941;3.62358;0.736334;8;combo
BPPC_5_0_10.txt_0.4.bz2;3657;9;310;7.53727;5.56361;0.723757;0;combo
BPPC_2_0_1.txt_0.6.bz2;779;9;11552;7.28933;5.8559;0.812383;14;combo
BPPC_1_0_3.txt_0.5.bz2;825;10;1325;8.17634;6.6514;0.818165;1;combo
BPPC_4_0_5.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_3_0_7.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_2_0_6.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_4_0_3.txt_0.9.bz2;484;5;10471;4.29197;3.11397;0.732495;162;combo
BPPC_7_0_6.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_6_0_1.txt_0.6.bz2;2757;7;1148;6.18407;4.67378;0.764931;2;combo
BPPC_8_0_4.txt_0.5.bz2;5207;12;1927081;10.056;8.59698;0.864127;2828;combo
BPPC_7_0_2.txt_0.6.bz2;3562;10;12659;7.19422;5.7585;0.810488;15;combo
BPPC_7_0_4.txt_0.4.bz2;5378;13;326862;11.0117;9.46993;0.868561;367;combo
BPPC_1_0_3.txt_0.1.bz2;2492;32;444105;24.9189;23.1854;0.931283;525;combo
BPPC_1_0_5.txt_0.7.bz2;534;6;384;5.42498;3.97148;0.739032;2;combo
BPPC_6_0_5.txt_0.3.bz2;5560;14;29135;11.4304;9.80409;0.863316;22;combo
BPPC_7_0_7.txt_0.4.bz2;5474;13;286022;11.161;9.61594;0.870051;332;combo
BPPC_1_0_8.txt_0.7.bz2;499;5;570;5.05653;3.56479;0.713347;1;combo
BPPC_7_0_5.txt_0.3.bz2;7186;18;3413276;14.3766;12.778;0.895385;4443;combo
BPPC_5_0_2.txt_0.9.bz2;1393;4;35;3.63042;2.02958;0.577056;1;combo
BPPC_3_0_2.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_4_0_4.txt_0.7.bz2;850;9;660902;7.08022;5.77988;0.826234;970;combo
BPPC_1_0_8.txt_0.2.bz2;1600;20;102640;16.2161;14.5457;0.901585;99;combo
BPPC_7_0_3.txt_0.2.bz2;9941;24;76127296;20.4609;18.8036;0.923137;125178;combo
BPPC_3_0_2.txt_0.4.bz2;1404;15;32085013;12.6197;11.1089;0.888226;55258;combo
BPPC_3_0_1.txt_0.9.bz2;449;5;1172;4.4576;3.13636;0.711001;34;combo
BPPC_2_0_2.txt_0.3.bz2;1489;16;4445374;14.0267;12.4324;0.892967;5442;combo
BPPC_4_0_10.txt_0.5.bz2;1264;13;164481174;10.8764;9.44239;0.876963;325641;combo
BPPC_4_0_6.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_2_0_6.txt_0.5.bz2;991;11;49309;8.9365;7.46379;0.844391;55;combo
BPPC_8_0_4.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_2_0_5.txt_0.4.bz2;1201;13;309118;11.0769;9.54592;0.869853;350;combo
BPPC_2_0_3.txt_0.2.bz2;2143;25;83093497;20.2978;18.65;0.922909;129688;combo
BPPC_7_0_7.txt_0.3.bz2;6923;19;4273015;13.9583;12.3559;0.89207;5311;combo
BPPC_8_0_6.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_3_0_7.txt_0.4.bz2;1446;15;30748742;12.6844;11.1689;0.888428;53691;combo
BPPC_2_0_7.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_7_0_6.txt_0.5.bz2;4261;10;47351;9.00401;7.52698;0.845921;56;combo
BPPC_5_0_4.txt_0.5.bz2;2711;7;220;6.19981;4.53751;0.735974;0;combo
BPPC_2_0_3.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_7_0_4.txt_0.7.bz2;2830;7;3990;5.91611;4.52389;0.774307;8;combo
BPPC_2_0_4.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_6_0_9.txt_0.4.bz2;4352;10;5281;9.46862;7.8927;0.840121;6;combo
BPPC_8_0_10.txt_0.9.bz2;1998;5;1440;4.31267;3.00436;0.70412;36;combo
BPPC_3_0_3.txt_0.7.bz2;758;8;29128;6.92537;5.59165;0.815144;60;combo
BPPC_1_0_1.txt_0.4.bz2;947;11;7676;8.98562;7.42094;0.83129;5;combo
BPPC_5_0_5.txt_0.8.bz2;1710;4;38;4.52416;2.8215;0.633868;0;combo
BPPC_2_0_1.txt_0.7.bz2;649;7;3051;6.24976;4.90341;0.793195;7;combo
BPPC_6_0_7.txt_0.1.bz2;12422;32;156210;27.1567;25.4281;0.937128;232;combo
BPPC_6_0_6.txt_0.2.bz2;7829;21;94931;16.0585;14.3749;0.898885;93;combo
BPPC_1_0_10.txt_0.6.bz2;601;8;1028;6.26416;4.77871;0.77028;2;combo
BPPC_6_0_2.txt_0.9.bz2;1529;4;60;4.02656;2.57705;0.655638;2;combo
BPPC_7_0_9.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_3_0_9.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_2_0_4.txt_0.4.bz2;1199;14;285946;11.2609;9.72749;0.87208;354;combo
BPPC_2_0_5.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_6_0_2.txt_0.4.bz2;4331;11;7965;9.27421;7.70094;0.838641;7;combo
BPPC_7_0_5.txt_0.7.bz2;3306;8;2721;6.28212;4.93543;0.794211;7;combo
BPPC_7_0_3.txt_0.8.bz2;2229;5;1113;4.98416;3.65064;0.742922;10;combo
BPPC_1_0_10.txt_0.2.bz2;1676;20;71659;17.2864;15.6436;0.908897;73;combo
BPPC_3_0_3.txt_0.8.bz2;567;6;8500;5.34556;4.10649;0.776172;39;combo
BPPC_8_0_5.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_1_0_9.txt_0.8.bz2;433;5;150;4.77022;3.26727;0.689806;2;combo
BPPC_7_0_4.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_1_0_6.txt_0.6.bz2;611;6;1045;6.20727;4.70838;0.767636;2;combo
BPPC_6_0_7.txt_0.7.bz2;2282;6;394;5.42497;3.9027;0.731704;1;combo
BPPC_6_0_8.txt_0.3.bz2;5707;15;20302;11.9574;10.3352;0.870004;17;combo
BPPC_7_0_3.txt_0.7.bz2;2838;7;3358;6.10785;4.74305;0.785698;8;combo
BPPC_8_0_6.txt_0.5.bz2;5134;12;2150604;9.93817;8.4782;0.862666;3235;combo
BPPC_4_0_8.txt_0.7.bz2;823;9;705271;7.0192;5.72024;0.82507;1013;combo
BPPC_4_0_5.txt_0.6.bz2;994;11;9212863;8.51347;7.12855;0.847299;14039;combo
BPPC_5_0_9.txt_0.2.bz2;6118;16;812;11.8913;9.91458;0.808084;0;combo
BPPC_1_0_10.txt_0.7.bz2;534;6;346;5.51739;4.06077;0.744311;1;combo
BPPC_6_0_8.txt_0.6.bz2;3105;7;739;6.5538;5.04204;0.774494;2;combo
BPPC_8_0_9.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_3_0_4.txt_0.8.bz2;581;6;8576;5.351;4.1032;0.775257;39;combo
BPPC_6_0_5.txt_0.9.bz2;1476;4;126;3.73466;2.3557;0.640571;2;combo
BPPC_2_0_5.txt_0.7.bz2;617;7;3501;6.12417;4.76684;0.787896;8;combo
BPPC_7_0_10.txt_0.2.bz2;9695;25;109043061;20.0018;18.3351;0.920944;170650;combo
BPPC_2_0_5.txt_0.3.bz2;1515;19;3610954;14.2009;12.6146;0.894809;4581;combo
BPPC_3_0_4.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_1_0_5.txt_0.4.bz2;981;11;6298;9.14071;7.56908;0.834312;6;combo
BPPC_7_0_8.txt_0.3.bz2;6977;18;3516578;14.2983;12.7028;0.895039;4462;combo
BPPC_5_0_9.txt_0.5.bz2;3015;8;213;6.22604;4.36848;0.698468;0;combo
BPPC_7_0_5.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_6_0_3.txt_0.5.bz2;3688;9;1991;7.87505;6.3493;0.813779;2;combo
BPPC_6_0_3.txt_0.1.bz2;11409;32;846111;25.5722;23.8349;0.933514;1005;combo
BPPC_2_0_2.txt_0.8.bz2;516;6;1133;4.96216;3.6071;0.737833;8;combo
BPPC_2_0_8.txt_0.6.bz2;793;9;12714;7.23012;5.79325;0.810582;15;combo
BPPC_8_0_7.txt_0.6.bz2;4219;10;233209;8.14391;6.75501;0.839826;317;combo
BPPC_7_0_7.txt_0.9.bz2;1801;4;308;4.19819;2.89646;0.693505;8;combo
BPPC_2_0_7.txt_0.6.bz2;791;8;11355;7.33583;5.90846;0.815123;15;combo
BPPC_7_0_8.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;combo
BPPC_8_0_3.txt_0.9.bz2;2163;5;1312;4.28092;3.01538;0.707005;38;mcqdw
BPPC_8_0_1.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_1_0_8.txt_0.1.bz2;2600;33;393089;24.7298;23.029;0.931726;487;mcqdw
BPPC_4_0_4.txt_0.4.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_5_0_7.txt_0.1.bz2;8476;24;1163;15.9938;13.9342;0.836454;1;mcqdw
BPPC_6_0_7.txt_0.9.bz2;1475;4;76;4.06632;2.5659;0.638898;1;mcqdw
BPPC_1_0_4.txt_0.5.bz2;778;10;2644;7.40757;5.88602;0.802649;4;mcqdw
BPPC_5_0_5.txt_0.1.bz2;7776;22;2478;15.7469;13.8923;0.868555;1;mcqdw
BPPC_6_0_5.txt_0.5.bz2;3709;9;1623;8.08494;6.5478;0.815063;1;mcqdw
BPPC_8_0_9.txt_0.8.bz2;2667;7;8531;5.38015;4.14087;0.778279;44;mcqdw
BPPC_2_0_8.txt_0.2.bz2;2147;24;137312955;19.6213;17.9721;0.920135;205184;mcqdw
BPPC_6_0_8.txt_0.9.bz2;1407;3;98;3.86541;2.4815;0.65449;1;mcqdw
BPPC_3_0_4.txt_0.4.bz2;1412;15;34289443;12.5173;11.0013;0.887039;57791;mcqdw
BPPC_8_0_5.txt_0.7.bz2;3256;8;39266;6.58999;5.2326;0.803792;72;mcqdw
BPPC_5_0_8.txt_0.9.bz2;1267;3;35;3.64214;2.01831;0.56583;1;mcqdw
BPPC_5_0_5.txt_0.7.bz2;2078;5;86;4.87916;3.12849;0.650928;0;mcqdw
BPPC_7_0_8.txt_0.8.bz2;2382;5;901;5.13206;3.78236;0.746655;12;mcqdw
BPPC_5_0_1.txt_0.8.bz2;1760;4;58;4.14562;2.39426;0.581586;0;mcqdw
BPPC_5_0_7.txt_0.3.bz2;4566;12;722;8.94649;7.10551;0.787943;0;mcqdw
BPPC_6_0_7.txt_0.6.bz2;2968;7;869;6.4791;4.99237;0.779292;1;mcqdw
BPPC_8_0_3.txt_0.7.bz2;3370;8;32619;6.79236;5.44721;0.810382;65;mcqdw
BPPC_4_0_9.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_7_0_10.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_5_0_9.txt_0.3.bz2;4280;12;1019;9.0093;7.27547;0.798491;0;mcqdw
BPPC_5_0_3.txt_0.8.bz2;1656;4;68;3.95374;2.2932;0.583438;1;mcqdw
BPPC_6_0_8.txt_0.5.bz2;3695;9;1508;8.25053;6.71797;0.820051;1;mcqdw
BPPC_1_0_7.txt_0.9.bz2;347;4;62;4.08635;2.57894;0.642392;1;mcqdw
BPPC_3_0_9.txt_0.5.bz2;1055;12;2655968;9.52633;8.0654;0.856458;3630;mcqdw
BPPC_7_0_2.txt_0.9.bz2;1808;4;284;4.29838;2.95935;0.690738;6;mcqdw
BPPC_7_0_4.txt_0.8.bz2;2434;6;1100;4.93993;3.59411;0.736509;7;mcqdw
BPPC_4_0_5.txt_0.5.bz2;1268;14;164177207;10.8683;9.43213;0.876669;317120;mcqdw
BPPC_6_0_1.txt_0.1.bz2;11901;33;224481;26.831;25.1187;0.937546;318;mcqdw
BPPC_5_0_9.txt_0.8.bz2;1811;4;53;4.28947;2.5905;0.612241;0;mcqdw
BPPC_3_0_8.txt_0.9.bz2;443;5;1311;4.36558;3.05209;0.707222;43;mcqdw
BPPC_5_0_3.txt_0.9.bz2;1314;3;32;3.57778;2.13636;0.609091;0;mcqdw
BPPC_6_0_4.txt_0.3.bz2;5708;14;13808;12.4522;10.8468;0.8771;13;mcqdw
BPPC_8_0_10.txt_0.6.bz2;4026;10;275152;7.90818;6.51246;0.833992;351;mcqdw
BPPC_6_0_6.txt_0.9.bz2;1642;4;72;4.01023;2.41602;0.619544;1;mcqdw
BPPC_5_0_7.txt_0.6.bz2;2495;6;149;5.26467;3.52103;0.670182;0;mcqdw
BPPC_4_0_9.txt_0.4.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_4_0_1.txt_0.6.bz2;1025;11;8147248;8.67171;7.29013;0.85034;12931;mcqdw
BPPC_8_0_5.txt_0.9.bz2;2163;5;1033;4.467;3.19411;0.717275;40;mcqdw
BPPC_2_0_10.txt_0.8.bz2;545;6;885;5.11545;3.75524;0.743631;7;mcqdw
BPPC_4_0_7.txt_0.8.bz2;635;7;72912;5.75884;4.49297;0.786073;220;mcqdw
BPPC_3_0_5.txt_0.7.bz2;720;8;40019;6.52998;5.17833;0.802463;73;mcqdw
BPPC_7_0_8.txt_0.2.bz2;10144;25;73383997;20.8762;19.2205;0.924679;119477;mcqdw
BPPC_4_0_3.txt_0.7.bz2;826;9;682641;7.0398;5.73987;0.825396;991;mcqdw
BPPC_3_0_10.txt_0.9.bz2;456;5;1105;4.45917;3.16187;0.713004;37;mcqdw
BPPC_3_0_5.txt_0.9.bz2;455;5;1272;4.36354;3.06378;0.707314;39;mcqdw
BPPC_2_0_1.txt_0.3.bz2;1534;18;2809811;14.7866;13.2004;0.898979;3681;mcqdw
BPPC_6_0_2.txt_0.8.bz2;2048;5;162;4.77198;3.27352;0.692051;2;mcqdw
BPPC_7_0_5.txt_0.2.bz2;9764;26;143143637;19.3372;17.6902;0.918979;208273;mcqdw
BPPC_8_0_9.txt_0.4.bz2;6481;16;32314162;12.5391;11.0216;0.88705;54373;mcqdw
BPPC_1_0_9.txt_0.7.bz2;541;6;412;5.37239;3.85499;0.726917;1;mcqdw
BPPC_8_0_3.txt_0.6.bz2;4123;10;243588;8.05266;6.6638;0.837782;331;mcqdw
BPPC_3_0_4.txt_0.7.bz2;768;8;30636;6.83774;5.49911;0.812158;66;mcqdw
BPPC_7_0_2.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_1_0_1.txt_0.3.bz2;1211;15;13517;12.5439;10.9431;0.876364;13;mcqdw
BPPC_8_0_3.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_6_0_8.txt_0.1.bz2;11501;32;499605;26.2996;24.5805;0.936036;657;mcqdw
BPPC_3_0_7.txt_0.7.bz2;726;7;41054;6.4981;5.14589;0.801123;75;mcqdw
BPPC_8_0_4.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_1_0_10.txt_0.4.bz2;939;11;4556;9.9181;8.36584;0.850143;4;mcqdw
BPPC_3_0_1.txt_0.8.bz2;562;6;8355;5.38174;4.15387;0.780488;43;mcqdw
BPPC_7_0_7.txt_0.5.bz2;4585;11;38036;9.38524;7.91779;0.853147;51;mcqdw
BPPC_2_0_2.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_7_0_6.txt_0.9.bz2;1703;4;299;4.19565;2.87511;0.689409;9;mcqdw
BPPC_2_0_6.txt_0.7.bz2;656;7;2921;6.257;4.89629;0.790963;9;mcqdw
BPPC_4_0_2.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_4_0_7.txt_0.1.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_2_0_4.txt_0.2.bz2;2141;26;94211667;20.2197;18.5803;0.922909;149633;mcqdw
BPPC_8_0_3.txt_0.4.bz2;6542;17;32111805;12.6092;11.089;0.887521;55311;mcqdw
BPPC_5_0_5.txt_0.9.bz2;1298;3;31;3.69937;2.19563;0.602839;0;mcqdw
BPPC_6_0_10.txt_0.6.bz2;3072;8;849;6.56187;5.08147;0.784444;2;mcqdw
BPPC_7_0_1.txt_0.4.bz2;5485;14;393074;10.7965;9.25266;0.865672;421;mcqdw
BPPC_1_0_7.txt_0.5.bz2;762;9;2315;7.44735;5.90584;0.7981;2;mcqdw
BPPC_8_0_8.txt_0.8.bz2;2716;6;7899;5.4151;4.18478;0.781161;44;mcqdw
BPPC_1_0_4.txt_0.8.bz2;496;5;230;4.45362;2.9564;0.674731;2;mcqdw
BPPC_5_0_4.txt_0.4.bz2;3350;9;464;7.27651;5.49756;0.750873;0;mcqdw
BPPC_7_0_5.txt_0.8.bz2;2326;6;1276;4.83326;3.52266;0.738479;7;mcqdw
BPPC_1_0_4.txt_0.4.bz2;988;11;5213;9.57131;7.99605;0.841412;5;mcqdw
BPPC_6_0_3.txt_0.2.bz2;7652;21;61169;16.8618;15.1913;0.904567;57;mcqdw
BPPC_2_0_4.txt_0.3.bz2;1562;18;2470532;14.8861;13.2983;0.899498;3219;mcqdw
BPPC_8_0_7.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_5_0_4.txt_0.9.bz2;1215;3;36;3.52514;1.92189;0.566872;0;mcqdw
BPPC_4_0_3.txt_0.2.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_1_0_2.txt_0.2.bz2;1570;20;100994;16.1478;14.4796;0.901212;94;mcqdw
BPPC_3_0_4.txt_0.9.bz2;453;5;1279;4.29571;3.01933;0.706281;39;mcqdw
BPPC_7_0_4.txt_0.6.bz2;3449;8;13467;7.08679;5.64573;0.806748;16;mcqdw
BPPC_7_0_6.txt_0.7.bz2;3330;8;2040;6.57921;5.23579;0.803669;10;mcqdw
BPPC_8_0_7.txt_0.4.bz2;6459;15;31319424;12.6773;11.157;0.888173;52208;mcqdw
BPPC_2_0_8.txt_0.9.bz2;411;4;312;4.18812;2.80133;0.673547;9;mcqdw
BPPC_5_0_4.txt_0.2.bz2;6262;17;717;11.5132;9.5538;0.804558;0;mcqdw
BPPC_1_0_8.txt_0.8.bz2;431;4;177;4.6548;3.17243;0.684385;4;mcqdw
BPPC_2_0_3.txt_0.3.bz2;1487;17;4067606;14.0363;12.4407;0.893196;4946;mcqdw
BPPC_1_0_7.txt_0.1.bz2;2540;31;500852;26.2116;24.4843;0.935309;650;mcqdw
BPPC_3_0_3.txt_0.9.bz2;433;5;1456;4.23709;2.93111;0.6999;39;mcqdw
BPPC_4_0_1.txt_0.3.bz2;0;0;0;0.0;0.0;0.0;0;mcqdw
BPPC_6_0_9.txt_0.9.bz2;1569;4;72;4.07595;2.59115;0.648337;1;mcqdw
BPPC_8_0_6.txt_0.4.bz2;6447;15;35381975;12.4907;10.9702;0.886452;58585;mcqdw
BPPC_7_0_5.txt_0.4.bz2;5608;14;319340;11.0191;9.48231;0.868914;360;mcqdw
BPPC_1_0_3.txt_0.9.bz2;337;4;80;4.04678;2.34944;0.587773;1;mcqdw
BPPC_5_0_3.txt_0.4.bz2;3491;9;396;7.74207;5.96809;0.767888;0;mcqdw
BPPC_7_0_1.txt_0.7.bz2;3038;7;3471;6.04172;4.67681;0.782592;8;mcqdw
BPPC_5_0_7.txt_0.9.bz2;1249;3;35;3.59395;1.94218;0.55871;0;mcqdw
BPPC_1_0_5.txt_0.8.bz2;418;5;264;4.33381;2.77687;0.656403;1;mcqdw
BPPC_1_0_6.txt_0.2.bz2;1538;20;227105;15.4495;13.7885;0.896702;181;mcqdw
BPPC_7_0_10.txt_0.6.bz2;3585;9;12553;7.19041;5.7429;0.808608;16;mcqdw
BPPC_5_0_1.txt_0.9.bz2;1267;3;32;3.57576;2.13499;0.609045;0;mcqdw
BPPC_5_0_7.txt_0.8.bz2;1550;4;60;4.19477;2.40491;0.586372;0;mcqdw
BPPC_6_0_9.txt_0.6.bz2;3034;7;948;6.31773;4.81058;0.767554;1;mcqdw
BPPC_5_0_10.txt_0.6.bz2;2221;6;134;5.39102;3.64807;0.682492;3;mcqdw
BPPC_3_0_2.txt_0.5.bz2;1092;12;2331746;9.74407;8.29063;0.860442;3222;mcqdw
BPPC_1_0_5.txt_0.3.bz2;1291;14;24896;11.4953;9.88135;0.864222;19;mcqdw
BPPC_3_0_2.txt_0.9.bz2;437;5;1229;4.37876;3.09381;0.711288;39;mcqdw
BPPC_2_0_3.txt_0.7.bz2;692;7;2980;6.15142;4.7727;0.783495;7;mcqdw
BPPC_6_0_1.txt_0.5.bz2;3837;9;1683;7.98288;6.45537;0.815508;4;mcqdw
BPPC_7_0_2.txt_0.2.bz2;9659;26;146349111;19.7642;18.1118;0.920578;213984;mcqdw
BPPC_5_0_1.txt_0.2.bz2;5574;16;1089;12.7213;10.9261;0.854614;0;mcqdw
BPPC_6_0_1.txt_0.2.bz2;7404;21;103872;16.084;14.4079;0.899806;96;mcqdw
BPPC_6_0_5.txt_0.6.bz2;3116;8;860;6.35259;4.85411;0.769522;1;mcqdw
BPPC_4_0_6.txt_0.7.bz2;824;9;750881;6.94183;5.64099;0.82264;1004;mcqdw
BPPC_1_0_1.txt_0.1.bz2;2524;33;1094111;23.5165;21.8084;0.928594;1150;mcqdw
BPPC_3_0_7.txt_0.5.bz2;1139;12;2291627;9.80883;8.34862;0.860829;3191;mcqdw
BPPC_7_0_5.txt_0.5.bz2;4568;11;33647;9.49775;8.03966;0.856099;43;mcqdw
