instance;weight;time;valid;
BPPC_8_0_2.txt_0.4;0;0;0;
BPPC_3_0_5.txt_0.7;720;0.0332839;1;
BPPC_1_0_3.txt_0.3;1308;0.011848;1;
BPPC_5_0_8.txt_0.2;5538;0.00166106;1;
BPPC_1_0_4.txt_0.2;1697;0.179932;1;
BPPC_1_0_2.txt_0.3;1269;0.016063;1;
BPPC_7_0_6.txt_0.4;5337;0.282004;1;
BPPC_8_0_5.txt_0.4;0;0;0;
BPPC_4_0_10.txt_0.8;665;0.119052;1;
BPPC_1_0_5.txt_0.4;981;0.0062058;1;
BPPC_6_0_7.txt_0.3;5462;0.035943;1;
BPPC_3_0_2.txt_0.1;0;0;0;
BPPC_5_0_10.txt_0.1;8230;0.0064981;1;
BPPC_8_0_10.txt_0.6;4026;0.382532;1;
BPPC_6_0_5.txt_0.4;4404;0.00813699;1;
BPPC_5_0_6.txt_0.7;1836;0.000180006;1;
BPPC_8_0_1.txt_0.7;3365;0.0474961;1;
BPPC_8_0_6.txt_0.2;0;0;0;
BPPC_3_0_10.txt_0.9;456;0.00197601;1;
BPPC_1_0_3.txt_0.8;412;0.000377178;1;
BPPC_4_0_7.txt_0.2;0;0;0;
BPPC_6_0_5.txt_0.7;2640;0.000796795;1;
BPPC_8_0_10.txt_0.1;0;0;0;
BPPC_3_0_3.txt_0.7;758;0.0196629;1;
BPPC_5_0_5.txt_0.4;3477;0.000236034;1;
BPPC_5_0_4.txt_0.7;0;0;0;
BPPC_1_0_9.txt_0.6;595;0.000756025;1;
BPPC_2_0_1.txt_0.8;479;0.000956059;1;
BPPC_3_0_6.txt_0.4;0;0;0;
BPPC_1_0_7.txt_0.5;762;0.00236988;1;
BPPC_2_0_2.txt_0.7;693;0.00333595;1;
BPPC_7_0_9.txt_0.3;7342;3.63252;1;
BPPC_4_0_3.txt_0.5;0;0;0;
BPPC_7_0_7.txt_0.8;2267;0.00137305;1;
BPPC_5_0_10.txt_0.6;2221;0.00026989;1;
BPPC_7_0_7.txt_0.6;3473;0.015589;1;
BPPC_2_0_10.txt_0.2;0;0;0;
BPPC_3_0_2.txt_0.7;705;0.0512569;1;
BPPC_5_0_4.txt_0.8;1672;0.000247002;1;
BPPC_4_0_7.txt_0.8;635;0.12804;1;
BPPC_6_0_10.txt_0.1;11992;3.16596;1;
BPPC_3_0_2.txt_0.8;622;0.0208409;1;
BPPC_5_0_4.txt_0.4;3350;0.000923872;1;
BPPC_4_0_10.txt_0.6;0;0;0;
dimacs;0;0;0;
BPPC_7_0_4.txt_0.1;0;0;0;
BPPC_6_0_9.txt_0.5;3486;0.00140119;1;
BPPC_6_0_8.txt_0.2;7903;0.074451;1;
BPPC_8_0_9.txt_0.9;2060;0.00159907;1;
BPPC_7_0_3.txt_0.7;2838;0.00237703;1;
BPPC_4_0_2.txt_0.9;497;0.00797796;1;
BPPC_8_0_10.txt_0.8;2567;0.00596595;1;
BPPC_6_0_7.txt_0.4;4232;0.00502396;1;
BPPC_6_0_8.txt_0.9;1407;0.000164986;1;
BPPC_2_0_9.txt_0.7;608;0.00223017;1;
BPPC_7_0_10.txt_0.5;4236;0.0405021;1;
BPPC_3_0_4.txt_0.7;768;0.0292311;1;
BPPC_6_0_10.txt_0.7;2341;0.000320911;1;
BPPC_1_0_4.txt_0.4;988;0.00377393;1;
BPPC_7_0_7.txt_0.9;1801;0.000309944;1;
BPPC_3_0_9.txt_0.3;0;0;0;
BPPC_8_0_9.txt_0.6;3942;0.400902;1;
BPPC_4_0_3.txt_0.3;0;0;0;
BPPC_2_0_4.txt_0.4;1199;0.385639;1;
BPPC_2_0_5.txt_0.5;940;0.07008;1;
BPPC_5_0_8.txt_0.1;8225;0.00658202;1;
BPPC_7_0_3.txt_0.8;2229;0.00221801;1;
BPPC_2_0_9.txt_0.1;0;0;0;
BPPC_1_0_7.txt_0.7;547;0.000910997;1;
BPPC_3_0_6.txt_0.1;0;0;0;
BPPC_2_0_8.txt_0.1;0;0;0;
BPPC_4_0_6.txt_0.5;0;0;0;
BPPC_4_0_2.txt_0.4;0;0;0;
BPPC_6_0_3.txt_0.1;11409;8.04312;1;
BPPC_8_0_4.txt_0.8;2538;0.0125129;1;
BPPC_2_0_7.txt_0.7;670;0.00363398;1;
BPPC_7_0_10.txt_0.1;0;0;0;
BPPC_1_0_10.txt_0.6;601;0.00112391;1;
BPPC_8_0_9.txt_0.7;3301;0.0477481;1;
BPPC_2_0_10.txt_0.8;545;0.00134301;1;
BPPC_3_0_4.txt_0.3;0;0;0;
BPPC_5_0_3.txt_0.4;3491;0.000892162;1;
BPPC_5_0_7.txt_0.7;1938;0.000270128;1;
BPPC_6_0_9.txt_0.2;7452;0.253326;1;
BPPC_8_0_8.txt_0.9;2167;0.00207615;1;
BPPC_6_0_3.txt_0.2;7652;0.301456;1;
BPPC_1_0_9.txt_0.8;433;0.000314951;1;
BPPC_6_0_4.txt_0.6;2804;0.00114703;1;
BPPC_2_0_2.txt_0.3;1489;7.18238;1;
BPPC_8_0_10.txt_0.9;1998;0.000945091;1;
BPPC_1_0_4.txt_0.5;778;0.000922203;1;
BPPC_3_0_6.txt_0.5;1123;1.77599;1;
BPPC_5_0_4.txt_0.3;4455;0.000301838;1;
BPPC_4_0_8.txt_0.7;823;0.73159;1;
BPPC_4_0_9.txt_0.1;0;0;0;
BPPC_6_0_2.txt_0.7;2202;0.000888109;1;
BPPC_8_0_8.txt_0.7;3326;0.0524139;1;
BPPC_2_0_5.txt_0.3;1515;3.61461;1;
BPPC_8_0_7.txt_0.4;0;0;0;
BPPC_1_0_4.txt_0.1;2545;3.77286;1;
BPPC_8_0_7.txt_0.8;2545;0.00423408;1;
BPPC_7_0_4.txt_0.9;1899;0.000262022;1;
BPPC_3_0_5.txt_0.5;1133;1.54297;1;
BPPC_1_0_3.txt_0.5;825;0.00180888;1;
BPPC_6_0_4.txt_0.4;4530;0.00560403;1;
BPPC_8_0_10.txt_0.5;5145;3.50258;1;
BPPC_6_0_3.txt_0.9;1478;0.000510931;1;
BPPC_5_0_4.txt_0.5;2711;0.000545025;1;
BPPC_6_0_9.txt_0.8;1898;0.000473976;1;
BPPC_8_0_7.txt_0.3;0;0;0;
BPPC_2_0_4.txt_0.8;495;0.00095892;1;
BPPC_2_0_6.txt_0.7;656;0.00232315;1;
BPPC_5_0_3.txt_0.3;4419;0.000560045;1;
BPPC_4_0_8.txt_0.1;0;0;0;
BPPC_7_0_4.txt_0.7;2830;0.00599599;1;
BPPC_6_0_9.txt_0.6;3034;0.000938892;1;
BPPC_7_0_6.txt_0.3;7233;5.06635;1;
BPPC_1_0_7.txt_0.3;1228;0.0407579;1;
BPPC_8_0_4.txt_0.5;5207;1.63067;1;
BPPC_1_0_3.txt_0.4;941;0.00264597;1;
C15_dimacs.tar.gz;0;0;0;
BPPC_5_0_9.txt_0.2;6118;0.000854969;1;
BPPC_1_0_6.txt_0.6;611;0.000518084;1;
BPPC_3_0_2.txt_0.9;437;0.000917912;1;
BPPC_8_0_6.txt_0.8;2772;0.00379801;1;
BPPC_4_0_1.txt_0.1;0;0;0;
BPPC_7_0_9.txt_0.7;3007;0.00368595;1;
BPPC_3_0_9.txt_0.6;850;0.432195;1;
BPPC_5_0_3.txt_0.5;2995;0.000262022;1;
BPPC_4_0_3.txt_0.7;826;1.33097;1;
BPPC_5_0_9.txt_0.4;3867;0.000437021;1;
BPPC_2_0_3.txt_0.7;692;0.00356102;1;
BPPC_7_0_2.txt_0.4;5493;0.372021;1;
BPPC_6_0_1.txt_0.5;3837;0.00196695;1;
BPPC_5_0_7.txt_0.1;8476;0.00423121;1;
BPPC_7_0_6.txt_0.8;2395;0.00130415;1;
BPPC_7_0_3.txt_0.5;4325;0.0640352;1;
BPPC_8_0_3.txt_0.2;0;0;0;
BPPC_1_0_9.txt_0.5;872;0.00139403;1;
BPPC_3_0_7.txt_0.5;1139;2.32679;1;
BPPC_4_0_6.txt_0.1;0;0;0;
BPPC_5_0_7.txt_0.6;2495;0.000175953;1;
BPPC_8_0_6.txt_0.5;5134;1.48634;1;
BPPC_8_0_6.txt_0.4;0;0;0;
BPPC_2_0_9.txt_0.6;772;0.0136409;1;
BPPC_7_0_2.txt_0.7;3088;0.00429487;1;
BPPC_7_0_7.txt_0.2;0;0;0;
BPPC_2_0_5.txt_0.4;1201;0.447146;1;
BPPC_2_0_6.txt_0.4;1241;0.436086;1;
BPPC_8_0_3.txt_0.1;0;0;0;
BPPC_7_0_3.txt_0.6;3570;0.00462317;1;
BPPC_8_0_10.txt_0.2;0;0;0;
BPPC_5_0_6.txt_0.3;4088;0.00115705;1;
BPPC_8_0_8.txt_0.2;0;0;0;
BPPC_3_0_6.txt_0.3;0;0;0;
BPPC_3_0_9.txt_0.4;0;0;0;
BPPC_8_0_6.txt_0.1;0;0;0;
BPPC_2_0_1.txt_0.4;1128;0.223257;1;
BPPC_3_0_3.txt_0.1;0;0;0;
BPPC_2_0_6.txt_0.5;991;0.086612;1;
BPPC_4_0_7.txt_0.4;0;0;0;
BPPC_3_0_8.txt_0.1;0;0;0;
BPPC_6_0_10.txt_0.4;4439;0.00690699;1;
BPPC_6_0_8.txt_0.3;5707;0.033854;1;
BPPC_5_0_1.txt_0.6;2257;0.000250101;1;
BPPC_1_0_5.txt_0.5;787;0.00217104;1;
BPPC_3_0_1.txt_0.7;727;0.080276;1;
BPPC_2_0_1.txt_0.9;410;0.00069499;1;
BPPC_3_0_4.txt_0.5;1121;3.33552;1;
BPPC_1_0_8.txt_0.9;284;0.000131845;1;
BPPC_6_0_10.txt_0.2;7544;0.13917;1;
BPPC_2_0_5.txt_0.6;789;0.00506806;1;
BPPC_7_0_1.txt_0.3;7183;3.28662;1;
BPPC_4_0_5.txt_0.2;0;0;0;
BPPC_2_0_3.txt_0.6;792;0.0133719;1;
BPPC_1_0_1.txt_0.4;947;0.00789213;1;
BPPC_1_0_7.txt_0.8;404;0.000355959;1;
BPPC_2_0_8.txt_0.2;0;0;0;
BPPC_8_0_8.txt_0.8;2716;0.0135069;1;
BPPC_8_0_5.txt_0.8;2602;0.0102899;1;
BPPC_5_0_3.txt_0.7;1971;0.000111103;1;
BPPC_4_0_2.txt_0.6;0;0;0;
BPPC_5_0_4.txt_0.6;2468;0.000392914;1;
BPPC_3_0_9.txt_0.2;0;0;0;
BPPC_7_0_9.txt_0.6;3600;0.0118182;1;
BPPC_7_0_4.txt_0.4;5378;0.558961;1;
BPPC_6_0_2.txt_0.1;11871;3.14716;1;
BPPC_7_0_8.txt_0.1;0;0;0;
BPPC_7_0_5.txt_0.9;1805;0.000555992;1;
BPPC_3_0_5.txt_0.4;0;0;0;
BPPC_7_0_1.txt_0.5;4511;0.055866;1;
BPPC_4_0_10.txt_0.3;0;0;0;
BPPC_5_0_8.txt_0.9;1267;0.00018096;1;
BPPC_7_0_8.txt_0.9;1743;0.00070715;1;
BPPC_4_0_9.txt_0.3;0;0;0;
BPPC_7_0_1.txt_0.7;3038;0.00206518;1;
BPPC_5_0_3.txt_0.8;1656;0.000133991;1;
BPPC_6_0_8.txt_0.6;3105;0.000500917;1;
BPPC_8_0_1.txt_0.1;0;0;0;
BPPC_1_0_6.txt_0.8;449;0.000340939;1;
BPPC_3_0_10.txt_0.2;0;0;0;
BPPC_2_0_5.txt_0.2;0;0;0;
BPPC_7_0_4.txt_0.5;4550;0.0636909;1;
BPPC_7_0_10.txt_0.9;1783;0.000488997;1;
BPPC_8_0_10.txt_0.4;0;0;0;
BPPC_1_0_1.txt_0.1;2524;1.70112;1;
BPPC_5_0_3.txt_0.6;2428;0.000246048;1;
BPPC_4_0_8.txt_0.6;0;0;0;
BPPC_2_0_3.txt_0.2;0;0;0;
BPPC_1_0_5.txt_0.2;1684;0.308305;1;
BPPC_3_0_4.txt_0.1;0;0;0;
BPPC_7_0_1.txt_0.2;0;0;0;
BPPC_3_0_1.txt_0.5;1119;1.4436;1;
BPPC_1_0_4.txt_0.9;334;0.000211954;1;
BPPC_8_0_7.txt_0.2;0;0;0;
BPPC_8_0_4.txt_0.7;3395;0.0471549;1;
BPPC_3_0_1.txt_0.1;0;0;0;
BPPC_2_0_3.txt_0.3;1487;8.37078;1;
BPPC_1_0_10.txt_0.2;1676;0.178621;1;
BPPC_7_0_2.txt_0.1;0;0;0;
BPPC_4_0_4.txt_0.8;662;0.115309;1;
BPPC_3_0_10.txt_0.7;690;0.0554268;1;
BPPC_5_0_8.txt_0.6;2620;0.000149965;1;
BPPC_6_0_7.txt_0.7;2282;0.000530005;1;
BPPC_2_0_6.txt_0.6;790;0.0109231;1;
BPPC_3_0_3.txt_0.2;0;0;0;
BPPC_3_0_8.txt_0.8;579;0.00976515;1;
BPPC_8_0_7.txt_0.1;0;0;0;
BPPC_1_0_8.txt_0.6;619;0.000977039;1;
BPPC_6_0_5.txt_0.8;2013;0.000329971;1;
BPPC_7_0_6.txt_0.1;0;0;0;
BPPC_5_0_1.txt_0.2;5574;0.00137496;1;
BPPC_2_0_2.txt_0.6;776;0.00539517;1;
BPPC_4_0_3.txt_0.4;0;0;0;
BPPC_5_0_1.txt_0.7;2226;0.000163078;1;
BPPC_4_0_4.txt_0.7;850;1.31191;1;
BPPC_7_0_6.txt_0.5;4261;0.104285;1;
BPPC_8_0_9.txt_0.3;0;0;0;
BPPC_7_0_8.txt_0.7;3188;0.00422406;1;
BPPC_6_0_7.txt_0.1;12422;2.02738;1;
BPPC_4_0_7.txt_0.7;882;1.1813;1;
BPPC_3_0_10.txt_0.1;0;0;0;
BPPC_1_0_8.txt_0.5;743;0.00133681;1;
BPPC_1_0_3.txt_0.7;541;0.000323057;1;
BPPC_4_0_1.txt_0.9;504;0.00829887;1;
BPPC_7_0_8.txt_0.6;4141;0.00480008;1;
BPPC_1_0_4.txt_0.7;504;0.000540972;1;
BPPC_1_0_9.txt_0.4;1035;0.00305295;1;
BPPC_3_0_10.txt_0.3;0;0;0;
BPPC_2_0_10.txt_0.4;1191;0.423095;1;
BPPC_5_0_10.txt_0.5;3088;0.000323057;1;
BPPC_8_0_10.txt_0.7;3359;0.052032;1;
BPPC_6_0_10.txt_0.9;1600;0.000344038;1;
BPPC_2_0_2.txt_0.4;1208;0.467855;1;
BPPC_4_0_2.txt_0.2;0;0;0;
BPPC_7_0_5.txt_0.7;3306;0.00289702;1;
BPPC_3_0_5.txt_0.9;455;0.00197601;1;
BPPC_4_0_10.txt_0.2;0;0;0;
BPPC_5_0_2.txt_0.4;3458;0.000204802;1;
BPPC_6_0_9.txt_0.3;5546;0.0154819;1;
BPPC_1_0_10.txt_0.8;430;0.000186205;1;
BPPC_6_0_3.txt_0.8;1853;0.000189066;1;
BPPC_8_0_9.txt_0.5;5021;1.66699;1;
BPPC_4_0_4.txt_0.2;0;0;0;
BPPC_2_0_7.txt_0.5;961;0.0540411;1;
BPPC_4_0_8.txt_0.5;0;0;0;
BPPC_7_0_2.txt_0.2;0;0;0;
BPPC_1_0_5.txt_0.6;633;0.000952959;1;
BPPC_2_0_6.txt_0.8;503;0.00132203;1;
BPPC_8_0_1.txt_0.9;2064;0.00200582;1;
BPPC_2_0_1.txt_0.3;1534;4.1437;1;
BPPC_7_0_9.txt_0.4;5472;0.215431;1;
BPPC_5_0_7.txt_0.4;3492;0.000718117;1;
BPPC_2_0_8.txt_0.9;411;0.000929117;1;
BPPC_2_0_9.txt_0.3;1571;8.05283;1;
BPPC_7_0_2.txt_0.9;1808;0.000874043;1;
BPPC_6_0_4.txt_0.8;1862;0.000519991;1;
BPPC_7_0_1.txt_0.1;0;0;0;
BPPC_5_0_3.txt_0.9;1314;0.000229836;1;
BPPC_6_0_4.txt_0.7;2318;0.000911951;1;
BPPC_7_0_7.txt_0.7;2862;0.00517082;1;
BPPC_3_0_3.txt_0.3;0;0;0;
BPPC_6_0_8.txt_0.4;4594;0.00347209;1;
BPPC_3_0_5.txt_0.6;913;0.2403;1;
BPPC_4_0_5.txt_0.6;0;0;0;
BPPC_3_0_8.txt_0.9;443;0.00204396;1;
BPPC_3_0_1.txt_0.6;935;0.334402;1;
BPPC_2_0_1.txt_0.1;0;0;0;
BPPC_6_0_7.txt_0.5;3610;0.00218487;1;
BPPC_7_0_3.txt_0.3;7694;4.32855;1;
BPPC_7_0_1.txt_0.6;3542;0.0139971;1;
BPPC_4_0_8.txt_0.9;504;0.0137069;1;
BPPC_4_0_6.txt_0.3;0;0;0;
BPPC_3_0_2.txt_0.2;0;0;0;
BPPC_2_0_6.txt_0.1;0;0;0;
BPPC_1_0_2.txt_0.6;648;0.00100803;1;
BPPC_1_0_10.txt_0.9;370;0.00026989;1;
BPPC_4_0_6.txt_0.6;0;0;0;
BPPC_4_0_6.txt_0.2;0;0;0;
BPPC_8_0_9.txt_0.8;2667;0.00940895;1;
BPPC_3_0_2.txt_0.4;0;0;0;
BPPC_5_0_2.txt_0.6;2432;0.000427961;1;
BPPC_1_0_2.txt_0.2;1570;0.478122;1;
BPPC_1_0_1.txt_0.9;325;0.000428915;1;
BPPC_8_0_3.txt_0.9;2163;0.00316691;1;
BPPC_7_0_9.txt_0.8;2280;0.00190902;1;
BPPC_5_0_10.txt_0.3;4483;0.001055;1;
BPPC_4_0_5.txt_0.5;0;0;0;
BPPC_6_0_2.txt_0.2;7407;0.462922;1;
BPPC_6_0_1.txt_0.4;4528;0.00749707;1;
BPPC_8_0_4.txt_0.9;1917;0.00343299;1;
BPPC_4_0_4.txt_0.9;500;0.0189991;1;
BPPC_4_0_1.txt_0.4;0;0;0;
BPPC_7_0_8.txt_0.5;4442;0.0599248;1;
BPPC_2_0_5.txt_0.8;519;0.00138807;1;
BPPC_4_0_2.txt_0.8;670;0.116398;1;
BPPC_4_0_4.txt_0.3;0;0;0;
BPPC_1_0_6.txt_0.4;944;0.00260806;1;
BPPC_3_0_10.txt_0.6;936;0.384745;1;
BPPC_8_0_9.txt_0.4;0;0;0;
BPPC_2_0_10.txt_0.6;763;0.00552583;1;
BPPC_5_0_4.txt_0.2;6262;0.000506878;1;
BPPC_1_0_10.txt_0.4;939;0.002321;1;
BPPC_2_0_5.txt_0.1;0;0;0;
BPPC_8_0_4.txt_0.2;0;0;0;
BPPC_3_0_2.txt_0.6;872;0.216906;1;
BPPC_1_0_2.txt_0.1;2527;8.1836;1;
BPPC_5_0_10.txt_0.8;1507;0.000149012;1;
BPPC_6_0_4.txt_0.1;11738;2.0817;1;
BPPC_2_0_7.txt_0.8;498;0.00138211;1;
BPPC_2_0_3.txt_0.1;0;0;0;
BPPC_4_0_1.txt_0.8;659;0.145102;1;
BPPC_3_0_4.txt_0.4;0;0;0;
BPPC_3_0_8.txt_0.6;997;0.143741;1;
BPPC_8_0_6.txt_0.9;2153;0.000966072;1;
BPPC_8_0_1.txt_0.6;4152;0.160134;1;
BPPC_2_0_8.txt_0.3;1660;3.25736;1;
BPPC_7_0_9.txt_0.2;0;0;0;
BPPC_6_0_4.txt_0.5;3535;0.00312114;1;
BPPC_3_0_7.txt_0.9;462;0.00335383;1;
BPPC_8_0_8.txt_0.1;0;0;0;
BPPC_6_0_1.txt_0.9;1488;0.000360966;1;
BPPC_1_0_4.txt_0.8;496;0.000566006;1;
BPPC_6_0_5.txt_0.5;3709;0.002918;1;
BPPC_2_0_10.txt_0.9;422;0.000922918;1;
BPPC_6_0_8.txt_0.7;2491;0.000932932;1;
BPPC_8_0_1.txt_0.2;0;0;0;
BPPC_2_0_4.txt_0.3;1562;2.04181;1;
BPPC_7_0_5.txt_0.4;5608;0.214706;1;
BPPC_1_0_5.txt_0.9;334;0.000144005;1;
BPPC_5_0_7.txt_0.3;4566;0.000319958;1;
BPPC_6_0_10.txt_0.8;2136;0.000169992;1;
BPPC_5_0_8.txt_0.3;4294;0.00040102;1;
