instance;size;weight;valid;
c_BPPC_5_0_3.txt_0.6;7;2428;1;
c_BPPC_4_0_7.txt_0.5;0;0;0;
c_BPPC_8_0_3.txt_0.7;8;3370;1;
c_BPPC_4_0_4.txt_0.3;0;0;0;
c_BPPC_5_0_3.txt_0.2;17;6042;1;
c_BPPC_8_0_4.txt_0.6;9;4025;1;
c_BPPC_1_0_10.txt_0.6;8;601;1;
c_BPPC_5_0_8.txt_0.5;7;2737;1;
c_BPPC_3_0_6.txt_0.4;15;1426;1;
c_BPPC_6_0_8.txt_0.4;12;4594;1;
c_BPPC_7_0_10.txt_0.4;13;5539;1;
c_BPPC_7_0_5.txt_0.2;0;0;0;
c_BPPC_8_0_10.txt_0.9;5;1998;1;
c_BPPC_2_0_8.txt_0.9;4;411;1;
c_BPPC_7_0_8.txt_0.5;10;4442;1;
c_BPPC_4_0_9.txt_0.3;0;0;0;
c_BPPC_4_0_6.txt_0.5;0;0;0;
c_BPPC_3_0_8.txt_0.1;0;0;0;
c_BPPC_5_0_1.txt_0.2;16;5574;1;
c_BPPC_4_0_10.txt_0.5;0;0;0;
c_BPPC_7_0_7.txt_0.7;7;2862;1;
c_BPPC_6_0_6.txt_0.2;21;7829;1;
c_BPPC_6_0_4.txt_0.6;7;2804;1;
c_BPPC_3_0_10.txt_0.3;0;0;0;
c_BPPC_6_0_10.txt_0.3;14;5565;1;
c_BPPC_4_0_7.txt_0.3;0;0;0;
c_BPPC_4_0_2.txt_0.4;0;0;0;
c_BPPC_4_0_1.txt_0.2;0;0;0;
c_BPPC_3_0_1.txt_0.1;0;0;0;
c_BPPC_4_0_7.txt_0.6;11;993;1;
c_BPPC_1_0_2.txt_0.9;3;301;1;
c_BPPC_5_0_1.txt_0.8;4;1760;1;
c_BPPC_2_0_8.txt_0.7;7;656;1;
c_BPPC_8_0_3.txt_0.9;5;2163;1;
c_BPPC_3_0_1.txt_0.4;14;1374;1;
c_BPPC_6_0_8.txt_0.8;5;2055;1;
c_BPPC_7_0_1.txt_0.8;6;2295;1;
c_BPPC_2_0_4.txt_0.9;5;424;1;
c_BPPC_8_0_9.txt_0.6;10;3942;1;
c_BPPC_8_0_1.txt_0.2;0;0;0;
c_BPPC_5_0_1.txt_0.3;12;4357;1;
c_BPPC_2_0_3.txt_0.2;0;0;0;
c_BPPC_1_0_10.txt_0.5;8;729;1;
c_BPPC_3_0_7.txt_0.4;15;1446;1;
c_BPPC_6_0_1.txt_0.5;9;3837;1;
c_BPPC_4_0_5.txt_0.6;11;994;1;
c_BPPC_4_0_7.txt_0.7;9;882;1;
c_BPPC_5_0_5.txt_0.4;9;3477;1;
c_BPPC_1_0_6.txt_0.3;15;1230;1;
c_BPPC_4_0_4.txt_0.9;5;500;1;
c_BPPC_4_0_1.txt_0.7;9;796;1;
c_BPPC_2_0_4.txt_0.6;9;774;1;
c_BPPC_5_0_9.txt_0.9;3;1352;1;
c_BPPC_3_0_9.txt_0.9;5;445;1;
c_BPPC_7_0_6.txt_0.3;18;7233;1;
c_BPPC_1_0_3.txt_0.3;15;1308;1;
c_BPPC_8_0_9.txt_0.5;13;5021;1;
c_BPPC_3_0_10.txt_0.6;10;936;1;
c_BPPC_2_0_8.txt_0.5;10;1000;1;
c_BPPC_2_0_3.txt_0.3;17;1487;1;
c_BPPC_2_0_1.txt_0.6;9;779;1;
c_BPPC_2_0_8.txt_0.1;0;0;0;
c_BPPC_2_0_7.txt_0.9;4;396;1;
c_BPPC_6_0_2.txt_0.7;6;2202;1;
c_BPPC_6_0_7.txt_0.3;15;5462;1;
c_BPPC_4_0_1.txt_0.4;0;0;0;
c_BPPC_8_0_6.txt_0.9;5;2153;1;
c_BPPC_1_0_2.txt_0.2;20;1570;1;
c_BPPC_1_0_10.txt_0.1;32;2411;1;
c_BPPC_4_0_8.txt_0.5;0;0;0;
c_BPPC_7_0_4.txt_0.1;0;0;0;
c_BPPC_8_0_8.txt_0.4;17;6519;1;
c_BPPC_1_0_8.txt_0.5;9;743;1;
c_BPPC_6_0_4.txt_0.2;20;7520;1;
c_BPPC_3_0_6.txt_0.1;0;0;0;
c_BPPC_5_0_2.txt_0.2;16;5920;1;
c_BPPC_2_0_9.txt_0.2;0;0;0;
c_BPPC_3_0_9.txt_0.7;8;751;1;
c_BPPC_4_0_8.txt_0.4;0;0;0;
c_BPPC_2_0_5.txt_0.6;9;789;1;
