instance;size;weight;valid;
c_BPPC_6_0_8.txt_0.5.dimacs;9;3695;1;
c_BPPC_6_0_4.txt_0.1.dimacs;31;11738;1;
c_BPPC_7_0_5.txt_0.8.dimacs;6;2326;1;
c_BPPC_4_0_7.txt_0.5.dimacs;0;0;0;
c_BPPC_4_0_6.txt_0.1.dimacs;0;0;0;
c_BPPC_3_0_6.txt_0.2.dimacs;0;0;0;
c_BPPC_7_0_9.txt_0.7.dimacs;8;3007;1;
c_BPPC_3_0_9.txt_0.8.dimacs;7;606;1;
c_BPPC_6_0_9.txt_0.6.dimacs;7;3034;1;
c_BPPC_3_0_5.txt_0.1.dimacs;0;0;0;
c_BPPC_2_0_3.txt_0.1.dimacs;0;0;0;
c_BPPC_3_0_1.txt_0.6.dimacs;10;935;1;
c_BPPC_3_0_8.txt_0.3.dimacs;0;0;0;
c_BPPC_8_0_1.txt_0.7.dimacs;9;3365;1;
c_BPPC_6_0_5.txt_0.1.dimacs;33;12004;1;
c_BPPC_8_0_6.txt_0.7.dimacs;8;3323;1;
c_BPPC_5_0_7.txt_0.7.dimacs;5;1938;1;
c_BPPC_1_0_4.txt_0.3.dimacs;13;1283;1;
c_BPPC_6_0_7.txt_0.5.dimacs;9;3610;1;
c_BPPC_5_0_3.txt_0.6.dimacs;7;2428;1;
c_BPPC_5_0_6.txt_0.6.dimacs;6;2336;1;
c_BPPC_3_0_4.txt_0.3.dimacs;0;0;0;
c_BPPC_8_0_10.txt_0.7.dimacs;8;3359;1;
c_BPPC_8_0_5.txt_0.7.dimacs;8;3256;1;
c_BPPC_3_0_3.txt_0.9.dimacs;5;433;1;
c_BPPC_8_0_4.txt_0.8.dimacs;6;2538;1;
c_BPPC_3_0_7.txt_0.4.dimacs;0;0;0;
c_BPPC_4_0_10.txt_0.3.dimacs;0;0;0;
c_BPPC_4_0_5.txt_0.2.dimacs;0;0;0;
c_BPPC_6_0_10.txt_0.9.dimacs;4;1600;1;
c_BPPC_8_0_5.txt_0.9.dimacs;5;2163;1;
c_BPPC_4_0_3.txt_0.2.dimacs;0;0;0;
c_BPPC_3_0_3.txt_0.4.dimacs;0;0;0;
c_BPPC_2_0_1.txt_0.5.dimacs;11;933;1;
c_BPPC_4_0_10.txt_0.9.dimacs;5;518;1;
c_BPPC_5_0_4.txt_0.6.dimacs;6;2468;1;
c_BPPC_6_0_4.txt_0.7.dimacs;6;2318;1;
c_BPPC_3_0_5.txt_0.4.dimacs;0;0;0;
c_BPPC_8_0_7.txt_0.1.dimacs;0;0;0;
c_BPPC_6_0_9.txt_0.9.dimacs;4;1569;1;
c_BPPC_2_0_4.txt_0.7.dimacs;8;649;1;
c_BPPC_3_0_8.txt_0.5.dimacs;12;1123;1;
c_BPPC_6_0_8.txt_0.4.dimacs;12;4594;1;
c_BPPC_3_0_9.txt_0.3.dimacs;0;0;0;
c_BPPC_1_0_4.txt_0.4.dimacs;11;988;1;
c_BPPC_7_0_1.txt_0.2.dimacs;0;0;0;
c_BPPC_7_0_5.txt_0.7.dimacs;8;3306;1;
c_BPPC_6_0_1.txt_0.7.dimacs;6;2469;1;
c_BPPC_8_0_4.txt_0.3.dimacs;0;0;0;
c_BPPC_4_0_3.txt_0.6.dimacs;0;0;0;
c_BPPC_2_0_8.txt_0.8.dimacs;6;527;1;
c_BPPC_7_0_1.txt_0.7.dimacs;7;3038;1;
c_BPPC_1_0_3.txt_0.2.dimacs;20;1593;1;
c_BPPC_4_0_8.txt_0.8.dimacs;7;697;1;
c_BPPC_3_0_1.txt_0.8.dimacs;6;562;1;
c_BPPC_8_0_8.txt_0.1.dimacs;0;0;0;
c_BPPC_6_0_3.txt_0.3.dimacs;14;5607;1;
c_BPPC_1_0_4.txt_0.7.dimacs;6;504;1;
c_BPPC_2_0_10.txt_0.2.dimacs;0;0;0;
c_BPPC_4_0_9.txt_0.8.dimacs;7;707;1;
c_BPPC_8_0_5.txt_0.4.dimacs;0;0;0;
c_BPPC_3_0_1.txt_0.2.dimacs;0;0;0;
c_BPPC_8_0_1.txt_0.1.dimacs;0;0;0;
c_BPPC_6_0_3.txt_0.9.dimacs;3;1478;1;
c_BPPC_8_0_9.txt_0.4.dimacs;0;0;0;
c_BPPC_7_0_10.txt_0.7.dimacs;7;2851;1;
c_BPPC_6_0_10.txt_0.8.dimacs;5;2136;1;
c_BPPC_4_0_4.txt_0.6.dimacs;0;0;0;
c_BPPC_8_0_4.txt_0.7.dimacs;8;3395;1;
c_BPPC_5_0_8.txt_0.2.dimacs;15;5538;1;
c_BPPC_7_0_6.txt_0.7.dimacs;8;3330;1;
c_BPPC_5_0_6.txt_0.1.dimacs;24;8614;1;
c_BPPC_8_0_1.txt_0.6.dimacs;10;4152;1;
c_BPPC_4_0_8.txt_0.2.dimacs;0;0;0;
c_BPPC_2_0_3.txt_0.7.dimacs;7;692;1;
c_BPPC_3_0_3.txt_0.3.dimacs;0;0;0;
c_BPPC_2_0_8.txt_0.1.dimacs;0;0;0;
c_BPPC_8_0_6.txt_0.3.dimacs;0;0;0;
c_BPPC_1_0_1.txt_0.3.dimacs;15;1211;1;
c_BPPC_3_0_1.txt_0.3.dimacs;0;0;0;
c_BPPC_5_0_2.txt_0.4.dimacs;9;3458;1;
c_BPPC_2_0_8.txt_0.7.dimacs;7;656;1;
c_BPPC_8_0_1.txt_0.4.dimacs;0;0;0;
c_BPPC_2_0_4.txt_0.2.dimacs;0;0;0;
c_BPPC_7_0_10.txt_0.2.dimacs;0;0;0;
c_BPPC_7_0_6.txt_0.8.dimacs;6;2395;1;
c_BPPC_2_0_4.txt_0.5.dimacs;12;998;1;
c_BPPC_2_0_4.txt_0.6.dimacs;9;774;1;
c_BPPC_2_0_1.txt_0.8.dimacs;5;479;1;
c_BPPC_1_0_3.txt_0.1.dimacs;32;2492;1;
c_BPPC_5_0_8.txt_0.1.dimacs;23;8225;1;
c_BPPC_1_0_7.txt_0.8.dimacs;5;404;1;
c_BPPC_5_0_5.txt_0.2.dimacs;16;6088;1;
c_BPPC_4_0_4.txt_0.9.dimacs;5;500;1;
c_BPPC_3_0_7.txt_0.1.dimacs;0;0;0;
c_BPPC_7_0_8.txt_0.8.dimacs;5;2382;1;
c_BPPC_8_0_8.txt_0.7.dimacs;8;3326;1;
c_BPPC_5_0_10.txt_0.2.dimacs;15;5553;1;
c_BPPC_2_0_2.txt_0.6.dimacs;8;776;1;
c_BPPC_3_0_9.txt_0.7.dimacs;8;751;1;
c_BPPC_8_0_4.txt_0.2.dimacs;0;0;0;
c_BPPC_3_0_9.txt_0.1.dimacs;0;0;0;
c_BPPC_8_0_10.txt_0.5.dimacs;12;5145;1;
c_BPPC_4_0_3.txt_0.8.dimacs;7;670;1;
c_BPPC_6_0_1.txt_0.1.dimacs;33;11901;1;
c_BPPC_2_0_4.txt_0.1.dimacs;0;0;0;
c_BPPC_2_0_5.txt_0.8.dimacs;6;519;1;
c_BPPC_3_0_8.txt_0.1.dimacs;0;0;0;
c_BPPC_6_0_7.txt_0.3.dimacs;15;5462;1;
c_BPPC_3_0_7.txt_0.7.dimacs;7;726;1;
c_BPPC_5_0_9.txt_0.5.dimacs;8;3015;1;
c_BPPC_4_0_5.txt_0.3.dimacs;0;0;0;
c_BPPC_8_0_3.txt_0.6.dimacs;10;4123;1;
c_BPPC_3_0_5.txt_0.9.dimacs;5;455;1;
c_BPPC_8_0_5.txt_0.8.dimacs;6;2602;1;
c_BPPC_4_0_5.txt_0.4.dimacs;0;0;0;
c_BPPC_4_0_2.txt_0.1.dimacs;0;0;0;
c_BPPC_8_0_7.txt_0.4.dimacs;0;0;0;
c_BPPC_3_0_3.txt_0.2.dimacs;0;0;0;
c_BPPC_4_0_9.txt_0.6.dimacs;0;0;0;
c_BPPC_5_0_6.txt_0.4.dimacs;9;3511;1;
c_BPPC_8_0_5.txt_0.2.dimacs;0;0;0;
c_BPPC_1_0_4.txt_0.8.dimacs;5;496;1;
c_BPPC_8_0_10.txt_0.1.dimacs;0;0;0;
c_BPPC_2_0_9.txt_0.7.dimacs;7;608;1;
c_BPPC_7_0_3.txt_0.1.dimacs;0;0;0;
c_BPPC_2_0_3.txt_0.8.dimacs;6;527;1;
c_BPPC_2_0_6.txt_0.4.dimacs;14;1241;1;
c_BPPC_1_0_6.txt_0.1.dimacs;35;2534;1;
c_BPPC_5_0_5.txt_0.8.dimacs;4;1710;1;
c_BPPC_5_0_2.txt_0.1.dimacs;21;8180;1;
c_BPPC_6_0_1.txt_0.8.dimacs;4;1869;1;
c_BPPC_3_0_3.txt_0.6.dimacs;10;943;1;
c_BPPC_6_0_2.txt_0.6.dimacs;8;2820;1;
c_BPPC_8_0_2.txt_0.4.dimacs;0;0;0;
c_BPPC_1_0_10.txt_0.1.dimacs;32;2411;1;
c_BPPC_5_0_4.txt_0.8.dimacs;4;1672;1;
c_BPPC_6_0_8.txt_0.7.dimacs;6;2491;1;
c_BPPC_5_0_8.txt_0.8.dimacs;4;1454;1;
c_BPPC_2_0_2.txt_0.3.dimacs;0;0;0;
c_BPPC_8_0_10.txt_0.2.dimacs;0;0;0;
c_BPPC_5_0_4.txt_0.9.dimacs;3;1215;1;
c_BPPC_8_0_6.txt_0.6.dimacs;10;4101;1;
c_BPPC_6_0_2.txt_0.4.dimacs;11;4331;1;
c_BPPC_3_0_1.txt_0.4.dimacs;0;0;0;
c_BPPC_1_0_1.txt_0.8.dimacs;5;423;1;
c_BPPC_8_0_4.txt_0.1.dimacs;0;0;0;
c_BPPC_4_0_7.txt_0.4.dimacs;0;0;0;
c_BPPC_1_0_1.txt_0.9.dimacs;4;325;1;
c_BPPC_7_0_9.txt_0.1.dimacs;0;0;0;
c_BPPC_4_0_7.txt_0.9.dimacs;5;520;1;
c_BPPC_7_0_8.txt_0.2.dimacs;0;0;0;
c_BPPC_1_0_3.txt_0.4.dimacs;10;941;1;
c_BPPC_8_0_7.txt_0.6.dimacs;10;4219;1;
c_BPPC_5_0_9.txt_0.4.dimacs;10;3867;1;
c_BPPC_3_0_8.txt_0.4.dimacs;0;0;0;
c_BPPC_4_0_2.txt_0.8.dimacs;7;670;1;
c_BPPC_6_0_2.txt_0.8.dimacs;5;2048;1;
c_BPPC_1_0_9.txt_0.9.dimacs;4;340;1;
c_BPPC_1_0_10.txt_0.9.dimacs;4;370;1;
c_BPPC_4_0_4.txt_0.3.dimacs;0;0;0;
c_BPPC_1_0_6.txt_0.9.dimacs;3;308;1;
c_BPPC_7_0_9.txt_0.8.dimacs;6;2280;1;
c_BPPC_3_0_4.txt_0.8.dimacs;6;581;1;
c_BPPC_5_0_7.txt_0.9.dimacs;3;1249;1;
c_BPPC_3_0_5.txt_0.3.dimacs;0;0;0;
c_BPPC_5_0_2.txt_0.6.dimacs;6;2432;1;
c_BPPC_3_0_8.txt_0.6.dimacs;10;997;1;
c_BPPC_2_0_7.txt_0.2.dimacs;0;0;0;
c_BPPC_2_0_6.txt_0.2.dimacs;0;0;0;
c_BPPC_4_0_10.txt_0.2.dimacs;0;0;0;
c_BPPC_7_0_8.txt_0.7.dimacs;8;3188;1;
c_BPPC_7_0_7.txt_0.2.dimacs;0;0;0;
c_BPPC_7_0_2.txt_0.4.dimacs;14;5493;1;
c_BPPC_6_0_6.txt_0.7.dimacs;6;2267;1;
c_BPPC_5_0_8.txt_0.3.dimacs;12;4294;1;
c_BPPC_7_0_3.txt_0.8.dimacs;5;2229;1;
c_BPPC_1_0_4.txt_0.2.dimacs;19;1697;1;
c_BPPC_1_0_10.txt_0.8.dimacs;5;430;1;
c_BPPC_6_0_3.txt_0.8.dimacs;4;1853;1;
c_BPPC_4_0_8.txt_0.5.dimacs;0;0;0;
c_BPPC_8_0_3.txt_0.4.dimacs;0;0;0;
c_BPPC_2_0_2.txt_0.7.dimacs;8;693;1;
c_BPPC_3_0_10.txt_0.6.dimacs;10;936;1;
c_BPPC_3_0_1.txt_0.9.dimacs;5;449;1;
c_BPPC_5_0_3.txt_0.3.dimacs;12;4419;1;
c_BPPC_1_0_5.txt_0.2.dimacs;20;1684;1;
c_BPPC_4_0_5.txt_0.8.dimacs;7;665;1;
c_BPPC_2_0_4.txt_0.9.dimacs;5;424;1;
c_BPPC_4_0_1.txt_0.6.dimacs;0;0;0;
c_BPPC_6_0_7.txt_0.6.dimacs;7;2968;1;
c_BPPC_8_0_8.txt_0.9.dimacs;5;2167;1;
c_BPPC_4_0_1.txt_0.8.dimacs;7;659;1;
c_BPPC_6_0_4.txt_0.6.dimacs;7;2804;1;
c_BPPC_1_0_5.txt_0.4.dimacs;11;981;1;
c_BPPC_6_0_4.txt_0.4.dimacs;12;4530;1;
c_BPPC_2_0_3.txt_0.3.dimacs;17;1487;1;
c_BPPC_8_0_4.txt_0.4.dimacs;0;0;0;
c_BPPC_2_0_8.txt_0.5.dimacs;10;1000;1;
c_BPPC_3_0_2.txt_0.9.dimacs;5;437;1;
c_BPPC_7_0_8.txt_0.9.dimacs;4;1743;1;
c_BPPC_6_0_4.txt_0.2.dimacs;20;7520;1;
c_BPPC_2_0_1.txt_0.2.dimacs;0;0;0;
c_BPPC_8_0_3.txt_0.1.dimacs;0;0;0;
c_BPPC_6_0_1.txt_0.2.dimacs;21;7404;1;
c_BPPC_1_0_4.txt_0.6.dimacs;7;609;1;
c_BPPC_8_0_5.txt_0.5.dimacs;12;5012;1;
c_BPPC_5_0_4.txt_0.4.dimacs;9;3350;1;
c_BPPC_8_0_9.txt_0.2.dimacs;0;0;0;
c_BPPC_5_0_5.txt_0.9.dimacs;3;1298;1;
c_BPPC_5_0_1.txt_0.8.dimacs;4;1760;1;
c_BPPC_5_0_6.txt_0.8.dimacs;4;1651;1;
c_BPPC_8_0_9.txt_0.1.dimacs;0;0;0;
c_BPPC_4_0_9.txt_0.3.dimacs;0;0;0;
c_BPPC_5_0_9.txt_0.8.dimacs;4;1811;1;
c_BPPC_1_0_10.txt_0.4.dimacs;11;939;1;
c_BPPC_2_0_5.txt_0.7.dimacs;7;617;1;
c_BPPC_1_0_7.txt_0.7.dimacs;6;547;1;
c_BPPC_6_0_4.txt_0.8.dimacs;5;1862;1;
c_BPPC_6_0_5.txt_0.5.dimacs;9;3709;1;
c_BPPC_1_0_9.txt_0.2.dimacs;21;1830;1;
c_BPPC_5_0_1.txt_0.4.dimacs;9;3675;1;
c_BPPC_4_0_3.txt_0.5.dimacs;0;0;0;
c_BPPC_7_0_1.txt_0.6.dimacs;9;3542;1;
c_BPPC_6_0_5.txt_0.8.dimacs;5;2013;1;
c_BPPC_4_0_10.txt_0.7.dimacs;9;830;1;
c_BPPC_5_0_1.txt_0.1.dimacs;24;8307;1;
c_BPPC_2_0_7.txt_0.7.dimacs;7;670;1;
c_BPPC_6_0_3.txt_0.1.dimacs;32;11409;1;
c_BPPC_2_0_7.txt_0.4.dimacs;13;1252;1;
c_BPPC_6_0_10.txt_0.3.dimacs;14;5565;1;
c_BPPC_6_0_8.txt_0.6.dimacs;7;3105;1;
c_BPPC_2_0_3.txt_0.4.dimacs;14;1232;1;
c_BPPC_2_0_6.txt_0.8.dimacs;5;503;1;
c_BPPC_5_0_5.txt_0.6.dimacs;7;2649;1;
c_BPPC_7_0_3.txt_0.9.dimacs;4;1772;1;
c_BPPC_8_0_9.txt_0.6.dimacs;10;3942;1;
c_BPPC_8_0_5.txt_0.1.dimacs;0;0;0;
c_BPPC_8_0_2.txt_0.3.dimacs;0;0;0;
c_BPPC_4_0_8.txt_0.7.dimacs;9;823;1;
c_BPPC_7_0_1.txt_0.9.dimacs;4;1907;1;
c_BPPC_6_0_1.txt_0.4.dimacs;12;4528;1;
c_BPPC_1_0_5.txt_0.9.dimacs;4;334;1;
c_BPPC_3_0_6.txt_0.3.dimacs;0;0;0;
c_BPPC_6_0_7.txt_0.4.dimacs;11;4232;1;
c_BPPC_2_0_8.txt_0.6.dimacs;9;793;1;
c_BPPC_1_0_2.txt_0.5.dimacs;9;760;1;
c_BPPC_3_0_5.txt_0.6.dimacs;10;913;1;
c_BPPC_3_0_10.txt_0.3.dimacs;0;0;0;
c_BPPC_5_0_8.txt_0.6.dimacs;6;2620;1;
c_BPPC_4_0_8.txt_0.6.dimacs;0;0;0;
c_BPPC_6_0_1.txt_0.6.dimacs;7;2757;1;
c_BPPC_7_0_9.txt_0.9.dimacs;4;1740;1;
c_BPPC_3_0_4.txt_0.2.dimacs;0;0;0;
c_BPPC_8_0_4.txt_0.9.dimacs;5;1917;1;
c_BPPC_3_0_2.txt_0.2.dimacs;0;0;0;
c_BPPC_5_0_9.txt_0.6.dimacs;6;2163;1;
c_BPPC_2_0_2.txt_0.4.dimacs;14;1208;1;
c_BPPC_7_0_4.txt_0.6.dimacs;8;3449;1;
