instance;weight;time;steps
BPPC_7_0_8.txt_0.4.bz2;1030;0.00232911;75
BPPC_1_0_4.txt_0.7.bz2;190;0.00031805;92
BPPC_3_0_2.txt_0.6.bz2;210;0.00192595;141
BPPC_4_0_4.txt_0.9.bz2;190;0.00150394;596
BPPC_5_0_1.txt_0.4.bz2;1030;0.000786066;25
BPPC_4_0_8.txt_0.6.bz2;210;0.00618505;541
BPPC_4_0_10.txt_0.7.bz2;210;0.000871897;182
BPPC_5_0_4.txt_0.3.bz2;1030;0.000435114;31
BPPC_4_0_2.txt_0.5.bz2;220;0.000874043;71
BPPC_7_0_9.txt_0.8.bz2;1030;0.000262976;77
BPPC_1_0_2.txt_0.7.bz2;190;0.000509977;110
BPPC_5_0_2.txt_0.3.bz2;1030;0.000173807;48
BPPC_1_0_1.txt_0.7.bz2;200;0.000104904;28
BPPC_7_0_10.txt_0.7.bz2;1030;0.00125408;36
BPPC_5_0_6.txt_0.5.bz2;1030;9.799e-05;14
BPPC_4_0_5.txt_0.7.bz2;210;0.00122809;150
BPPC_5_0_8.txt_0.8.bz2;1029;0.000490904;38
BPPC_2_0_1.txt_0.9.bz2;190;0.000270844;34
BPPC_4_0_6.txt_0.3.bz2;220;0.000135899;11
BPPC_4_0_5.txt_0.9.bz2;190;0.00195599;948
BPPC_8_0_2.txt_0.2.bz2;1040;0;0
BPPC_1_0_8.txt_0.9.bz2;180;0.000201941;23
BPPC_1_0_5.txt_0.9.bz2;180;0.000130177;25
BPPC_1_0_1.txt_0.5.bz2;200;0.0002141;12
BPPC_5_0_7.txt_0.4.bz2;1030;0.000313997;31
BPPC_1_0_1.txt_0.9.bz2;180;0.000112057;24
BPPC_5_0_5.txt_0.4.bz2;1030;0.000818014;33
BPPC_3_0_10.txt_0.6.bz2;210;0.000771046;63
BPPC_5_0_9.txt_0.9.bz2;1019;7.58171e-05;13
BPPC_8_0_9.txt_0.5.bz2;1040;0;0
BPPC_6_0_9.txt_0.1.bz2;1030;0.00053215;88
BPPC_8_0_8.txt_0.4.bz2;1040;0.001122;117
BPPC_6_0_5.txt_0.2.bz2;1030;0.000360966;70
BPPC_2_0_6.txt_0.8.bz2;190;0.000432014;145
BPPC_3_0_5.txt_0.6.bz2;210;0.00199199;114
BPPC_1_0_7.txt_0.6.bz2;190;0.000185966;131
BPPC_1_0_7.txt_0.8.bz2;189;0.000144005;56
BPPC_2_0_3.txt_0.8.bz2;190;0.000535965;205
BPPC_6_0_4.txt_0.8.bz2;1030;0.000137806;27
BPPC_2_0_8.txt_0.1.bz2;220;3.69549e-05;7
BPPC_6_0_10.txt_0.9.bz2;1028;0.000123024;70
BPPC_2_0_1.txt_0.5.bz2;210;0.000377178;28
BPPC_6_0_4.txt_0.1.bz2;1030;0.000448942;78
BPPC_8_0_4.txt_0.1.bz2;1040;0;0
BPPC_4_0_3.txt_0.4.bz2;220;0.000264883;9
BPPC_2_0_7.txt_0.8.bz2;200;0.00281596;58
BPPC_6_0_2.txt_0.6.bz2;1030;0.000152826;21
BPPC_2_0_5.txt_0.5.bz2;209;0.000334978;85
BPPC_6_0_3.txt_0.8.bz2;1030;0.00108385;109
BPPC_6_0_3.txt_0.9.bz2;1030;0.000331879;36
BPPC_4_0_9.txt_0.1.bz2;220;0.000526905;16
BPPC_3_0_5.txt_0.4.bz2;210;0.00030899;27
BPPC_8_0_9.txt_0.7.bz2;1030;0.00217199;59
BPPC_6_0_2.txt_0.3.bz2;1030;0.00168419;57
BPPC_2_0_3.txt_0.9.bz2;184;0.000274897;98
BPPC_1_0_4.txt_0.6.bz2;200;0.000303984;29
BPPC_4_0_7.txt_0.4.bz2;220;0.000530958;12
BPPC_7_0_7.txt_0.6.bz2;1040;0.00119281;45
BPPC_3_0_10.txt_0.2.bz2;220;0.000231981;9
BPPC_7_0_8.txt_0.7.bz2;1030;0.000528812;49
BPPC_7_0_4.txt_0.5.bz2;1030;0.000350952;58
BPPC_8_0_8.txt_0.9.bz2;1030;0.000432968;43
BPPC_6_0_10.txt_0.4.bz2;1040;0.000701904;38
BPPC_1_0_2.txt_0.6.bz2;200;0.0010891;13
BPPC_8_0_6.txt_0.3.bz2;1040;0;0
BPPC_7_0_10.txt_0.9.bz2;1030;0.000217199;46
BPPC_1_0_2.txt_0.4.bz2;200;0.000325918;37
BPPC_3_0_6.txt_0.1.bz2;220;0.000581026;13
BPPC_7_0_4.txt_0.3.bz2;1030;0.000454187;89
BPPC_6_0_6.txt_0.8.bz2;1030;0.000381947;46
BPPC_8_0_1.txt_0.5.bz2;1040;0;0
BPPC_7_0_8.txt_0.5.bz2;1030;0.000350952;59
BPPC_1_0_10.txt_0.3.bz2;210;0.000167847;63
BPPC_8_0_2.txt_0.8.bz2;1030;0.000487089;55
BPPC_1_0_7.txt_0.2.bz2;210;0.000211;9
BPPC_5_0_10.txt_0.9.bz2;1006;0.000329971;17
BPPC_1_0_3.txt_0.6.bz2;200;0.00090003;21
BPPC_8_0_2.txt_0.4.bz2;1030;0.00124907;141
BPPC_2_0_5.txt_0.2.bz2;220;5.00679e-05;10
BPPC_8_0_1.txt_0.3.bz2;1040;0;0
BPPC_4_0_6.txt_0.2.bz2;220;0.000155926;14
BPPC_4_0_7.txt_0.5.bz2;220;0.000134945;7
BPPC_1_0_7.txt_0.3.bz2;210;0.000627041;11
BPPC_8_0_9.txt_0.6.bz2;1030;0.000655174;88
BPPC_1_0_8.txt_0.3.bz2;200;0.000138998;20
BPPC_3_0_6.txt_0.6.bz2;210;0.00064683;42
BPPC_1_0_9.txt_0.4.bz2;200;0.000139952;16
BPPC_8_0_2.txt_0.6.bz2;1030;0.000983953;81
BPPC_2_0_2.txt_0.6.bz2;209;0.000360012;57
BPPC_2_0_2.txt_0.4.bz2;210;0.000363111;9
BPPC_1_0_6.txt_0.8.bz2;195;0.000473022;24
BPPC_8_0_10.txt_0.3.bz2;1040;0;0
BPPC_2_0_10.txt_0.3.bz2;210;0.000377178;23
BPPC_3_0_10.txt_0.1.bz2;220;0.000258923;12
BPPC_2_0_7.txt_0.9.bz2;180;0.000442982;67
BPPC_2_0_7.txt_0.5.bz2;210;0.000316858;115
BPPC_1_0_3.txt_0.2.bz2;210;0.000241041;9
BPPC_5_0_10.txt_0.5.bz2;1030;0.000277996;26
BPPC_4_0_2.txt_0.6.bz2;210;0.00173593;339
BPPC_4_0_2.txt_0.4.bz2;220;0.000137091;12
BPPC_2_0_6.txt_0.3.bz2;210;0.000164986;12
BPPC_6_0_1.txt_0.8.bz2;1030;0.000160933;53
BPPC_5_0_4.txt_0.6.bz2;1030;0.000114918;39
BPPC_7_0_3.txt_0.5.bz2;1030;0.000938892;57
BPPC_4_0_4.txt_0.6.bz2;210;0.00134921;143
BPPC_3_0_2.txt_0.8.bz2;200;0.000763178;180
BPPC_6_0_6.txt_0.1.bz2;1030;0.000730991;84
BPPC_5_0_2.txt_0.4.bz2;1030;0.000379086;49
BPPC_8_0_7.txt_0.1.bz2;1040;0;0
BPPC_2_0_10.txt_0.9.bz2;182;0.000630856;106
BPPC_3_0_8.txt_0.5.bz2;210;0.000362158;69
BPPC_2_0_7.txt_0.7.bz2;200;0.000427008;71
BPPC_4_0_5.txt_0.8.bz2;208;0.00312281;317
BPPC_2_0_10.txt_0.7.bz2;200;0.00048089;111
BPPC_3_0_5.txt_0.2.bz2;220;0.000620127;31
BPPC_6_0_3.txt_0.6.bz2;1030;0.000344992;29
BPPC_8_0_7.txt_0.3.bz2;1040;0;0
BPPC_2_0_9.txt_0.9.bz2;184;0.000226974;58
BPPC_6_0_5.txt_0.4.bz2;1030;0.000201941;40
BPPC_5_0_7.txt_0.2.bz2;1030;0.000159025;36
BPPC_4_0_2.txt_0.3.bz2;220;0.000138044;13
BPPC_1_0_5.txt_0.1.bz2;220;0.000120163;33
BPPC_4_0_9.txt_0.3.bz2;220;0.000151873;14
BPPC_6_0_1.txt_0.3.bz2;1030;0.000526905;57
BPPC_2_0_4.txt_0.7.bz2;200;0.000634193;106
BPPC_1_0_3.txt_0.4.bz2;210;5.10216e-05;13
BPPC_3_0_10.txt_0.5.bz2;210;0.000636101;32
BPPC_2_0_6.txt_0.2.bz2;210;0.000206947;21
BPPC_5_0_10.txt_0.7.bz2;1030;0.000135899;14
BPPC_5_0_1.txt_0.3.bz2;1030;0.000138044;32
BPPC_2_0_4.txt_0.5.bz2;208;0.000398874;116
BPPC_4_0_1.txt_0.5.bz2;220;0.00100207;25
BPPC_3_0_3.txt_0.6.bz2;210;0.000540972;58
BPPC_4_0_6.txt_0.4.bz2;220;0.000116825;7
BPPC_6_0_10.txt_0.3.bz2;1040;0;0
BPPC_8_0_10.txt_0.4.bz2;1040;0;0
BPPC_5_0_8.txt_0.2.bz2;1030;0.00142503;59
BPPC_7_0_3.txt_0.9.bz2;1030;0.000202894;17
BPPC_7_0_2.txt_0.3.bz2;1040;0;0
BPPC_4_0_7.txt_0.2.bz2;220;0.000193119;16
BPPC_7_0_3.txt_0.6.bz2;1030;0.00111508;44
BPPC_8_0_1.txt_0.2.bz2;1040;0;0
BPPC_3_0_2.txt_0.7.bz2;203;0.00105786;337
BPPC_4_0_3.txt_0.5.bz2;220;0.000736952;7
BPPC_1_0_1.txt_0.2.bz2;210;0.000658989;28
BPPC_5_0_4.txt_0.7.bz2;1030;0.000150204;10
BPPC_1_0_10.txt_0.5.bz2;200;0.000649929;93
BPPC_5_0_6.txt_0.7.bz2;1030;9.70364e-05;28
BPPC_5_0_6.txt_0.9.bz2;1030;7.20024e-05;7
BPPC_7_0_1.txt_0.3.bz2;1040;0.000452042;79
BPPC_4_0_3.txt_0.8.bz2;200;0.00268197;451
BPPC_4_0_8.txt_0.2.bz2;220;0.000164032;15
BPPC_5_0_6.txt_0.8.bz2;1030;7.20024e-05;8
BPPC_1_0_2.txt_0.9.bz2;180;0.00069499;45
BPPC_2_0_6.txt_0.6.bz2;200;0.000584841;96
BPPC_4_0_6.txt_0.6.bz2;210;0.00235105;482
BPPC_6_0_3.txt_0.4.bz2;1030;0.00159597;49
BPPC_2_0_9.txt_0.8.bz2;190;0.00130081;55
BPPC_7_0_1.txt_0.6.bz2;1040;0.00217009;32
BPPC_4_0_10.txt_0.9.bz2;190;0.00415111;1268
BPPC_3_0_10.txt_0.4.bz2;210;0.000731945;27
BPPC_3_0_10.txt_0.7.bz2;200;0.000689983;334
BPPC_8_0_6.txt_0.8.bz2;1030;0.000470877;46
BPPC_6_0_8.txt_0.2.bz2;1040;0;0
BPPC_4_0_7.txt_0.9.bz2;190;0.00262094;1500
BPPC_4_0_2.txt_0.8.bz2;200;0.00199795;687
BPPC_3_0_3.txt_0.3.bz2;220;6.91414e-05;9
BPPC_5_0_2.txt_0.8.bz2;1029;0.000120878;42
BPPC_7_0_8.txt_0.9.bz2;1030;0.000221014;51
BPPC_5_0_9.txt_0.6.bz2;1030;0.00204301;34
BPPC_6_0_2.txt_0.1.bz2;1040;0;0
BPPC_3_0_3.txt_0.5.bz2;210;0.00063014;86
BPPC_3_0_7.txt_0.1.bz2;220;0.00030303;13
BPPC_8_0_4.txt_0.7.bz2;1030;0.000550032;61
BPPC_4_0_2.txt_0.9.bz2;190;0.001791;727
BPPC_5_0_3.txt_0.2.bz2;1030;0.000339031;45
BPPC_2_0_6.txt_0.4.bz2;210;0.000283957;8
BPPC_7_0_6.txt_0.3.bz2;1040;0;0
BPPC_7_0_6.txt_0.6.bz2;1030;0.000482082;47
BPPC_2_0_9.txt_0.2.bz2;210;0.000147104;15
BPPC_1_0_9.txt_0.1.bz2;210;7.10487e-05;8
BPPC_5_0_7.txt_0.7.bz2;1030;0.000238895;50
BPPC_5_0_1.txt_0.7.bz2;1030;0.000501871;49
BPPC_6_0_9.txt_0.8.bz2;1030;0.000252962;43
BPPC_7_0_1.txt_0.9.bz2;1030;0.000388145;35
BPPC_7_0_5.txt_0.6.bz2;1030;0.000478029;40
BPPC_7_0_9.txt_0.6.bz2;1030;0.000788927;42
BPPC_3_0_1.txt_0.4.bz2;210;0.00089097;36
BPPC_1_0_9.txt_0.3.bz2;200;0.000344992;29
BPPC_8_0_3.txt_0.2.bz2;1040;0;0
BPPC_1_0_8.txt_0.5.bz2;200;0.000291109;42
BPPC_8_0_10.txt_0.1.bz2;1040;0;0
BPPC_6_0_6.txt_0.3.bz2;1030;0.000448942;53
BPPC_3_0_1.txt_0.1.bz2;220;0.000133991;12
BPPC_4_0_10.txt_0.4.bz2;220;0.000766039;8
BPPC_7_0_1.txt_0.8.bz2;1030;0.000435829;33
BPPC_5_0_10.txt_0.4.bz2;1030;0.000124931;37
BPPC_2_0_1.txt_0.6.bz2;200;0.000430107;124
BPPC_1_0_3.txt_0.5.bz2;200;0.000446081;48
BPPC_4_0_5.txt_0.1.bz2;220;0.000190973;15
BPPC_3_0_7.txt_0.3.bz2;0;0;0
BPPC_2_0_6.txt_0.1.bz2;210;0.000267982;23
BPPC_4_0_3.txt_0.9.bz2;190;0.0015111;626
BPPC_7_0_6.txt_0.1.bz2;1040;0;0
BPPC_6_0_1.txt_0.6.bz2;1030;0.000486135;27
BPPC_8_0_4.txt_0.5.bz2;1030;0.000684977;97
BPPC_7_0_2.txt_0.6.bz2;1040;0.00030899;39
BPPC_7_0_4.txt_0.4.bz2;1030;0.000431061;88
BPPC_1_0_3.txt_0.1.bz2;210;0.000124931;20
BPPC_1_0_5.txt_0.7.bz2;190;0.00016284;40
BPPC_6_0_5.txt_0.3.bz2;1030;0.000252962;51
BPPC_7_0_7.txt_0.4.bz2;1040;0;0
BPPC_1_0_8.txt_0.7.bz2;190;0.000110865;36
BPPC_7_0_5.txt_0.3.bz2;1040;0;0
BPPC_5_0_2.txt_0.9.bz2;1016;8.2016e-05;16
BPPC_3_0_2.txt_0.1.bz2;220;0.000103951;16
BPPC_4_0_4.txt_0.7.bz2;210;0.00122285;128
BPPC_1_0_8.txt_0.2.bz2;206;7.20024e-05;14
BPPC_7_0_3.txt_0.2.bz2;1040;0;0
BPPC_3_0_2.txt_0.4.bz2;220;0.000224829;27
BPPC_3_0_1.txt_0.9.bz2;190;0.000668049;141
BPPC_2_0_2.txt_0.3.bz2;210;0.00223398;11
BPPC_4_0_10.txt_0.5.bz2;220;0.00057292;28
BPPC_4_0_6.txt_0.1.bz2;220;0.000180006;16
BPPC_2_0_6.txt_0.5.bz2;210;0.000286102;73
BPPC_8_0_4.txt_0.2.bz2;1040;0.000411034;4
BPPC_2_0_5.txt_0.4.bz2;220;0.000222921;28
BPPC_2_0_3.txt_0.2.bz2;220;4.19617e-05;8
BPPC_7_0_7.txt_0.3.bz2;1040;0.000611067;95
BPPC_8_0_6.txt_0.2.bz2;1040;0;0
BPPC_3_0_7.txt_0.4.bz2;210;0.00121593;39
BPPC_2_0_7.txt_0.1.bz2;220;0.000145912;8
BPPC_7_0_6.txt_0.5.bz2;1030;0.00057292;56
BPPC_5_0_4.txt_0.5.bz2;1030;0.000252008;25
BPPC_2_0_3.txt_0.1.bz2;220;0.000165939;13
BPPC_7_0_4.txt_0.7.bz2;1030;0.00035882;69
BPPC_2_0_4.txt_0.1.bz2;210;0.00133705;38
BPPC_6_0_9.txt_0.4.bz2;1030;0.00022006;61
BPPC_8_0_10.txt_0.9.bz2;1030;0.000806808;80
BPPC_3_0_3.txt_0.7.bz2;210;0.00047493;31
BPPC_1_0_1.txt_0.4.bz2;200;0.000110865;12
BPPC_5_0_5.txt_0.8.bz2;1030;7.51019e-05;30
BPPC_2_0_1.txt_0.7.bz2;200;0.000268221;78
BPPC_6_0_7.txt_0.1.bz2;1030;0.000334024;83
BPPC_6_0_6.txt_0.2.bz2;1030;0.000468969;66
BPPC_1_0_10.txt_0.6.bz2;200;0.00101519;89
BPPC_6_0_2.txt_0.9.bz2;1028;0.000389099;63
BPPC_7_0_9.txt_0.1.bz2;1040;0;0
BPPC_3_0_9.txt_0.3.bz2;220;0.000165939;15
BPPC_2_0_4.txt_0.4.bz2;210;0.000219822;29
BPPC_2_0_5.txt_0.1.bz2;220;5.60284e-05;12
BPPC_6_0_2.txt_0.4.bz2;1030;0.000236034;54
BPPC_7_0_5.txt_0.7.bz2;1030;0.000261068;30
BPPC_7_0_3.txt_0.8.bz2;1030;0.000243902;43
BPPC_1_0_10.txt_0.2.bz2;220;8.01086e-05;7
BPPC_3_0_3.txt_0.8.bz2;200;0.000431061;194
BPPC_8_0_5.txt_0.1.bz2;1040;0;0
BPPC_1_0_9.txt_0.8.bz2;188;0.000147104;45
BPPC_7_0_4.txt_0.1.bz2;1040;0;0
BPPC_1_0_6.txt_0.6.bz2;200;0.000133991;25
BPPC_6_0_7.txt_0.7.bz2;1030;0.000161886;35
BPPC_6_0_8.txt_0.3.bz2;1030;0.000359058;71
BPPC_7_0_3.txt_0.7.bz2;1030;0.000409126;22
BPPC_8_0_6.txt_0.5.bz2;1040;0.000639915;82
BPPC_4_0_8.txt_0.7.bz2;210;0.00167918;238
BPPC_4_0_5.txt_0.6.bz2;210;0.00068593;220
BPPC_5_0_9.txt_0.2.bz2;1030;0.000170946;48
BPPC_1_0_10.txt_0.7.bz2;200;0.000144958;56
BPPC_6_0_8.txt_0.6.bz2;1030;0.000503063;76
BPPC_8_0_9.txt_0.1.bz2;1040;0;0
BPPC_3_0_4.txt_0.8.bz2;200;0.000701904;372
BPPC_6_0_5.txt_0.9.bz2;1030;0.000181913;17
BPPC_2_0_5.txt_0.7.bz2;199;0.000362873;202
BPPC_7_0_10.txt_0.2.bz2;1030;0.000569105;128
BPPC_2_0_5.txt_0.3.bz2;217;0.000871897;55
BPPC_3_0_4.txt_0.3.bz2;220;0.00061202;64
BPPC_1_0_5.txt_0.4.bz2;210;7.08103e-05;26
BPPC_7_0_8.txt_0.3.bz2;1040;0;0
BPPC_5_0_9.txt_0.5.bz2;1030;0.000125885;41
BPPC_7_0_5.txt_0.1.bz2;1040;0;0
BPPC_6_0_3.txt_0.5.bz2;1030;0.000182152;36
BPPC_6_0_3.txt_0.1.bz2;1040;0.000365973;87
BPPC_2_0_2.txt_0.8.bz2;190;0.000289917;139
BPPC_2_0_8.txt_0.6.bz2;209;0.000223875;51
BPPC_8_0_7.txt_0.6.bz2;1030;0.000667095;79
BPPC_7_0_7.txt_0.9.bz2;1030;0.000217915;48
BPPC_2_0_7.txt_0.6.bz2;200;0.000288963;84
BPPC_7_0_8.txt_0.1.bz2;1040;0;0
