instance;weight;time;steps
BPPC_3_0_7.txt_0.7.bz2;537;0.0141191;7405
BPPC_8_0_4.txt_0.3.bz2;3110;0.000495911;32
BPPC_1_0_10.txt_0.4.bz2;555;0.00202394;3421
BPPC_3_0_1.txt_0.8.bz2;510;0.00841308;981
BPPC_7_0_7.txt_0.5.bz2;3100;0.0204291;27786
BPPC_2_0_2.txt_0.1.bz2;620;0.0017271;781
BPPC_7_0_6.txt_0.9.bz2;1703;0.000461102;51
BPPC_2_0_6.txt_0.7.bz2;515;0.00188017;1295
BPPC_4_0_2.txt_0.2.bz2;640;2.40328;449287
BPPC_4_0_7.txt_0.1.bz2;660;0.124192;18137
BPPC_2_0_4.txt_0.2.bz2;610;0.0102091;3350
BPPC_8_0_3.txt_0.4.bz2;3110;0.00130081;1519
BPPC_5_0_5.txt_0.9.bz2;1298;0.000193834;11
BPPC_6_0_10.txt_0.6.bz2;3072;0.000476122;177
BPPC_7_0_1.txt_0.4.bz2;3110;0.000731945;481
BPPC_1_0_7.txt_0.5.bz2;538;0.00103688;2009
BPPC_8_0_8.txt_0.8.bz2;2716;0.00504184;867
BPPC_1_0_4.txt_0.8.bz2;496;0.000175953;60
BPPC_5_0_4.txt_0.4.bz2;3072;0.000295877;475
BPPC_7_0_5.txt_0.8.bz2;2326;0.00144601;164
BPPC_1_0_4.txt_0.4.bz2;550;0.00158;2154
BPPC_6_0_3.txt_0.2.bz2;3110;0.000165939;33
BPPC_2_0_4.txt_0.3.bz2;590;0.010226;5583
BPPC_8_0_7.txt_0.2.bz2;3110;0.00315094;63
BPPC_5_0_4.txt_0.9.bz2;1215;7.60555e-05;12
BPPC_4_0_3.txt_0.2.bz2;640;0.304404;46094
BPPC_1_0_2.txt_0.2.bz2;580;0.000972986;703
BPPC_3_0_4.txt_0.9.bz2;453;0.00102496;211
BPPC_7_0_4.txt_0.6.bz2;3078;0.00845218;5073
BPPC_7_0_6.txt_0.7.bz2;3047;0.00224996;448
BPPC_8_0_7.txt_0.4.bz2;3110;0.000538826;219
BPPC_2_0_8.txt_0.9.bz2;411;0.000288963;34
BPPC_5_0_4.txt_0.2.bz2;3110;0.00191498;3022
BPPC_1_0_8.txt_0.8.bz2;431;0.00120091;67
BPPC_2_0_3.txt_0.3.bz2;590;0.0119421;10094
BPPC_1_0_7.txt_0.1.bz2;590;0.00163102;1575
BPPC_3_0_3.txt_0.9.bz2;433;0.00149918;182
BPPC_4_0_1.txt_0.3.bz2;620;4.13798;1196577
BPPC_6_0_9.txt_0.9.bz2;1569;0.000149012;19
BPPC_8_0_6.txt_0.4.bz2;3110;0.000776052;144
BPPC_7_0_5.txt_0.4.bz2;3110;0.00546694;9283
BPPC_1_0_3.txt_0.9.bz2;337;0.000319958;33
BPPC_5_0_3.txt_0.4.bz2;3088;0.000424862;428
BPPC_7_0_1.txt_0.7.bz2;3038;0.00176501;511
BPPC_5_0_7.txt_0.9.bz2;1249;0.000216961;13
BPPC_1_0_5.txt_0.8.bz2;418;0.00129795;60
BPPC_1_0_6.txt_0.2.bz2;590;0.00177097;1633
BPPC_7_0_10.txt_0.6.bz2;3080;0.00857306;5074
BPPC_5_0_1.txt_0.9.bz2;1267;0.000525951;10
BPPC_5_0_7.txt_0.8.bz2;1550;0.000390053;13
BPPC_6_0_9.txt_0.6.bz2;3034;0.000769138;191
BPPC_5_0_10.txt_0.6.bz2;2221;0.000128031;76
BPPC_3_0_2.txt_0.5.bz2;564;0.117368;94238
BPPC_1_0_5.txt_0.3.bz2;560;0.00297904;3760
BPPC_3_0_2.txt_0.9.bz2;437;0.000849962;225
BPPC_2_0_3.txt_0.7.bz2;520;0.00144291;1010
BPPC_6_0_1.txt_0.5.bz2;3084;0.00115204;1501
BPPC_7_0_2.txt_0.2.bz2;3110;0.000565052;56
BPPC_5_0_1.txt_0.2.bz2;3110;0.00342202;2032
BPPC_6_0_1.txt_0.2.bz2;3110;0.00115895;54
BPPC_6_0_5.txt_0.6.bz2;3002;0.000380039;262
BPPC_4_0_6.txt_0.7.bz2;540;0.296222;178838
BPPC_1_0_1.txt_0.1.bz2;600;0.00207186;58
BPPC_3_0_7.txt_0.5.bz2;560;0.0776889;68468
BPPC_7_0_5.txt_0.5.bz2;3110;0.0253329;28369
BPPC_7_0_9.txt_0.2.bz2;3110;0.000282049;46
BPPC_2_0_1.txt_0.4.bz2;570;0.0211022;27572
BPPC_8_0_3.txt_0.5.bz2;3110;0.0393419;35130
BPPC_8_0_2.txt_0.5.bz2;3110;0.03302;38096
BPPC_6_0_2.txt_0.5.bz2;3090;0.00159502;1290
BPPC_1_0_6.txt_0.7.bz2;500;0.000241995;121
BPPC_8_0_7.txt_0.7.bz2;3076;0.0225661;8629
BPPC_6_0_4.txt_0.7.bz2;2318;0.00105214;113
BPPC_4_0_4.txt_0.8.bz2;520;0.054121;19293
BPPC_5_0_2.txt_0.6.bz2;2432;0.000257015;78
BPPC_2_0_9.txt_0.5.bz2;547;0.00689697;7543
BPPC_5_0_3.txt_0.6.bz2;2428;0.00018096;55
BPPC_3_0_6.txt_0.8.bz2;516;0.00486994;1192
BPPC_3_0_7.txt_0.8.bz2;515;0.00501609;932
BPPC_3_0_5.txt_0.3.bz2;600;0.202078;109662
BPPC_8_0_1.txt_0.4.bz2;3110;0.00149918;76
BPPC_5_0_8.txt_0.1.bz2;3110;0.000433922;40
BPPC_8_0_10.txt_0.8.bz2;2567;0.00582504;713
BPPC_8_0_5.txt_0.4.bz2;3110;0.000692129;468
BPPC_2_0_1.txt_0.2.bz2;600;0.010884;6172
BPPC_3_0_1.txt_0.2.bz2;630;0.080426;33907
BPPC_8_0_5.txt_0.6.bz2;3098;0.152467;124145
BPPC_4_0_1.txt_0.8.bz2;520;0.0474038;19567
BPPC_1_0_4.txt_0.3.bz2;570;0.00261617;2578
BPPC_6_0_7.txt_0.8.bz2;1914;0.000340939;73
BPPC_2_0_8.txt_0.3.bz2;589;0.0234239;19401
BPPC_8_0_9.txt_0.3.bz2;3110;0.000500917;34
BPPC_5_0_7.txt_0.5.bz2;2839;0.000172138;84
BPPC_6_0_10.txt_0.7.bz2;2341;0.00060606;100
BPPC_1_0_2.txt_0.8.bz2;448;0.000627041;52
BPPC_5_0_5.txt_0.6.bz2;2649;0.000380039;68
BPPC_5_0_3.txt_0.1.bz2;3110;0.000194073;23
BPPC_3_0_7.txt_0.9.bz2;462;0.00102186;190
BPPC_1_0_1.txt_0.8.bz2;423;0.00030303;31
BPPC_2_0_10.txt_0.4.bz2;570;0.025435;25638
BPPC_7_0_2.txt_0.8.bz2;2286;0.00333714;188
BPPC_8_0_6.txt_0.9.bz2;2153;0.000889063;235
BPPC_1_0_9.txt_0.9.bz2;340;0.000146151;33
BPPC_4_0_1.txt_0.2.bz2;640;1.69167;351155
BPPC_8_0_2.txt_0.9.bz2;2031;0.00099206;208
BPPC_1_0_4.txt_0.1.bz2;600;0.000577927;366
BPPC_6_0_4.txt_0.4.bz2;3107;0.00135612;2346
BPPC_2_0_2.txt_0.7.bz2;520;0.004462;921
BPPC_1_0_2.txt_0.3.bz2;560;0.00221086;3432
BPPC_8_0_8.txt_0.5.bz2;3110;0.0806479;99655
BPPC_7_0_3.txt_0.3.bz2;3110;0.000367165;13
BPPC_7_0_5.txt_0.9.bz2;1805;0.000272036;48
BPPC_4_0_9.txt_0.6.bz2;558;1.38489;795298
BPPC_3_0_9.txt_0.6.bz2;540;0.112352;118394
BPPC_6_0_9.txt_0.2.bz2;3110;0.000540018;43
BPPC_1_0_3.txt_0.3.bz2;570;0.00275898;2580
BPPC_5_0_5.txt_0.2.bz2;3110;0.000241995;60
BPPC_2_0_2.txt_0.5.bz2;550;0.0137041;17420
BPPC_5_0_6.txt_0.2.bz2;3110;0.000669956;1666
BPPC_8_0_5.txt_0.8.bz2;2602;0.00592494;769
BPPC_7_0_6.txt_0.2.bz2;3110;0.00322199;42
BPPC_4_0_6.txt_0.9.bz2;494;0.00962281;754
BPPC_1_0_9.txt_0.6.bz2;522;0.00134611;453
BPPC_7_0_6.txt_0.8.bz2;2395;0.000528812;207
BPPC_5_0_8.txt_0.4.bz2;3087;0.000354052;424
BPPC_8_0_10.txt_0.2.bz2;3110;0.000731945;63
BPPC_6_0_9.txt_0.5.bz2;3090;0.000970125;1095
BPPC_3_0_6.txt_0.4.bz2;580;0.216957;171168
BPPC_1_0_10.txt_0.1.bz2;610;0.00359702;1410
BPPC_4_0_5.txt_0.3.bz2;620;2.40661;627134
BPPC_5_0_6.txt_0.3.bz2;3100;0.000859976;1819
BPPC_4_0_3.txt_0.1.bz2;650;0.0406871;9405
BPPC_5_0_5.txt_0.5.bz2;2815;0.000253201;107
BPPC_8_0_4.txt_0.9.bz2;1917;0.00102901;251
BPPC_3_0_8.txt_0.2.bz2;630;0.12033;45731
BPPC_2_0_5.txt_0.6.bz2;537;0.00536394;4929
BPPC_2_0_8.txt_0.7.bz2;520;0.00124717;984
BPPC_2_0_7.txt_0.2.bz2;610;0.00578094;2790
BPPC_3_0_8.txt_0.6.bz2;540;0.0918159;98871
BPPC_1_0_2.txt_0.5.bz2;534;0.00132203;2121
BPPC_1_0_5.txt_0.5.bz2;530;0.00126004;2084
BPPC_4_0_1.txt_0.7.bz2;537;0.376854;229229
BPPC_3_0_4.txt_0.1.bz2;650;0.0134861;3414
BPPC_4_0_5.txt_0.2.bz2;640;0.716952;119484
BPPC_1_0_6.txt_0.9.bz2;308;0.000295877;28
BPPC_1_0_4.txt_0.2.bz2;590;0.00103712;1218
BPPC_4_0_8.txt_0.9.bz2;482;0.00523877;773
BPPC_4_0_7.txt_0.7.bz2;540;0.299462;180162
BPPC_4_0_3.txt_0.6.bz2;550;1.58644;1170684
BPPC_8_0_1.txt_0.6.bz2;3094;0.207092;166852
BPPC_5_0_9.txt_0.7.bz2;2157;0.00300598;31
BPPC_3_0_9.txt_0.1.bz2;640;0.0210121;6353
BPPC_8_0_5.txt_0.2.bz2;3110;0.000762939;65
BPPC_7_0_2.txt_0.4.bz2;3110;0.00166702;2527
BPPC_1_0_5.txt_0.2.bz2;580;0.000787973;730
BPPC_6_0_8.txt_0.4.bz2;3100;0.00411391;7067
BPPC_3_0_8.txt_0.8.bz2;519;0.00542712;787
BPPC_8_0_2.txt_0.1.bz2;3110;0.00124884;124
BPPC_7_0_2.txt_0.5.bz2;3100;0.0270751;39509
BPPC_6_0_4.txt_0.6.bz2;2804;0.000515938;198
BPPC_2_0_1.txt_0.1.bz2;620;0.00440216;938
BPPC_5_0_5.txt_0.3.bz2;3100;0.000679016;1269
BPPC_3_0_4.txt_0.5.bz2;560;0.191035;184056
BPPC_2_0_7.txt_0.3.bz2;580;0.0311038;28443
BPPC_3_0_9.txt_0.7.bz2;530;0.02333;14111
BPPC_8_0_4.txt_0.6.bz2;3100;0.164304;140917
BPPC_4_0_4.txt_0.5.bz2;578;1.59421;709405
BPPC_1_0_6.txt_0.5.bz2;530;0.00211906;2327
BPPC_4_0_9.txt_0.5.bz2;579;3.37839;1402435
BPPC_3_0_2.txt_0.3.bz2;610;0.0871618;44938
BPPC_1_0_3.txt_0.8.bz2;412;0.000578165;75
BPPC_4_0_1.txt_0.9.bz2;494;0.00889611;802
BPPC_8_0_6.txt_0.7.bz2;3080;0.022001;8481
BPPC_3_0_5.txt_0.8.bz2;509;0.00642896;1146
BPPC_5_0_3.txt_0.5.bz2;2995;0.00033617;63
BPPC_6_0_5.txt_0.7.bz2;2640;0.000215054;80
BPPC_8_0_7.txt_0.8.bz2;2545;0.00486708;716
BPPC_1_0_5.txt_0.6.bz2;520;0.000926018;539
BPPC_8_0_10.txt_0.7.bz2;3069;0.0233369;9119
BPPC_8_0_5.txt_0.3.bz2;3110;0.000574827;77
BPPC_3_0_3.txt_0.1.bz2;640;0.035764;12370
BPPC_2_0_2.txt_0.2.bz2;609;0.010534;6484
BPPC_1_0_10.txt_0.9.bz2;370;0.00013113;22
BPPC_4_0_2.txt_0.7.bz2;540;0.249811;159019
BPPC_3_0_6.txt_0.2.bz2;620;0.23139;88371
BPPC_7_0_7.txt_0.1.bz2;3110;0.000613928;86
BPPC_2_0_4.txt_0.8.bz2;495;0.000546932;210
BPPC_8_0_7.txt_0.9.bz2;2070;0.000912189;233
BPPC_2_0_9.txt_0.4.bz2;560;0.00934315;10999
BPPC_6_0_8.txt_0.8.bz2;2055;0.000346899;65
BPPC_5_0_10.txt_0.1.bz2;3110;0.000154018;28
BPPC_3_0_8.txt_0.1.bz2;640;0.0674679;20653
BPPC_4_0_7.txt_0.6.bz2;560;1.2341;748523
BPPC_5_0_1.txt_0.5.bz2;2828;0.000596046;85
BPPC_2_0_4.txt_0.9.bz2;424;0.00169706;60
BPPC_7_0_7.txt_0.2.bz2;3110;0.000761986;43
BPPC_5_0_1.txt_0.1.bz2;3110;0.000264883;52
BPPC_3_0_10.txt_0.8.bz2;510;0.00540805;1010
BPPC_6_0_5.txt_0.1.bz2;3110;0.000183105;30
BPPC_3_0_5.txt_0.5.bz2;560;0.143949;137978
BPPC_7_0_9.txt_0.7.bz2;3007;0.00179696;676
BPPC_1_0_3.txt_0.7.bz2;501;0.000988007;131
BPPC_8_0_6.txt_0.6.bz2;3100;0.107955;89007
BPPC_7_0_10.txt_0.4.bz2;3110;0.010834;18464
BPPC_1_0_6.txt_0.4.bz2;550;0.00419497;3399
BPPC_3_0_5.txt_0.1.bz2;640;0.014581;3386
BPPC_3_0_1.txt_0.6.bz2;547;0.0840001;73217
BPPC_6_0_4.txt_0.2.bz2;3110;0.000307083;69
BPPC_8_0_3.txt_0.8.bz2;2495;0.00511289;863
BPPC_4_0_10.txt_0.6.bz2;558;2.12342;1476945
BPPC_4_0_7.txt_0.3.bz2;626;9.20518;2326148
BPPC_8_0_10.txt_0.5.bz2;3110;0.184615;206999
BPPC_2_0_10.txt_0.6.bz2;537;0.0072329;5110
BPPC_5_0_10.txt_0.8.bz2;1507;0.000472069;14
BPPC_6_0_3.txt_0.3.bz2;3110;0.000343084;645
BPPC_6_0_7.txt_0.4.bz2;3100;0.00333691;4925
BPPC_3_0_3.txt_0.4.bz2;580;0.188922;135319
BPPC_6_0_6.txt_0.5.bz2;3089;0.00213408;1508
BPPC_5_0_4.txt_0.8.bz2;1672;0.000137806;18
BPPC_1_0_9.txt_0.2.bz2;580;0.000645876;554
BPPC_2_0_10.txt_0.2.bz2;610;0.00892496;4980
BPPC_2_0_9.txt_0.3.bz2;579;0.015142;14003
BPPC_7_0_8.txt_0.6.bz2;3090;0.00686598;4129
BPPC_4_0_4.txt_0.1.bz2;650;0.0784042;8031
BPPC_6_0_1.txt_0.4.bz2;3100;0.00275588;5219
BPPC_8_0_2.txt_0.3.bz2;3110;0.000550985;26
BPPC_2_0_10.txt_0.1.bz2;630;0.00207496;789
BPPC_3_0_8.txt_0.3.bz2;610;0.212717;105960
BPPC_8_0_8.txt_0.2.bz2;3110;0.00115108;70
BPPC_1_0_7.txt_0.7.bz2;500;0.000257015;121
BPPC_8_0_1.txt_0.8.bz2;2664;0.00569797;650
BPPC_8_0_4.txt_0.4.bz2;3110;0.000516176;138
BPPC_1_0_6.txt_0.3.bz2;570;0.00229716;3461
BPPC_8_0_8.txt_0.6.bz2;3099;0.127747;102630
BPPC_8_0_1.txt_0.7.bz2;3066;0.0228059;9074
BPPC_7_0_4.txt_0.9.bz2;1899;0.000332117;51
BPPC_8_0_8.txt_0.7.bz2;3079;0.0223501;8461
BPPC_8_0_5.txt_0.5.bz2;3110;0.0933409;123682
BPPC_2_0_3.txt_0.6.bz2;533;0.00595284;6389
BPPC_5_0_9.txt_0.4.bz2;3089;0.000355959;468
BPPC_6_0_6.txt_0.4.bz2;3100;0.00409293;7599
BPPC_3_0_7.txt_0.6.bz2;545;0.0539579;45120
BPPC_6_0_4.txt_0.5.bz2;3082;0.0016129;1505
BPPC_5_0_8.txt_0.7.bz2;1968;0.000207901;26
BPPC_5_0_2.txt_0.1.bz2;3110;0.000226021;28
BPPC_1_0_9.txt_0.5.bz2;539;0.000741005;820
BPPC_2_0_9.txt_0.7.bz2;519;0.00155997;1261
BPPC_5_0_6.txt_0.1.bz2;3110;0.000241995;32
BPPC_5_0_9.txt_0.1.bz2;3110;0.00041914;39
BPPC_4_0_8.txt_0.1.bz2;660;0.00800014;1914
BPPC_8_0_4.txt_0.8.bz2;2538;0.0064919;725
BPPC_6_0_7.txt_0.2.bz2;3110;0.000256062;32
BPPC_3_0_9.txt_0.8.bz2;510;0.00592995;971
BPPC_4_0_10.txt_0.1.bz2;660;0.00388002;604
BPPC_4_0_10.txt_0.3.bz2;620;5.36312;1463044
BPPC_7_0_3.txt_0.4.bz2;3110;0.00474906;6656
BPPC_3_0_4.txt_0.6.bz2;542;0.0868599;86419
BPPC_2_0_9.txt_0.1.bz2;610;0.000624895;150
BPPC_3_0_8.txt_0.4.bz2;580;0.242274;162769
BPPC_5_0_4.txt_0.1.bz2;3110;0.000252008;36
BPPC_7_0_1.txt_0.1.bz2;3110;0.00218105;80
BPPC_4_0_6.txt_0.5.bz2;577;4.11515;2090207
BPPC_8_0_8.txt_0.1.bz2;3110;0.00208998;156
BPPC_6_0_4.txt_0.9.bz2;1540;0.000262976;17
BPPC_4_0_8.txt_0.8.bz2;520;0.0511298;19159
BPPC_4_0_1.txt_0.4.bz2;600;3.05252;1097915
BPPC_2_0_8.txt_0.4.bz2;560;0.023596;26145
BPPC_5_0_8.txt_0.3.bz2;3099;0.000883102;1671
BPPC_5_0_2.txt_0.2.bz2;3109;0.00084281;811
BPPC_7_0_9.txt_0.4.bz2;3110;0.00679207;9058
BPPC_3_0_9.txt_0.9.bz2;445;0.00114989;233
BPPC_5_0_6.txt_0.6.bz2;2336;0.000259876;60
BPPC_6_0_10.txt_0.2.bz2;3110;0.000378132;24
BPPC_6_0_1.txt_0.9.bz2;1488;0.000118971;21
BPPC_8_0_8.txt_0.3.bz2;3110;0.000682116;58
BPPC_5_0_8.txt_0.6.bz2;2620;8.2016e-05;24
BPPC_6_0_1.txt_0.7.bz2;2469;0.00041604;116
BPPC_2_0_2.txt_0.9.bz2;398;0.000313997;53
BPPC_4_0_8.txt_0.3.bz2;620;2.67051;687740
BPPC_5_0_10.txt_0.3.bz2;3099;0.000782013;1831
BPPC_6_0_6.txt_0.6.bz2;2863;0.000388861;234
BPPC_2_0_5.txt_0.9.bz2;388;0.000709057;65
BPPC_6_0_8.txt_0.7.bz2;2491;0.000262022;118
BPPC_4_0_2.txt_0.1.bz2;660;0.00292397;297
BPPC_6_0_2.txt_0.7.bz2;2202;0.000261784;138
BPPC_4_0_10.txt_0.8.bz2;520;0.0500691;19442
BPPC_1_0_8.txt_0.4.bz2;550;0.00132799;1744
BPPC_6_0_5.txt_0.8.bz2;2013;0.000178099;42
BPPC_3_0_6.txt_0.9.bz2;481;0.00193596;214
BPPC_8_0_3.txt_0.3.bz2;3110;0.000854969;51
BPPC_7_0_7.txt_0.7.bz2;2862;0.00253987;609
BPPC_6_0_7.txt_0.5.bz2;3085;0.00118518;1460
BPPC_7_0_1.txt_0.5.bz2;3100;0.0256011;34444
BPPC_3_0_6.txt_0.3.bz2;600;0.18368;95193
BPPC_1_0_8.txt_0.6.bz2;516;0.000504971;531
BPPC_3_0_7.txt_0.2.bz2;620;0.0299649;13097
BPPC_3_0_2.txt_0.2.bz2;629;0.0498741;13917
BPPC_2_0_3.txt_0.4.bz2;560;0.033334;39372
BPPC_5_0_3.txt_0.3.bz2;3100;0.000897884;3035
BPPC_3_0_4.txt_0.2.bz2;620;0.260417;97596
BPPC_8_0_7.txt_0.5.bz2;3110;0.032011;38863
BPPC_8_0_1.txt_0.9.bz2;2064;0.000890017;186
BPPC_6_0_6.txt_0.7.bz2;2267;0.000422001;101
BPPC_4_0_4.txt_0.3.bz2;620;3.09255;986372
BPPC_2_0_4.txt_0.6.bz2;539;0.00646782;6208
BPPC_7_0_1.txt_0.2.bz2;3110;0.000421047;56
BPPC_6_0_2.txt_0.2.bz2;3110;0.000280857;22
BPPC_1_0_2.txt_0.1.bz2;600;0.000276089;101
BPPC_3_0_10.txt_0.3.bz2;600;0.276302;151145
BPPC_1_0_6.txt_0.1.bz2;600;0.000819921;520
BPPC_8_0_9.txt_0.2.bz2;3110;0.000782967;54
BPPC_4_0_1.txt_0.1.bz2;660;0.000892162;69
BPPC_7_0_2.txt_0.7.bz2;2994;0.00219703;373
BPPC_8_0_2.txt_0.7.bz2;3067;0.0226531;8841
BPPC_4_0_9.txt_0.9.bz2;490;0.00753021;728
BPPC_5_0_8.txt_0.5.bz2;2737;0.000154972;109
BPPC_4_0_8.txt_0.4.bz2;600;3.7315;1504800
BPPC_6_0_7.txt_0.3.bz2;3110;0.00217295;2710
BPPC_6_0_9.txt_0.3.bz2;3110;0.000785828;1430
BPPC_2_0_8.txt_0.8.bz2;510;0.000530958;203
BPPC_7_0_9.txt_0.5.bz2;3100;0.027024;28117
BPPC_5_0_6.txt_0.4.bz2;3086;0.000257015;345
BPPC_7_0_9.txt_0.9.bz2;1740;0.00067091;60
BPPC_6_0_9.txt_0.7.bz2;2334;0.000228882;85
BPPC_3_0_6.txt_0.7.bz2;530;0.0198259;12544
BPPC_2_0_1.txt_0.8.bz2;479;0.000749111;193
BPPC_6_0_10.txt_0.5.bz2;3088;0.00153112;1449
BPPC_7_0_10.txt_0.5.bz2;3100;0.0227141;28533
BPPC_8_0_9.txt_0.9.bz2;2060;0.00307822;189
BPPC_4_0_4.txt_0.2.bz2;640;0.187313;24573
BPPC_8_0_6.txt_0.1.bz2;3110;0.00263786;180
BPPC_2_0_7.txt_0.4.bz2;570;0.0109131;11383
BPPC_4_0_10.txt_0.2.bz2;650;0.409633;117062
BPPC_3_0_6.txt_0.5.bz2;566;0.0925789;66373
BPPC_2_0_5.txt_0.8.bz2;480;0.000705957;251
BPPC_7_0_10.txt_0.3.bz2;3110;0.000252962;78
BPPC_5_0_1.txt_0.6.bz2;2257;0.000507832;58
BPPC_2_0_3.txt_0.5.bz2;550;0.011677;15636
BPPC_1_0_10.txt_0.8.bz2;430;0.000182152;77
BPPC_5_0_3.txt_0.7.bz2;1971;0.000512123;55
BPPC_4_0_9.txt_0.7.bz2;540;0.335206;209833
BPPC_1_0_4.txt_0.9.bz2;334;0.000155926;26
BPPC_6_0_10.txt_0.8.bz2;2136;0.000487089;62
BPPC_4_0_9.txt_0.8.bz2;519;0.0503561;20296
BPPC_6_0_3.txt_0.7.bz2;2444;0.000844955;76
BPPC_3_0_9.txt_0.2.bz2;630;0.0617831;28394
BPPC_7_0_7.txt_0.8.bz2;2267;0.000680208;219
BPPC_2_0_8.txt_0.5.bz2;550;0.0107021;11486
BPPC_4_0_6.txt_0.8.bz2;520;0.0483019;18599
BPPC_3_0_1.txt_0.7.bz2;530;0.022752;13939
BPPC_7_0_10.txt_0.8.bz2;2328;0.000636101;191
BPPC_5_0_2.txt_0.5.bz2;2883;0.00031805;107
BPPC_7_0_3.txt_0.1.bz2;3110;0.000540018;70
BPPC_3_0_3.txt_0.2.bz2;620;0.261426;109471
BPPC_5_0_10.txt_0.2.bz2;3108;0.00048399;788
BPPC_4_0_8.txt_0.5.bz2;570;4.39238;2540409
BPPC_7_0_6.txt_0.4.bz2;3110;0.00221395;4176
BPPC_2_0_10.txt_0.5.bz2;550;0.0162401;19984
BPPC_1_0_7.txt_0.4.bz2;550;0.00234795;2476
BPPC_3_0_1.txt_0.3.bz2;609;0.171641;79517
BPPC_3_0_8.txt_0.7.bz2;530;0.0177281;11420
BPPC_7_0_4.txt_0.2.bz2;3110;0.000459909;98
BPPC_6_0_10.txt_0.1.bz2;3110;0.00235915;97
BPPC_4_0_3.txt_0.3.bz2;620;1.32748;366596
BPPC_3_0_9.txt_0.4.bz2;580;0.522904;411227
