instance;weight;size;nodes;n_cut_weight;avg_cc;avg_min_k;avg_ratio;time
BPPC_8_0_5.txt_0.8.bz2;2602;6;8313;0;5.42653;3.29206;0.60258;44
BPPC_5_0_3.txt_0.2.bz2;6042;17;435;0;12.708;10.1667;0.776771;1
BPPC_4_0_7.txt_0.8.bz2;635;7;72912;0;5.75884;3.64091;0.621407;241
BPPC_5_0_2.txt_0.5.bz2;2883;8;218;0;6.37295;4.05263;0.625667;0
BPPC_4_0_3.txt_0.4.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_4_0_5.txt_0.2.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_1_0_1.txt_0.7.bz2;563;6;407;0;5.34098;3.09583;0.567304;1
BPPC_6_0_4.txt_0.9.bz2;1540;4;69;0;4.0339;1.82265;0.453617;1
BPPC_3_0_5.txt_0.8.bz2;579;6;7974;0;5.4012;3.26579;0.599679;41
BPPC_3_0_3.txt_0.7.bz2;758;8;29128;0;6.92537;4.75895;0.68059;72
BPPC_1_0_10.txt_0.5.bz2;729;8;2805;0;7.41696;5.17664;0.694412;3
BPPC_3_0_2.txt_0.4.bz2;1404;15;32085013;0;12.6197;10.3113;0.819621;67692
BPPC_5_0_5.txt_0.3.bz2;4477;12;437;0;8.91911;6.52534;0.711506;0
BPPC_1_0_3.txt_0.9.bz2;337;4;80;0;4.04678;1.77392;0.436125;1
BPPC_7_0_10.txt_0.5.bz2;4236;10;60798;0;8.70186;6.44897;0.741123;76
BPPC_3_0_3.txt_0.3.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_2_0_1.txt_0.8.bz2;479;5;1265;0;4.83586;2.67697;0.544167;9
BPPC_1_0_6.txt_0.1.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_7_0_9.txt_0.6.bz2;3600;9;12099;0;7.27603;5.0607;0.691735;20
BPPC_3_0_8.txt_0.8.bz2;579;6;8144;0;5.41137;3.27671;0.600286;45
BPPC_3_0_3.txt_0.8.bz2;567;6;8500;0;5.34556;3.21555;0.595304;47
BPPC_7_0_1.txt_0.4.bz2;5485;14;393074;0;10.7965;8.5055;0.789343;540
BPPC_6_0_6.txt_0.4.bz2;4331;10;6757;0;9.15965;6.89186;0.749425;10
BPPC_6_0_5.txt_0.1.bz2;10327;33;236353013;3250572;11.1705;9.06612;0.737432;113816
BPPC_4_0_10.txt_0.8.bz2;665;7;62485;0;5.95944;3.84559;0.635879;229
BPPC_8_0_5.txt_0.4.bz2;6348;16;37355751;0;12.3689;10.0623;0.816077;75463
BPPC_4_0_1.txt_0.5.bz2;1278;14;154996822;0;10.9493;8.68109;0.794755;364806
BPPC_3_0_8.txt_0.2.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_4_0_10.txt_0.7.bz2;830;9;683857;0;7.04244;4.85615;0.687968;1153
BPPC_7_0_2.txt_0.1.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_6_0_6.txt_0.8.bz2;2105;5;170;0;4.70974;2.47287;0.513184;1
BPPC_7_0_9.txt_0.8.bz2;2280;6;1155;0;4.85285;2.69601;0.543788;7
BPPC_3_0_4.txt_0.1.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_5_0_6.txt_0.9.bz2;1317;3;34;0;3.82979;1.34935;0.363904;0
BPPC_8_0_8.txt_0.5.bz2;5141;13;2003884;0;10.0026;7.73729;0.775151;3689
BPPC_4_0_3.txt_0.2.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_6_0_1.txt_0.1.bz2;10310;31;96687919;581032;11.6268;9.51862;0.747857;52659
BPPC_6_0_1.txt_0.5.bz2;3837;9;1683;0;7.98288;5.72122;0.712658;5
BPPC_8_0_8.txt_0.4.bz2;6519;17;31533851;0;12.7135;10.4067;0.821198;67036
BPPC_5_0_8.txt_0.8.bz2;1454;4;51;0;4.06407;1.86205;0.450596;0
BPPC_3_0_5.txt_0.7.bz2;720;8;40019;0;6.52998;4.35623;0.660893;79
BPPC_5_0_8.txt_0.1.bz2;8225;23;1567;0;16.8344;14.4935;0.836584;1
BPPC_3_0_1.txt_0.3.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_3_0_7.txt_0.5.bz2;1139;12;2291627;0;9.80883;7.54287;0.770411;4028
BPPC_2_0_9.txt_0.7.bz2;608;7;3945;0;5.95478;3.7842;0.629649;14
BPPC_2_0_4.txt_0.2.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_1_0_9.txt_0.3.bz2;1212;14;17858;0;12.0168;9.71329;0.808822;21
BPPC_7_0_10.txt_0.2.bz2;9695;25;109043061;0;20.0018;17.6428;0.884035;240126
BPPC_8_0_9.txt_0.8.bz2;2667;7;8531;0;5.38015;3.24929;0.598867;45
BPPC_2_0_6.txt_0.5.bz2;991;11;49309;0;8.9365;6.68223;0.747442;67
BPPC_5_0_1.txt_0.4.bz2;3675;9;332;0;7.4162;5.04223;0.663662;0
BPPC_6_0_6.txt_0.3.bz2;5563;14;21152;0;12.0847;9.78015;0.809331;24
BPPC_6_0_4.txt_0.2.bz2;7520;20;110938;0;16.1102;13.796;0.857401;155
BPPC_3_0_4.txt_0.5.bz2;1121;12;2401308;0;9.69364;7.42894;0.767638;4094
BPPC_2_0_10.txt_0.6.bz2;763;9;12729;0;7.12747;4.91205;0.684714;17
BPPC_5_0_9.txt_0.4.bz2;3867;10;292;0;8.09941;5.7;0.687091;0
BPPC_3_0_3.txt_0.1.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_4_0_6.txt_0.6.bz2;1069;12;6128594;0;9.05774;6.83541;0.753839;12652
BPPC_7_0_10.txt_0.9.bz2;1783;4;244;0;4.44603;2.3477;0.514027;19
BPPC_8_0_7.txt_0.9.bz2;2070;5;1125;0;4.4505;2.35077;0.505722;42
BPPC_1_0_4.txt_0.9.bz2;334;4;85;0;3.90017;1.72188;0.439392;2
BPPC_5_0_1.txt_0.9.bz2;1267;3;32;0;3.57576;1.36639;0.380624;0
BPPC_3_0_2.txt_0.1.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_2_0_7.txt_0.1.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_2_0_3.txt_0.2.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_5_0_8.txt_0.3.bz2;4294;12;454;0;9.40379;6.991;0.730805;0
BPPC_6_0_10.txt_0.8.bz2;2136;5;147;0;4.89705;2.71954;0.544144;1
BPPC_7_0_10.txt_0.7.bz2;2851;7;3510;0;6.0723;3.88802;0.636691;10
BPPC_5_0_8.txt_0.7.bz2;1968;5;92;0;4.72741;2.44981;0.50575;0
BPPC_5_0_6.txt_0.3.bz2;4088;11;627;0;9.55908;7.23178;0.74951;0
BPPC_1_0_1.txt_0.5.bz2;744;8;2193;0;7.66871;5.41378;0.701329;2
BPPC_7_0_1.txt_0.8.bz2;2295;6;1081;0;4.97941;2.8221;0.554955;9
BPPC_2_0_7.txt_0.7.bz2;670;7;2621;0;6.35785;4.17057;0.651119;13
BPPC_5_0_1.txt_0.5.bz2;2828;8;205;0;6.35857;3.9766;0.614636;0
BPPC_4_0_10.txt_0.2.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_5_0_2.txt_0.1.bz2;8180;21;2436;0;16.26;13.951;0.843272;2
BPPC_5_0_3.txt_0.9.bz2;1314;3;32;0;3.57778;1.4;0.388889;0
BPPC_3_0_7.txt_0.1.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_7_0_1.txt_0.2.bz2;10119;25;57574297;0;20.6234;18.2612;0.887148;135660
BPPC_1_0_5.txt_0.9.bz2;334;4;66;0;4.12169;1.92992;0.467732;1
BPPC_7_0_5.txt_0.5.bz2;4568;11;33647;0;9.49775;7.23728;0.763171;51
BPPC_2_0_1.txt_0.5.bz2;933;11;58757;0;8.83064;6.575;0.745274;74
BPPC_1_0_10.txt_0.3.bz2;1129;14;28065;0;11.4714;9.16568;0.799367;29
BPPC_2_0_8.txt_0.2.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_5_0_7.txt_0.7.bz2;1938;5;79;0;4.84857;2.42681;0.496688;0
BPPC_1_0_8.txt_0.7.bz2;499;5;570;0;5.05653;2.85601;0.554141;1
BPPC_2_0_7.txt_0.4.bz2;1252;13;262937;0;11.2197;8.92277;0.79642;396
BPPC_3_0_6.txt_0.7.bz2;724;8;40560;0;6.51972;4.34377;0.659954;81
BPPC_4_0_3.txt_0.6.bz2;1049;11;7991352;0;8.67699;6.45096;0.742932;15145
BPPC_8_0_8.txt_0.7.bz2;3326;8;38076;0;6.6172;4.44242;0.665062;91
BPPC_1_0_9.txt_0.9.bz2;340;4;99;0;3.96808;1.61701;0.411515;1
BPPC_8_0_1.txt_0.9.bz2;2064;5;1249;0;4.38806;2.28794;0.499021;46
BPPC_6_0_6.txt_0.7.bz2;2267;6;476;0;5.22495;3.00196;0.56714;1
BPPC_3_0_6.txt_0.4.bz2;1426;15;35537705;0;12.4541;10.1464;0.817146;72962
BPPC_8_0_6.txt_0.9.bz2;2153;5;1242;0;4.34971;2.24627;0.492405;40
BPPC_7_0_3.txt_0.2.bz2;9941;24;76127296;0;20.4609;18.0966;0.886304;175847
BPPC_5_0_9.txt_0.6.bz2;2163;6;125;0;5.31162;3.02399;0.562824;0
BPPC_6_0_4.txt_0.8.bz2;1862;5;176;0;4.722;2.53084;0.524122;1
BPPC_2_0_5.txt_0.6.bz2;789;9;8905;0;7.72334;5.5127;0.711817;15
BPPC_2_0_3.txt_0.1.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_1_0_7.txt_0.1.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_5_0_3.txt_0.6.bz2;2428;7;132;0;5.68696;3.33458;0.57645;0
BPPC_8_0_1.txt_0.8.bz2;2664;6;8528;0;5.37583;3.23787;0.597722;47
BPPC_6_0_7.txt_0.7.bz2;2282;6;394;0;5.42497;3.17177;0.577605;2
BPPC_1_0_9.txt_0.2.bz2;1707;21;136457;0;16.0565;13.7692;0.857312;182
BPPC_7_0_4.txt_0.1.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_2_0_7.txt_0.9.bz2;396;4;292;0;4.20982;2.09603;0.480574;8
BPPC_3_0_9.txt_0.4.bz2;1439;15;31501577;0;12.6156;10.309;0.819438;66225
BPPC_2_0_9.txt_0.1.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_5_0_9.txt_0.2.bz2;6118;16;812;0;11.8913;9.48847;0.770791;0
BPPC_5_0_4.txt_0.8.bz2;1672;4;43;0;4.3944;2.09414;0.473217;0
BPPC_4_0_6.txt_0.1.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_3_0_7.txt_0.3.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_8_0_6.txt_0.7.bz2;3323;8;43219;0;6.45881;4.28086;0.656376;85
BPPC_7_0_4.txt_0.9.bz2;1899;4;273;0;4.35916;2.26911;0.503523;7
BPPC_7_0_7.txt_0.2.bz2;9805;26;100811687;0;20.0873;17.7322;0.884699;225154
BPPC_3_0_7.txt_0.8.bz2;572;6;8531;0;5.38612;3.25343;0.599031;47
BPPC_5_0_4.txt_0.5.bz2;2711;7;220;0;6.19981;3.9278;0.624434;0
BPPC_8_0_4.txt_0.6.bz2;4025;9;257898;0;8.02817;5.8066;0.723315;399
BPPC_5_0_1.txt_0.7.bz2;2226;5;60;0;5.27909;2.77572;0.518139;0
BPPC_6_0_7.txt_0.2.bz2;7639;21;115599;0;15.9274;13.6186;0.855297;154
BPPC_1_0_8.txt_0.4.bz2;998;11;3880;0;9.56328;7.27562;0.754595;4
BPPC_7_0_4.txt_0.3.bz2;7068;18;3714016;0;14.1428;11.8187;0.837834;6102
BPPC_6_0_9.txt_0.6.bz2;3034;7;948;0;6.31773;4.08523;0.63912;1
BPPC_1_0_7.txt_0.3.bz2;1228;14;22018;0;11.9491;9.6469;0.807468;24
BPPC_2_0_4.txt_0.7.bz2;649;8;3253;0;6.16114;3.98421;0.642662;8
BPPC_6_0_1.txt_0.8.bz2;1869;4;187;0;4.67199;2.47321;0.518893;1
BPPC_7_0_10.txt_0.4.bz2;5539;13;314623;0;11.0522;8.75807;0.79443;445
BPPC_3_0_7.txt_0.9.bz2;462;5;1028;0;4.55995;2.46852;0.519359;41
BPPC_1_0_4.txt_0.5.bz2;778;10;2644;0;7.40757;5.15512;0.691684;2
BPPC_4_0_10.txt_0.5.bz2;1264;13;164481174;0;10.8764;8.60806;0.793357;387153
BPPC_3_0_6.txt_0.2.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_5_0_5.txt_0.9.bz2;1298;3;31;0;3.69937;1.52219;0.410521;0
BPPC_5_0_10.txt_0.2.bz2;5553;15;1358;0;11.3254;9.02328;0.783101;1
BPPC_8_0_10.txt_0.6.bz2;4026;10;275152;0;7.90818;5.68843;0.718805;413
BPPC_5_0_3.txt_0.7.bz2;1971;5;77;0;4.90602;2.56701;0.518863;0
BPPC_8_0_4.txt_0.8.bz2;2538;6;9380;0;5.28386;3.15189;0.591356;45
BPPC_8_0_6.txt_0.2.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_6_0_8.txt_0.3.bz2;5707;15;20302;0;11.9574;9.66346;0.808477;24
BPPC_3_0_4.txt_0.4.bz2;1412;15;34289443;0;12.5173;10.208;0.818161;71429
BPPC_4_0_6.txt_0.5.bz2;1291;14;154470032;0;10.9438;8.67583;0.79458;366613
BPPC_4_0_5.txt_0.4.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_3_0_4.txt_0.8.bz2;581;6;8576;0;5.351;3.21642;0.595193;58
BPPC_8_0_9.txt_0.7.bz2;3301;8;38272;0;6.61425;4.43913;0.664851;79
BPPC_2_0_9.txt_0.4.bz2;1262;15;273854;0;11.2236;8.9277;0.796184;408
BPPC_8_0_3.txt_0.4.bz2;6542;17;32111805;0;12.6092;10.3022;0.819555;67656
BPPC_7_0_6.txt_0.1.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_3_0_4.txt_0.3.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_1_0_6.txt_0.2.bz2;1538;20;227105;0;15.4495;13.1484;0.851952;287
BPPC_2_0_3.txt_0.3.bz2;1487;17;4067606;0;14.0363;11.7003;0.836001;6629
BPPC_3_0_9.txt_0.5.bz2;1055;12;2655968;0;9.52633;7.26069;0.763324;4395
BPPC_7_0_3.txt_0.7.bz2;2838;7;3358;0;6.10785;3.93075;0.63869;9
BPPC_4_0_9.txt_0.6.bz2;1030;11;7949174;0;8.68397;6.45813;0.743212;15243
