instance;weight;time;steps
BPPC_8_0_3.txt_0.9.bz2;2163;0.000878811;163
BPPC_8_0_1.txt_0.1.bz2;0;0;0
BPPC_1_0_8.txt_0.1.bz2;1790;10.2456;9577653
BPPC_4_0_4.txt_0.4.bz2;0;0;0
BPPC_5_0_7.txt_0.1.bz2;8476;0.00205207;1230
BPPC_6_0_7.txt_0.9.bz2;1475;0.00026989;15
BPPC_1_0_4.txt_0.5.bz2;778;0.000999928;500
BPPC_5_0_5.txt_0.1.bz2;7776;0.00381804;3513
BPPC_6_0_5.txt_0.5.bz2;3709;0.00104499;604
BPPC_8_0_9.txt_0.8.bz2;2667;0.00559998;724
BPPC_2_0_8.txt_0.2.bz2;1760;294.695;176729583
BPPC_6_0_8.txt_0.9.bz2;1407;0.000355005;31
BPPC_3_0_4.txt_0.4.bz2;1412;22.6678;5912139
BPPC_8_0_5.txt_0.7.bz2;3256;0.0239739;6765
BPPC_5_0_8.txt_0.9.bz2;1267;0.000295877;19
BPPC_5_0_5.txt_0.7.bz2;2078;0.000109911;32
BPPC_7_0_8.txt_0.8.bz2;2382;0.000556946;178
BPPC_5_0_1.txt_0.8.bz2;1760;0.000187874;22
BPPC_5_0_7.txt_0.3.bz2;4566;0.00071311;277
BPPC_6_0_7.txt_0.6.bz2;2968;0.000393867;227
BPPC_8_0_3.txt_0.7.bz2;3370;0.022336;7201
BPPC_4_0_9.txt_0.2.bz2;0;0;0
BPPC_7_0_10.txt_0.1.bz2;0;0;0
BPPC_5_0_9.txt_0.3.bz2;4280;0.000535965;394
BPPC_5_0_3.txt_0.8.bz2;1656;0.000279188;33
BPPC_6_0_8.txt_0.5.bz2;3695;0.00115895;770
BPPC_1_0_7.txt_0.9.bz2;347;0.000316858;16
BPPC_3_0_9.txt_0.5.bz2;1055;1.5937;493793
BPPC_7_0_2.txt_0.9.bz2;1808;0.000447035;41
BPPC_7_0_4.txt_0.8.bz2;2434;0.000750065;187
BPPC_4_0_5.txt_0.5.bz2;1268;144.914;25626084
BPPC_6_0_1.txt_0.1.bz2;10310;38.3184;34789565
BPPC_5_0_9.txt_0.8.bz2;1811;0.000257969;23
BPPC_3_0_8.txt_0.9.bz2;443;0.00124288;199
BPPC_5_0_3.txt_0.9.bz2;1314;0.000231028;10
BPPC_6_0_4.txt_0.3.bz2;5708;0.0106959;6172
BPPC_8_0_10.txt_0.6.bz2;4026;0.154108;40770
BPPC_6_0_6.txt_0.9.bz2;1642;0.000602961;17
BPPC_5_0_7.txt_0.6.bz2;2495;0.000509977;67
BPPC_4_0_9.txt_0.4.bz2;0;0;0
BPPC_4_0_1.txt_0.6.bz2;1025;5.45985;1008912
BPPC_8_0_5.txt_0.9.bz2;2163;0.00143385;153
BPPC_2_0_10.txt_0.8.bz2;545;0.000799894;209
BPPC_4_0_7.txt_0.8.bz2;635;0.0493469;6726
BPPC_3_0_5.txt_0.7.bz2;720;0.023787;7627
BPPC_7_0_8.txt_0.2.bz2;10144;119.038;41991219
BPPC_4_0_3.txt_0.7.bz2;826;0.486149;72169
BPPC_3_0_10.txt_0.9.bz2;456;0.00133085;202
BPPC_3_0_5.txt_0.9.bz2;455;0.00182509;216
BPPC_2_0_1.txt_0.3.bz2;1534;2.45435;1015351
BPPC_6_0_2.txt_0.8.bz2;2048;0.000500917;56
BPPC_7_0_5.txt_0.2.bz2;9764;155.08;54988139
BPPC_8_0_9.txt_0.4.bz2;6481;26.3309;6616370
BPPC_1_0_9.txt_0.7.bz2;541;0.000244856;108
BPPC_8_0_3.txt_0.6.bz2;4123;0.137905;33675
BPPC_3_0_4.txt_0.7.bz2;768;0.0207272;6608
BPPC_7_0_2.txt_0.1.bz2;0;0;0
BPPC_1_0_1.txt_0.3.bz2;1211;0.0117681;5602
BPPC_8_0_3.txt_0.1.bz2;10380;576.115;164183822
BPPC_6_0_8.txt_0.1.bz2;10324;37.1875;31975113
BPPC_3_0_7.txt_0.7.bz2;726;0.021327;7043
BPPC_8_0_4.txt_0.3.bz2;0;0;0
BPPC_1_0_10.txt_0.4.bz2;939;0.00366306;1279
BPPC_3_0_1.txt_0.8.bz2;562;0.00514197;728
BPPC_7_0_7.txt_0.5.bz2;4585;0.02508;9904
BPPC_2_0_2.txt_0.1.bz2;0;0;0
BPPC_7_0_6.txt_0.9.bz2;1703;0.000334024;51
BPPC_2_0_6.txt_0.7.bz2;656;0.00206804;608
BPPC_4_0_2.txt_0.2.bz2;0;0;0
BPPC_4_0_7.txt_0.1.bz2;0;0;0
BPPC_2_0_4.txt_0.2.bz2;1769;261.881;147528112
BPPC_8_0_3.txt_0.4.bz2;6542;25.8514;6681615
BPPC_5_0_5.txt_0.9.bz2;1298;0.000255108;11
BPPC_6_0_10.txt_0.6.bz2;3072;0.000517845;177
BPPC_7_0_1.txt_0.4.bz2;5485;0.18983;76100
BPPC_1_0_7.txt_0.5.bz2;762;0.00132298;607
BPPC_8_0_8.txt_0.8.bz2;2716;0.00535703;867
BPPC_1_0_4.txt_0.8.bz2;496;0.000377178;60
BPPC_5_0_4.txt_0.4.bz2;3350;0.000251055;240
BPPC_7_0_5.txt_0.8.bz2;2326;0.000491142;164
BPPC_1_0_4.txt_0.4.bz2;988;0.00325012;1628
BPPC_6_0_3.txt_0.2.bz2;7652;0.112617;67627
BPPC_2_0_4.txt_0.3.bz2;1562;1.67425;618340
BPPC_8_0_7.txt_0.2.bz2;0;0;0
