class,mult,type,density,weight,nodes,time,algo,time_limit
C,10,1,0.9,308,101,0.004,rlx_mt,600
C,10,6,0.6,2968,869,0.001,rlx_mt,600
C,10,3,0.2,0,0,0,rlx_mt,600
C,10,2,0.9,411,312,0.006,rlx_mt,600
C,10,1,0.5,760,2209,0.002,rlx_mt,600
C,10,1,0.9,370,69,0.003,rlx_mt,600
C,10,8,0.3,0,0,0,rlx_mt,600
C,10,4,0.3,0,0,0,rlx_mt,600
C,10,2,0.9,398,284,0.008,rlx_mt,600
C,10,3,0.1,0,0,0,rlx_mt,600
C,10,5,0.4,3491,396,0,rlx_mt,600
C,10,6,0.2,7404,103872,0.145,rlx_mt,600
C,10,2,0.4,1199,285946,0.421,rlx_mt,600
C,10,6,0.1,10324,25227701,22.509,rlx_mt,600
C,10,3,0.1,0,0,0,rlx_mt,600
C,10,1,0.1,0,0,0,rlx_mt,600
C,10,3,0.2,0,0,0,rlx_mt,600
C,10,2,0.3,1523,3807889,6.176,rlx_mt,600
C,10,8,0.1,0,0,0,rlx_mt,600
C,10,6,0.2,7452,124458,0.17,rlx_mt,600
C,10,4,0.4,0,0,0,rlx_mt,600
C,10,8,0.5,5080,2231910,3.941,rlx_mt,600
C,10,1,0.2,1570,100994,0.142,rlx_mt,600
C,10,4,0.7,914,478454,0.933,rlx_mt,600
C,10,3,0.2,0,0,0,rlx_mt,600
C,10,4,0.9,494,9683,0.168,rlx_mt,600
C,10,7,0.6,3570,9911,0.016,rlx_mt,600
C,10,4,0.6,1025,8147248,15.215,rlx_mt,600
C,10,3,0.8,622,7274,0.046,rlx_mt,600
C,10,3,0.6,919,241683,0.376,rlx_mt,600
C,10,3,0.1,0,0,0,rlx_mt,600
C,10,8,0.6,4125,245631,0.385,rlx_mt,600
C,10,5,0.5,2823,200,0,rlx_mt,600
C,10,5,0.5,2995,211,0,rlx_mt,600
C,10,4,0.9,500,9048,0.166,rlx_mt,600
C,10,2,0.6,793,12714,0.017,rlx_mt,600
C,10,2,0.8,530,1233,0.007,rlx_mt,600
C,10,1,0.1,0,0,0,rlx_mt,600
C,10,1,0.6,648,1009,0.001,rlx_mt,600
C,10,7,0.5,4442,52402,0.068,rlx_mt,600
C,10,5,0.6,2468,121,0,rlx_mt,600
C,10,8,0.1,0,0,0,rlx_mt,600
C,10,1,0.7,541,391,0.001,rlx_mt,600
C,10,6,0.5,3486,2970,0.003,rlx_mt,600
C,10,7,0.9,1808,284,0.01,rlx_mt,600
C,10,7,0.3,7088,3524677,5.984,rlx_mt,600
C,10,2,0.7,617,3501,0.008,rlx_mt,600
C,10,6,0.5,3688,1991,0.002,rlx_mt,600
C,10,3,0.2,0,0,0,rlx_mt,600
C,10,5,0.1,8264,421,0,rlx_mt,600
C,10,5,0.3,4322,1400,0,rlx_mt,600
C,10,2,0.6,776,12522,0.018,rlx_mt,600
C,10,4,0.3,0,0,0,rlx_mt,600
C,10,3,0.6,935,220954,0.368,rlx_mt,600
C,10,1,0.5,743,2129,0.006,rlx_mt,600
C,10,7,0.4,5405,369999,0.5,rlx_mt,600
C,10,8,0.9,2167,978,0.04,rlx_mt,600
C,10,6,0.3,5462,24927,0.028,rlx_mt,600
C,10,7,0.5,4550,50916,0.069,rlx_mt,600
C,10,3,0.9,481,1166,0.04,rlx_mt,600
C,10,7,0.4,5472,299278,0.435,rlx_mt,600
C,10,8,0.9,2163,1312,0.04,rlx_mt,600
C,10,1,0.8,433,150,0.001,rlx_mt,600
C,10,4,0.6,1013,8849033,16.355,rlx_mt,600
C,10,3,0.3,0,0,0,rlx_mt,600
C,10,5,0.3,4483,284,0,rlx_mt,600
C,10,4,0.3,0,0,0,rlx_mt,600
C,10,3,0.4,1390,33496617,68.498,rlx_mt,600
C,10,5,0.2,5498,969,0,rlx_mt,600
C,10,4,0.6,1015,8389313,15.807,rlx_mt,600
C,10,7,0.9,1805,321,0.008,rlx_mt,600
C,10,4,0.4,0,0,0,rlx_mt,600
C,10,5,0.9,1249,35,0,rlx_mt,600
C,10,6,0.3,5612,16847,0.02,rlx_mt,600
C,10,3,0.5,1133,2108125,3.754,rlx_mt,600
C,10,8,0.8,2495,9441,0.046,rlx_mt,600
C,10,7,0.2,10144,73383997,170.901,rlx_mt,600
C,10,4,0.2,0,0,0,rlx_mt,600
C,10,1,0.7,544,320,0.001,rlx_mt,600
C,10,7,0.7,3306,2721,0.011,rlx_mt,600
C,10,5,0.9,1267,35,0,rlx_mt,600
C,10,1,0.6,627,839,0.001,rlx_mt,600
C,10,6,0.6,2863,908,0.001,rlx_mt,600
C,10,8,0.5,4966,2391367,4.136,rlx_mt,600
C,10,6,0.7,2491,403,0.001,rlx_mt,600
C,10,2,0.8,516,1133,0.01,rlx_mt,600
C,10,6,0.6,3224,539,0.001,rlx_mt,600
C,10,1,0.2,1600,102640,0.143,rlx_mt,600
C,10,5,0.1,8614,1053,0.002,rlx_mt,600
C,10,3,0.9,455,1272,0.039,rlx_mt,600
C,10,7,0.6,3449,13467,0.018,rlx_mt,600
C,10,1,0.3,1291,24896,0.026,rlx_mt,600
C,10,6,0.5,3535,2290,0.003,rlx_mt,600
C,10,3,0.5,1092,2331746,4.045,rlx_mt,600
C,10,6,0.4,4352,5281,0.008,rlx_mt,600
C,10,6,0.6,2757,1148,0.001,rlx_mt,600
C,10,6,0.8,1914,226,0.002,rlx_mt,600
C,10,2,0.2,0,0,0,rlx_mt,600
C,10,1,0.5,774,2445,0.002,rlx_mt,600
C,10,7,0.1,0,0,0,rlx_mt,600
C,10,8,0.8,2567,9045,0.048,rlx_mt,600
C,10,1,0.6,611,1045,0.001,rlx_mt,600
C,10,5,0.1,8230,1710,0.001,rlx_mt,600
C,10,8,0.9,1998,1440,0.041,rlx_mt,600
C,10,7,0.5,4511,36839,0.06,rlx_mt,600
C,10,5,0.4,3238,340,0,rlx_mt,600
C,10,1,0.5,825,1325,0.002,rlx_mt,600
C,10,4,0.7,826,682641,1.149,rlx_mt,600
C,10,8,0.6,4219,233209,0.379,rlx_mt,600
C,10,2,0.3,1489,4445374,7.028,rlx_mt,600
C,10,2,0.5,940,62387,0.076,rlx_mt,600
C,10,1,0.2,1676,71659,0.11,rlx_mt,600
C,10,4,0.7,838,680200,1.145,rlx_mt,600
C,10,7,0.1,0,0,0,rlx_mt,600
C,10,2,0.5,961,48362,0.068,rlx_mt,600
C,10,8,0.1,0,0,0,rlx_mt,600
C,10,5,0.8,1710,38,0.001,rlx_mt,600
C,10,7,0.4,5378,326862,0.469,rlx_mt,600
C,10,8,0.6,4123,243588,0.389,rlx_mt,600
C,10,2,0.9,422,253,0.012,rlx_mt,600
C,10,6,0.5,3424,2008,0.005,rlx_mt,600
C,10,1,0.6,623,1012,0.002,rlx_mt,600
C,10,4,0.9,490,9798,0.166,rlx_mt,600
C,10,3,0.9,437,1229,0.042,rlx_mt,600
C,10,8,0.2,0,0,0,rlx_mt,600
C,10,6,0.5,3695,1508,0.002,rlx_mt,600
C,10,3,0.6,913,223559,0.362,rlx_mt,600
C,10,6,0.8,1853,233,0.001,rlx_mt,600
C,10,6,0.7,2469,492,0.001,rlx_mt,600
C,10,6,0.1,10310,134147744,68.136,rlx_mt,600
C,10,1,0.4,981,6298,0.006,rlx_mt,600
C,10,2,0.1,0,0,0,rlx_mt,600
C,10,3,0.6,943,197697,0.325,rlx_mt,600
C,10,8,0.5,5063,2257240,3.917,rlx_mt,600
C,10,4,0.1,0,0,0,rlx_mt,600
C,10,2,0.9,410,278,0.009,rlx_mt,600
C,10,1,0.6,595,1428,0.002,rlx_mt,600
C,10,6,0.4,4404,6005,0.006,rlx_mt,600
C,10,8,0.2,0,0,0,rlx_mt,600
C,10,4,0.4,0,0,0,rlx_mt,600
C,10,1,0.4,941,6824,0.006,rlx_mt,600
C,10,3,0.8,543,9272,0.046,rlx_mt,600
C,10,5,0.6,2221,134,0,rlx_mt,600
C,10,3,0.6,936,228901,0.36,rlx_mt,600
C,10,7,0.2,9764,143143637,296.386,rlx_mt,600
C,10,7,0.6,3542,11292,0.019,rlx_mt,600
C,10,7,0.3,6977,3516578,5.747,rlx_mt,600
C,10,6,0.1,10320,588524943,240.354,rlx_mt,600
C,10,3,0.4,1374,33319181,68.603,rlx_mt,600
C,10,4,0.8,670,63325,0.223,rlx_mt,600
C,10,8,0.7,3420,32423,0.068,rlx_mt,600
C,10,2,0.7,693,2279,0.008,rlx_mt,600
C,10,4,0.1,0,0,0,rlx_mt,600
C,10,5,0.8,1656,68,0,rlx_mt,600
C,10,6,0.3,5708,13808,0.023,rlx_mt,600
C,10,7,0.9,1801,308,0.013,rlx_mt,600
C,10,6,0.7,2444,343,0.001,rlx_mt,600
C,10,1,0.8,412,176,0.001,rlx_mt,600
C,10,6,0.5,3610,1965,0.004,rlx_mt,600
C,10,5,0.4,3458,304,0,rlx_mt,600
C,10,5,0.4,3657,310,0,rlx_mt,600
C,10,2,0.4,1208,294312,0.435,rlx_mt,600
C,10,2,0.6,774,11146,0.019,rlx_mt,600
C,10,2,0.4,1201,309118,0.458,rlx_mt,600
C,10,1,0.4,944,5782,0.006,rlx_mt,600
C,10,6,0.9,1642,72,0.001,rlx_mt,600
C,10,1,0.8,418,264,0.002,rlx_mt,600
C,10,1,0.2,1597,180755,0.228,rlx_mt,600
C,10,6,0.4,4331,7965,0.008,rlx_mt,600
C,10,8,0.3,0,0,0,rlx_mt,600
C,10,6,0.4,4594,4126,0.005,rlx_mt,600
C,10,1,0.4,861,9460,0.008,rlx_mt,600
C,10,8,0.3,0,0,0,rlx_mt,600
C,10,3,0.3,0,0,0,rlx_mt,600
C,10,4,0.2,0,0,0,rlx_mt,600
C,10,5,0.3,4280,1019,0.001,rlx_mt,600
C,10,4,0.8,659,59549,0.197,rlx_mt,600
C,10,2,0.8,503,996,0.007,rlx_mt,600
C,10,8,0.6,4106,252535,0.375,rlx_mt,600
C,10,6,0.8,1898,164,0.001,rlx_mt,600
C,10,2,0.9,403,315,0.006,rlx_mt,600
C,10,1,0.6,601,1028,0.001,rlx_mt,600
C,10,2,0.2,0,0,0,rlx_mt,600
C,10,7,0.8,2434,1100,0.008,rlx_mt,600
C,10,5,0.2,6036,558,0,rlx_mt,600
C,10,2,0.3,1515,3610954,5.973,rlx_mt,600
C,10,4,0.7,882,498172,0.973,rlx_mt,600
C,10,1,0.5,872,2622,0.003,rlx_mt,600
C,10,2,0.6,791,11355,0.022,rlx_mt,600
C,10,5,0.1,8063,790,0,rlx_mt,600
C,10,5,0.6,2257,172,0,rlx_mt,600
C,10,1,0.1,0,0,0,rlx_mt,600
C,10,3,0.6,938,230056,0.369,rlx_mt,600
C,10,2,0.8,495,1132,0.008,rlx_mt,600
C,10,3,0.9,433,1456,0.039,rlx_mt,600
C,10,4,0.5,1296,137612776,338.799,rlx_mt,600
C,10,3,0.7,726,38337,0.082,rlx_mt,600
C,10,1,0.8,430,210,0.001,rlx_mt,600
C,10,4,0.9,484,10471,0.167,rlx_mt,600
C,10,7,0.6,3473,12463,0.019,rlx_mt,600
C,10,8,0.5,5145,2143132,3.838,rlx_mt,600
C,10,4,0.8,707,54925,0.222,rlx_mt,600
C,10,2,0.2,0,0,0,rlx_mt,600
C,10,1,0.8,448,212,0.001,rlx_mt,600
C,10,4,0.9,504,9632,0.171,rlx_mt,600
C,10,8,0.5,5134,2150604,3.85,rlx_mt,600
C,10,5,0.2,5920,862,0,rlx_mt,600
C,10,6,0.2,7407,98459,0.134,rlx_mt,600
C,10,6,0.4,4530,5017,0.005,rlx_mt,600
C,10,4,0.7,823,705271,1.2,rlx_mt,600
C,10,5,0.8,1651,48,0.001,rlx_mt,600
C,10,2,0.1,0,0,0,rlx_mt,600
C,10,1,0.1,0,0,0,rlx_mt,600
C,10,8,0.2,0,0,0,rlx_mt,600
C,10,7,0.3,7183,3021872,5.132,rlx_mt,600
C,10,7,0.5,4325,58805,0.075,rlx_mt,600
C,10,3,0.6,850,257110,0.393,rlx_mt,600
C,10,7,0.9,1772,276,0.013,rlx_mt,600
C,10,4,0.4,0,0,0,rlx_mt,600
C,10,3,0.1,0,0,0,rlx_mt,600
C,10,4,0.6,994,9212863,16.353,rlx_mt,600
C,10,3,0.6,872,277668,0.399,rlx_mt,600
C,10,8,0.2,0,0,0,rlx_mt,600
C,10,1,0.3,1211,13517,0.016,rlx_mt,600
C,10,8,0.9,1917,1620,0.033,rlx_mt,600
C,10,2,0.5,913,72647,0.08,rlx_mt,600
C,10,4,0.1,0,0,0,rlx_mt,600
C,10,6,0.2,7626,141507,0.174,rlx_mt,600
C,10,2,0.3,1571,3363131,5.674,rlx_mt,600
C,10,8,0.2,0,0,0,rlx_mt,600
C,10,4,0.1,0,0,0,rlx_mt,600
C,10,5,0.2,6088,474,0,rlx_mt,600
C,10,6,0.2,7829,94931,0.132,rlx_mt,600
C,10,2,0.7,656,2921,0.007,rlx_mt,600
C,10,3,0.5,1119,1954576,3.52,rlx_mt,600
C,10,4,0.8,662,67967,0.214,rlx_mt,600
C,10,4,0.1,0,0,0,rlx_mt,600
C,10,4,0.1,0,0,0,rlx_mt,600
C,10,3,0.5,1101,2295396,3.651,rlx_mt,600
C,10,7,0.1,0,0,0,rlx_mt,600
C,10,6,0.6,3116,860,0.001,rlx_mt,600
C,10,2,0.7,692,2980,0.009,rlx_mt,600
C,10,4,0.2,0,0,0,rlx_mt,600
C,10,8,0.1,0,0,0,rlx_mt,600
C,10,8,0.5,5009,2233139,3.903,rlx_mt,600
C,10,6,0.5,3457,2551,0.003,rlx_mt,600
C,10,5,0.7,2078,86,0,rlx_mt,600
C,10,8,0.9,2163,1033,0.033,rlx_mt,600
C,10,1,0.3,1269,14000,0.017,rlx_mt,600
C,10,8,0.4,6336,36406657,73.707,rlx_mt,600
C,10,2,0.5,1000,42720,0.061,rlx_mt,600
C,10,2,0.6,792,12398,0.017,rlx_mt,600
C,10,7,0.1,0,0,0,rlx_mt,600
C,10,2,0.3,1562,2470532,4.319,rlx_mt,600
C,10,8,0.4,6467,30108933,61.961,rlx_mt,600
C,10,3,0.6,997,229850,0.342,rlx_mt,600
C,10,1,0.1,0,0,0,rlx_mt,600
C,10,5,0.7,1836,79,0,rlx_mt,600
C,10,8,0.7,3370,32619,0.077,rlx_mt,600
C,10,3,0.5,1123,2007598,3.644,rlx_mt,600
C,10,6,0.1,10328,29341415,27.761,rlx_mt,600
C,10,6,0.9,1569,72,0.001,rlx_mt,600
C,10,3,0.9,445,1342,0.042,rlx_mt,600
C,10,7,0.8,2395,964,0.008,rlx_mt,600
C,10,7,0.3,7186,3413276,5.697,rlx_mt,600
C,10,8,0.9,2031,1382,0.039,rlx_mt,600
C,10,5,0.3,4566,722,0.001,rlx_mt,600
C,10,2,0.5,998,39601,0.058,rlx_mt,600
C,10,7,0.8,2267,1288,0.007,rlx_mt,600
C,10,4,0.9,518,7403,0.165,rlx_mt,600
C,10,1,0.8,496,230,0.001,rlx_mt,600
C,10,7,0.7,2830,3990,0.011,rlx_mt,600
C,10,3,0.4,1514,31908381,66.582,rlx_mt,600
C,10,8,0.9,2163,1312,0.037,rlx,600
C,10,8,0.1,0,0,0,rlx,600
C,10,1,0.1,0,0,0,rlx,600
C,10,4,0.4,0,0,0,rlx,600
C,10,5,0.1,8476,1163,0.001,rlx,600
C,10,6,0.9,1475,76,0.004,rlx,600
C,10,1,0.5,778,2644,0.005,rlx,600
C,10,5,0.1,7776,2478,0.002,rlx,600
C,10,6,0.5,3709,1623,0.007,rlx,600
C,10,8,0.8,2667,8531,0.056,rlx,600
C,10,2,0.2,0,0,0,rlx,600
C,10,6,0.9,1407,98,0.001,rlx,600
C,10,3,0.4,1412,34289443,71.568,rlx,600
C,10,8,0.7,3256,39266,0.081,rlx,600
C,10,5,0.9,1267,35,0,rlx,600
C,10,5,0.7,2078,86,0,rlx,600
C,10,7,0.8,2382,901,0.007,rlx,600
C,10,5,0.8,1760,58,0,rlx,600
C,10,5,0.3,4566,722,0,rlx,600
C,10,6,0.6,2968,869,0.001,rlx,600
C,10,8,0.7,3370,32619,0.076,rlx,600
C,10,4,0.2,0,0,0,rlx,600
C,10,7,0.1,0,0,0,rlx,600
C,10,5,0.3,4280,1019,0,rlx,600
C,10,5,0.8,1656,68,0,rlx,600
C,10,6,0.5,3695,1508,0.002,rlx,600
C,10,1,0.9,347,62,0.004,rlx,600
C,10,3,0.5,1055,2655968,4.415,rlx,600
C,10,7,0.9,1808,284,0.007,rlx,600
C,10,7,0.8,2434,1100,0.008,rlx,600
C,10,4,0.5,1268,164177207,390.312,rlx,600
C,10,6,0.1,10310,156546725,66.75,rlx,600
C,10,5,0.8,1811,53,0,rlx,600
C,10,3,0.9,443,1311,0.044,rlx,600
C,10,5,0.9,1314,32,0,rlx,600
C,10,6,0.3,5708,13808,0.018,rlx,600
C,10,8,0.6,4026,275152,0.417,rlx,600
C,10,6,0.9,1642,72,0.001,rlx,600
C,10,5,0.6,2495,149,0,rlx,600
C,10,4,0.4,0,0,0,rlx,600
C,10,4,0.6,1025,8147248,15.591,rlx,600
C,10,8,0.9,2163,1033,0.042,rlx,600
C,10,2,0.8,545,885,0.007,rlx,600
C,10,4,0.8,635,72912,0.244,rlx,600
C,10,3,0.7,720,40019,0.087,rlx,600
C,10,7,0.2,10144,73383997,173.91,rlx,600
C,10,4,0.7,826,682641,1.157,rlx,600
C,10,3,0.9,456,1105,0.04,rlx,600
C,10,3,0.9,455,1272,0.042,rlx,600
C,10,2,0.3,1534,2809811,4.969,rlx,600
C,10,6,0.8,2048,162,0.001,rlx,600
C,10,7,0.2,9764,143143637,307.11,rlx,600
C,10,8,0.4,6481,32314162,67.526,rlx,600
C,10,1,0.7,541,412,0.001,rlx,600
C,10,8,0.6,4123,243588,0.397,rlx,600
C,10,3,0.7,768,30636,0.084,rlx,600
C,10,7,0.1,0,0,0,rlx,600
C,10,1,0.3,1211,13517,0.018,rlx,600
C,10,8,0.1,0,0,0,rlx,600
C,10,6,0.1,10324,28745244,24.324,rlx,600
C,10,3,0.7,726,41054,0.078,rlx,600
C,10,8,0.3,0,0,0,rlx,600
C,10,1,0.4,939,4556,0.006,rlx,600
C,10,3,0.8,562,8355,0.048,rlx,600
C,10,7,0.5,4585,38036,0.056,rlx,600
C,10,2,0.1,0,0,0,rlx,600
C,10,7,0.9,1703,299,0.008,rlx,600
C,10,2,0.7,656,2921,0.014,rlx,600
C,10,4,0.2,0,0,0,rlx,600
C,10,4,0.1,0,0,0,rlx,600
C,10,2,0.2,0,0,0,rlx,600
C,10,8,0.4,6542,32111805,67.763,rlx,600
C,10,5,0.9,1298,31,0,rlx,600
C,10,6,0.6,3072,849,0.001,rlx,600
C,10,7,0.4,5485,393074,0.537,rlx,600
C,10,1,0.5,762,2315,0.002,rlx,600
C,10,8,0.8,2716,7899,0.048,rlx,600
C,10,1,0.8,496,230,0.001,rlx,600
C,10,5,0.4,3350,464,0,rlx,600
C,10,7,0.8,2326,1276,0.005,rlx,600
C,10,1,0.4,988,5213,0.005,rlx,600
C,10,6,0.2,7652,61169,0.089,rlx,600
C,10,2,0.3,1562,2470532,4.372,rlx,600
C,10,8,0.2,0,0,0,rlx,600
C,10,5,0.9,1215,36,0,rlx,600
C,10,4,0.2,0,0,0,rlx,600
C,10,1,0.2,1570,100994,0.144,rlx,600
C,10,3,0.9,453,1279,0.04,rlx,600
C,10,7,0.6,3449,13467,0.024,rlx,600
C,10,7,0.7,3330,2040,0.009,rlx,600
C,10,8,0.4,6459,31319424,64.665,rlx,600
C,10,2,0.9,411,312,0.01,rlx,600
C,10,5,0.2,6262,717,0.001,rlx,600
C,10,1,0.8,431,177,0.001,rlx,600
C,10,2,0.3,1487,4067606,6.6,rlx,600
C,10,1,0.1,0,0,0,rlx,600
C,10,3,0.9,433,1456,0.044,rlx,600
C,10,4,0.3,0,0,0,rlx,600
C,10,6,0.9,1569,72,0.001,rlx,600
C,10,8,0.4,6447,35381975,72.602,rlx,600
C,10,7,0.4,5608,319340,0.454,rlx,600
C,10,1,0.9,337,80,0.001,rlx,600
C,10,5,0.4,3491,396,0,rlx,600
C,10,7,0.7,3038,3471,0.011,rlx,600
C,10,5,0.9,1249,35,0,rlx,600
C,10,1,0.8,418,264,0.001,rlx,600
C,10,1,0.2,1538,227105,0.278,rlx,600
C,10,7,0.6,3585,12553,0.018,rlx,600
C,10,5,0.9,1267,32,0,rlx,600
C,10,5,0.8,1550,60,0,rlx,600
C,10,6,0.6,3034,948,0.001,rlx,600
C,10,5,0.6,2221,134,0,rlx,600
C,10,3,0.5,1092,2331746,3.976,rlx,600
C,10,1,0.3,1291,24896,0.027,rlx,600
C,10,3,0.9,437,1229,0.039,rlx,600
C,10,2,0.7,692,2980,0.007,rlx,600
C,10,6,0.5,3837,1683,0.004,rlx,600
C,10,7,0.2,9659,146349111,315.897,rlx,600
C,10,5,0.2,5574,1089,0.001,rlx,600
C,10,6,0.2,7404,103872,0.148,rlx,600
C,10,6,0.6,3116,860,0.001,rlx,600
C,10,4,0.7,824,750881,1.193,rlx,600
C,10,1,0.1,0,0,0,rlx,600
C,10,3,0.5,1139,2291627,4.071,rlx,600
C,10,7,0.5,4568,33647,0.053,rlx,600
C,10,7,0.2,9986,100884646,228.66,rlx,600
C,10,2,0.4,1128,379205,0.527,rlx,600
C,10,8,0.5,5009,2233139,3.985,rlx,600
C,10,8,0.5,5080,2231910,3.972,rlx,600
C,10,6,0.5,3424,2008,0.002,rlx,600
C,10,1,0.7,500,529,0.001,rlx,600
C,10,8,0.7,3420,32423,0.077,rlx,600
C,10,6,0.7,2318,444,0.004,rlx,600
C,10,4,0.8,662,67967,0.239,rlx,600
C,10,5,0.6,2432,105,0,rlx,600
C,10,2,0.5,965,55647,0.069,rlx,600
C,10,5,0.6,2428,132,0,rlx,600
C,10,3,0.8,587,7953,0.039,rlx,600
C,10,3,0.8,572,8531,0.039,rlx,600
C,10,3,0.3,0,0,0,rlx,600
C,10,8,0.4,6520,41037096,81.668,rlx,600
C,10,5,0.1,8225,1567,0.001,rlx,600
C,10,8,0.8,2567,9045,0.046,rlx,600
C,10,8,0.4,6348,37355751,76.051,rlx,600
C,10,2,0.2,0,0,0,rlx,600
C,10,3,0.2,0,0,0,rlx,600
C,10,8,0.6,4106,252535,0.411,rlx,600
C,10,4,0.8,659,59549,0.23,rlx,600
C,10,1,0.3,1283,12111,0.015,rlx,600
C,10,6,0.8,1914,226,0.001,rlx,600
C,10,2,0.3,1660,2241651,4.059,rlx,600
C,10,8,0.3,0,0,0,rlx,600
C,10,5,0.5,2839,272,0.001,rlx,600
C,10,6,0.7,2341,457,0.003,rlx,600
C,10,1,0.8,448,212,0.001,rlx,600
C,10,5,0.6,2649,110,0,rlx,600
C,10,5,0.1,8264,421,0,rlx,600
C,10,3,0.9,462,1028,0.042,rlx,600
C,10,1,0.8,423,168,0.001,rlx,600
C,10,2,0.4,1191,362425,0.497,rlx,600
C,10,7,0.8,2286,1204,0.011,rlx,600
C,10,8,0.9,2153,1242,0.042,rlx,600
C,10,1,0.9,340,99,0.001,rlx,600
C,10,4,0.2,0,0,0,rlx,600
C,10,8,0.9,2031,1382,0.041,rlx,600
C,10,1,0.1,0,0,0,rlx,600
C,10,6,0.4,4530,5017,0.005,rlx,600
C,10,2,0.7,693,2279,0.009,rlx,600
C,10,1,0.3,1269,16487,0.02,rlx,600
C,10,8,0.5,5141,2003884,3.696,rlx,600
C,10,7,0.3,7694,2422531,4.383,rlx,600
C,10,7,0.9,1805,321,0.009,rlx,600
C,10,4,0.6,1030,7949174,15.675,rlx,600
C,10,3,0.6,850,257110,0.4,rlx,600
C,10,6,0.2,7452,124458,0.175,rlx,600
C,10,1,0.3,1308,16426,0.019,rlx,600
C,10,5,0.2,6088,474,0,rlx,600
C,10,2,0.5,921,55614,0.073,rlx,600
C,10,5,0.2,5498,969,0.001,rlx,600
C,10,8,0.8,2602,8313,0.044,rlx,600
C,10,7,0.2,10048,65808421,158.803,rlx,600
C,10,4,0.9,494,9683,0.173,rlx,600
C,10,1,0.6,595,1428,0.001,rlx,600
C,10,7,0.8,2395,964,0.008,rlx,600
C,10,5,0.4,3238,340,0,rlx,600
C,10,8,0.2,0,0,0,rlx,600
C,10,6,0.5,3486,2970,0.003,rlx,600
C,10,3,0.4,1426,35537705,72.664,rlx,600
C,10,1,0.1,0,0,0,rlx,600
C,10,4,0.3,0,0,0,rlx,600
C,10,5,0.3,4088,627,0,rlx,600
C,10,4,0.1,0,0,0,rlx,600
C,10,5,0.5,2815,210,0,rlx,600
C,10,8,0.9,1917,1620,0.04,rlx,600
C,10,3,0.2,0,0,0,rlx,600
C,10,2,0.6,789,8905,0.019,rlx,600
C,10,2,0.7,656,3565,0.011,rlx,600
C,10,2,0.2,0,0,0,rlx,600
C,10,3,0.6,997,229850,0.373,rlx,600
C,10,1,0.5,760,2209,0.004,rlx,600
C,10,1,0.5,787,1843,0.002,rlx,600
C,10,4,0.7,796,762090,1.27,rlx,600
C,10,3,0.1,0,0,0,rlx,600
C,10,4,0.2,0,0,0,rlx,600
C,10,1,0.9,308,101,0.002,rlx,600
C,10,1,0.2,1651,118246,0.166,rlx,600
C,10,4,0.9,504,9632,0.168,rlx,600
C,10,4,0.7,882,498172,0.986,rlx,600
C,10,4,0.6,1049,7991352,15.445,rlx,600
C,10,8,0.6,4152,238901,0.382,rlx,600
C,10,5,0.7,2157,63,0.004,rlx,600
C,10,3,0.1,0,0,0,rlx,600
C,10,8,0.2,0,0,0,rlx,600
C,10,7,0.4,5493,275242,0.409,rlx,600
C,10,1,0.2,1684,87082,0.125,rlx,600
C,10,6,0.4,4594,4126,0.005,rlx,600
C,10,3,0.8,579,8144,0.044,rlx,600
C,10,8,0.1,0,0,0,rlx,600
C,10,7,0.5,4479,42942,0.06,rlx,600
C,10,6,0.6,2804,852,0.001,rlx,600
C,10,2,0.1,0,0,0,rlx,600
C,10,5,0.3,4477,437,0,rlx,600
C,10,3,0.5,1121,2401308,4.092,rlx,600
C,10,2,0.3,1517,3243511,5.478,rlx,600
C,10,3,0.7,751,32581,0.077,rlx,600
C,10,8,0.6,4025,257898,0.404,rlx,600
C,10,4,0.5,1271,177711624,406.966,rlx,600
C,10,1,0.5,774,2445,0.002,rlx,600
C,10,4,0.5,1296,137612776,341.557,rlx,600
C,10,3,0.3,0,0,0,rlx,600
C,10,1,0.8,412,176,0.002,rlx,600
C,10,4,0.9,504,8628,0.168,rlx,600
C,10,8,0.7,3323,43219,0.086,rlx,600
C,10,3,0.8,579,7974,0.044,rlx,600
C,10,5,0.5,2995,211,0,rlx,600
C,10,6,0.7,2640,256,0.001,rlx,600
C,10,8,0.8,2545,9112,0.048,rlx,600
C,10,1,0.6,633,1028,0.002,rlx,600
C,10,8,0.7,3359,36048,0.083,rlx,600
C,10,8,0.3,0,0,0,rlx,600
C,10,3,0.1,0,0,0,rlx,600
C,10,2,0.2,0,0,0,rlx,600
C,10,1,0.9,370,69,0.001,rlx,600
C,10,4,0.7,914,478454,0.946,rlx,600
C,10,3,0.2,0,0,0,rlx,600
C,10,7,0.1,0,0,0,rlx,600
C,10,2,0.8,495,1132,0.007,rlx,600
C,10,8,0.9,2070,1125,0.039,rlx,600
C,10,2,0.4,1262,273854,0.411,rlx,600
C,10,6,0.8,2055,142,0.001,rlx,600
C,10,5,0.1,8230,1710,0.001,rlx,600
C,10,3,0.1,0,0,0,rlx,600
C,10,4,0.6,993,8764550,16.203,rlx,600
C,10,5,0.5,2828,205,0,rlx,600
C,10,2,0.9,424,247,0.008,rlx,600
C,10,7,0.2,9805,100811687,229.108,rlx,600
C,10,5,0.1,8307,1251,0.001,rlx,600
C,10,3,0.8,543,9272,0.045,rlx,600
C,10,6,0.1,10327,333430596,134.06,rlx,600
