class,mult,type,density,weight,nodes,time,algo,time_limit
C,1,1,0.8,190,1618,0.001,rlx_mt,600
C,1,7,0.7,1030,49542,0.014,rlx_mt,600
C,1,3,0.4,220,16850018,4.642,rlx_mt,600
C,1,8,0.9,1030,21166,0.04,rlx,600
C,1,8,0.1,1040,720888662,57.095,rlx,600
C,1,1,0.1,210,1014347,0.066,rlx,600
C,1,4,0.4,220,757547360,140.129,rlx,600
C,1,5,0.1,1030,138387,0.005,rlx,600
C,1,6,0.9,1029,288,0.001,rlx,600
C,1,1,0.5,200,44096,0.004,rlx,600
C,1,5,0.1,1030,148730,0.006,rlx,600
C,1,6,0.5,1030,94831,0.007,rlx,600
C,1,8,0.8,1030,235933,0.063,rlx,600
C,1,2,0.2,210,18050574,1.448,rlx,600
C,1,6,0.9,1029,298,0.001,rlx,600
C,1,3,0.4,220,33289337,5.183,rlx,600
C,1,8,0.7,1030,1493883,0.169,rlx,600
C,1,5,0.9,1026,54,0,rlx,600
C,1,5,0.7,1030,1031,0,rlx,600
C,1,7,0.8,1030,23925,0.01,rlx,600
C,1,5,0.8,1030,234,0.001,rlx,600
C,1,5,0.3,1030,38100,0.002,rlx,600
C,1,6,0.6,1030,33677,0.003,rlx,600
C,1,8,0.7,1030,1512290,0.167,rlx,600
C,1,4,0.2,0,0,0,rlx,600
C,1,7,0.1,1040,45477332,2.552,rlx,600
C,1,5,0.3,1030,40096,0.002,rlx,600
C,1,5,0.8,1027,291,0,rlx,600
C,1,6,0.5,1030,91874,0.006,rlx,600
C,1,1,0.9,180,459,0.001,rlx,600
C,1,3,0.5,210,11787561,1.671,rlx,600
C,1,7,0.9,1030,2718,0.007,rlx,600
C,1,7,0.8,1030,23947,0.009,rlx,600
C,1,4,0.5,220,220239645,39.009,rlx,600
C,1,6,0.1,1030,2447260,0.087,rlx,600
C,1,5,0.8,1029,269,0,rlx,600
C,1,3,0.9,190,17801,0.042,rlx,600
C,1,5,0.9,1029,49,0,rlx,600
C,1,6,0.3,1030,612757,0.03,rlx,600
C,1,8,0.6,1030,6682510,0.544,rlx,600
C,1,6,0.9,1030,288,0.001,rlx,600
C,1,5,0.6,1030,2797,0,rlx,600
C,1,4,0.4,220,1402532828,233.771,rlx,600
C,1,4,0.6,220,39846271,6.945,rlx,600
C,1,8,0.9,1030,21471,0.045,rlx,600
C,1,2,0.8,194,16201,0.009,rlx,600
C,1,4,0.8,200,1280594,0.354,rlx,600
C,1,3,0.7,200,577025,0.112,rlx,600
C,1,7,0.2,1040,20343141,1.171,rlx,600
C,1,4,0.7,210,6186757,1.103,rlx,600
C,1,3,0.9,190,18162,0.041,rlx,600
C,1,3,0.9,190,17678,0.04,rlx,600
C,1,2,0.3,210,6981505,0.632,rlx,600
C,1,6,0.8,1030,2248,0.001,rlx,600
C,1,7,0.2,1040,21460044,1.223,rlx,600
C,1,8,0.4,1040,62075141,5.116,rlx,600
C,1,1,0.7,190,5981,0.004,rlx,600
C,1,8,0.6,1030,6698323,0.548,rlx,600
C,1,3,0.7,200,596576,0.112,rlx,600
C,1,7,0.1,1040,42604924,2.201,rlx,600
C,1,1,0.3,200,276253,0.023,rlx,600
C,1,8,0.1,1040,715022931,59.63,rlx,600
C,1,6,0.1,1040,2237389,0.086,rlx,600
C,1,3,0.7,207,466328,0.104,rlx,600
C,1,8,0.3,1040,161734841,12.704,rlx,600
C,1,1,0.4,210,131132,0.016,rlx,600
C,1,3,0.8,200,132326,0.056,rlx,600
C,1,7,0.5,1030,1573230,0.107,rlx,600
C,1,2,0.1,210,108022797,9.731,rlx,600
C,1,7,0.9,1030,2510,0.008,rlx,600
C,1,2,0.7,200,58221,0.013,rlx,600
C,1,4,0.2,0,0,0,rlx,600
C,1,4,0.1,0,0,0,rlx,600
C,1,2,0.2,210,21375113,1.741,rlx,600
C,1,8,0.4,1040,64298011,5.342,rlx,600
C,1,5,0.9,1007,77,0,rlx,600
C,1,6,0.6,1030,30149,0.003,rlx,600
C,1,7,0.4,1040,3842930,0.288,rlx,600
C,1,1,0.5,200,40682,0.005,rlx,600
C,1,8,0.8,1030,241878,0.071,rlx,600
C,1,1,0.8,190,2021,0.001,rlx,600
C,1,5,0.4,1030,18598,0.001,rlx,600
C,1,7,0.8,1030,23957,0.011,rlx,600
C,1,1,0.4,208,104987,0.009,rlx,600
C,1,6,0.2,1040,1159514,0.051,rlx,600
C,1,2,0.3,210,6576373,0.633,rlx,600
C,1,8,0.2,1040,343015625,28.992,rlx,600
C,1,5,0.9,1021,48,0,rlx,600
C,1,4,0.2,0,0,0,rlx,600
C,1,1,0.2,210,517780,0.05,rlx,600
C,1,3,0.9,190,17855,0.042,rlx,600
C,1,7,0.6,1030,470925,0.038,rlx,600
C,1,7,0.7,1030,119350,0.016,rlx,600
C,1,8,0.4,1040,63380591,5.031,rlx,600
C,1,2,0.9,180,3269,0.009,rlx,600
C,1,5,0.2,1030,91655,0.004,rlx,600
C,1,1,0.8,189,1993,0.002,rlx,600
C,1,2,0.3,220,5671234,0.584,rlx,600
C,1,1,0.1,210,1600561,0.152,rlx,600
C,1,3,0.9,190,18061,0.041,rlx,600
C,1,4,0.3,0,0,0,rlx,600
C,1,6,0.9,1030,323,0.003,rlx,600
C,1,8,0.4,1040,61694504,5.241,rlx,600
C,1,7,0.4,1040,3982235,0.257,rlx,600
C,1,1,0.9,180,511,0.001,rlx,600
C,1,5,0.4,1030,19481,0.001,rlx,600
C,1,7,0.7,1030,124933,0.024,rlx,600
C,1,5,0.9,1003,49,0,rlx,600
C,1,1,0.8,183,2149,0.001,rlx,600
C,1,1,0.2,210,852471,0.06,rlx,600
C,1,7,0.6,1030,480014,0.036,rlx,600
C,1,5,0.9,1003,74,0,rlx,600
C,1,5,0.8,1029,256,0,rlx,600
C,1,6,0.6,1030,33816,0.003,rlx,600
C,1,5,0.6,1030,2797,0,rlx,600
C,1,3,0.5,210,10087676,1.405,rlx,600
C,1,1,0.3,210,239820,0.02,rlx,600
C,1,3,0.9,190,18480,0.041,rlx,600
C,1,2,0.7,200,56539,0.014,rlx,600
C,1,6,0.5,1030,94831,0.007,rlx,600
C,1,7,0.2,1040,21171609,1.223,rlx,600
C,1,5,0.2,1030,85345,0.003,rlx,600
C,1,6,0.2,1030,1178764,0.053,rlx,600
C,1,6,0.6,1030,32146,0.003,rlx,600
C,1,4,0.7,210,7510305,1.348,rlx,600
C,1,1,0.1,210,1680536,0.1,rlx,600
C,1,3,0.5,210,6654532,1.034,rlx,600
C,1,7,0.5,1040,1454154,0.106,rlx,600
C,1,7,0.2,1040,21282930,1.202,rlx,600
C,1,2,0.4,210,2031419,0.212,rlx,600
C,1,8,0.5,1030,23314299,1.775,rlx,600
C,1,8,0.5,1030,22768833,1.742,rlx,600
C,1,6,0.5,1030,98229,0.011,rlx,600
C,1,1,0.7,200,6107,0.001,rlx,600
C,1,8,0.7,1030,1511731,0.164,rlx,600
C,1,6,0.7,1030,9773,0.002,rlx,600
C,1,4,0.8,200,1120055,0.316,rlx,600
C,1,5,0.6,1030,3121,0,rlx,600
C,1,2,0.5,200,399469,0.05,rlx,600
C,1,5,0.6,1030,2793,0,rlx,600
C,1,3,0.8,200,120011,0.053,rlx,600
C,1,3,0.8,200,124101,0.051,rlx,600
C,1,3,0.3,210,127558487,14.452,rlx,600
C,1,8,0.4,1040,64696571,5.272,rlx,600
C,1,5,0.1,1030,168089,0.005,rlx,600
C,1,8,0.8,1030,240477,0.065,rlx,600
C,1,8,0.4,1040,62678670,4.996,rlx,600
C,1,2,0.2,210,26920347,2.235,rlx,600
C,1,3,0.2,220,703777806,106.436,rlx,600
C,1,8,0.6,1030,6668483,0.55,rlx,600
C,1,4,0.8,200,1261040,0.339,rlx,600
C,1,1,0.3,210,281750,0.023,rlx,600
C,1,6,0.8,1030,2367,0.001,rlx,600
C,1,2,0.3,210,6324712,0.608,rlx,600
C,1,8,0.3,1040,158812104,12.98,rlx,600
C,1,5,0.5,1030,7608,0,rlx,600
C,1,6,0.7,1030,9579,0.001,rlx,600
C,1,1,0.8,188,2082,0.001,rlx,600
C,1,5,0.6,1030,2897,0,rlx,600
C,1,5,0.1,1030,157426,0.005,rlx,600
C,1,3,0.9,190,17442,0.04,rlx,600
C,1,1,0.8,186,1900,0.001,rlx,600
C,1,2,0.4,220,1891433,0.229,rlx,600
C,1,7,0.8,1030,23394,0.008,rlx,600
C,1,8,0.9,1030,21164,0.044,rlx,600
C,1,1,0.9,186,459,0.003,rlx,600
C,1,4,0.2,0,0,0,rlx,600
C,1,8,0.9,1030,21344,0.044,rlx,600
C,1,1,0.1,210,2086385,0.105,rlx,600
C,1,6,0.4,1030,242625,0.014,rlx,600
C,1,2,0.7,200,59666,0.015,rlx,600
C,1,1,0.3,210,176381,0.019,rlx,600
C,1,8,0.5,1040,21531429,1.778,rlx,600
C,1,7,0.3,1040,9447577,0.585,rlx,600
C,1,7,0.9,1030,2569,0.01,rlx,600
C,1,4,0.6,220,39698879,7.084,rlx,600
C,1,3,0.6,210,2586446,0.41,rlx,600
C,1,6,0.2,1030,1233544,0.054,rlx,600
C,1,1,0.3,210,380962,0.038,rlx,600
C,1,5,0.2,1030,76092,0.003,rlx,600
C,1,2,0.5,210,676676,0.076,rlx,600
C,1,5,0.2,1030,85866,0.003,rlx,600
C,1,8,0.8,1030,241486,0.066,rlx,600
C,1,7,0.2,1040,22185566,1.171,rlx,600
C,1,4,0.9,190,134052,0.18,rlx,600
C,1,1,0.6,196,13911,0.002,rlx,600
C,1,7,0.8,1030,23780,0.009,rlx,600
C,1,5,0.4,1030,18743,0.002,rlx,600
C,1,8,0.2,1040,342096691,28.47,rlx,600
C,1,6,0.5,1030,99538,0.007,rlx,600
C,1,3,0.4,210,35684007,4.634,rlx,600
C,1,1,0.1,220,3041247,0.255,rlx,600
C,1,4,0.3,0,0,0,rlx,600
C,1,5,0.3,1030,41852,0.003,rlx,600
C,1,4,0.1,0,0,0,rlx,600
C,1,5,0.5,1030,6987,0,rlx,600
C,1,8,0.9,1030,21875,0.046,rlx,600
C,1,3,0.2,220,703035985,91.007,rlx,600
C,1,2,0.6,200,192136,0.025,rlx,600
C,1,2,0.7,200,52641,0.012,rlx,600
C,1,2,0.2,220,18024481,1.699,rlx,600
C,1,3,0.6,210,2319748,0.339,rlx,600
C,1,1,0.5,200,39657,0.005,rlx,600
C,1,1,0.5,200,36792,0.004,rlx,600
C,1,4,0.7,210,7247036,1.333,rlx,600
C,1,3,0.1,220,2334971585,286.688,rlx,600
C,1,4,0.2,0,0,0,rlx,600
C,1,1,0.9,180,485,0.002,rlx,600
C,1,1,0.2,210,650262,0.057,rlx,600
C,1,4,0.9,199,117267,0.181,rlx,600
C,1,4,0.7,210,8252345,1.498,rlx,600
C,1,4,0.6,210,34144192,5.605,rlx,600
C,1,8,0.6,1030,6735044,0.568,rlx,600
C,1,5,0.7,1030,1072,0.001,rlx,600
C,1,3,0.1,220,3891410901,505.459,rlx,600
C,1,8,0.2,1040,328228160,27.783,rlx,600
C,1,7,0.4,1030,4219961,0.257,rlx,600
C,1,1,0.2,210,559869,0.052,rlx,600
C,1,6,0.4,1030,239033,0.022,rlx,600
C,1,3,0.8,200,126868,0.056,rlx,600
C,1,8,0.1,1040,734448729,59.28,rlx,600
C,1,7,0.5,1040,1458865,0.109,rlx,600
C,1,6,0.6,1030,29604,0.003,rlx,600
C,1,2,0.1,220,58587691,5.78,rlx,600
C,1,5,0.3,1030,36520,0.002,rlx,600
C,1,3,0.5,220,8752019,1.357,rlx,600
C,1,2,0.3,210,5989964,0.56,rlx,600
C,1,3,0.7,208,619146,0.127,rlx,600
C,1,8,0.6,1030,6839149,0.546,rlx,600
C,1,4,0.5,220,162986934,27.485,rlx,600
C,1,1,0.5,200,36721,0.008,rlx,600
C,1,4,0.5,220,240544718,42.658,rlx,600
C,1,3,0.3,220,135031401,19.981,rlx,600
C,1,1,0.8,186,2055,0.002,rlx,600
C,1,4,0.9,190,136562,0.183,rlx,600
C,1,8,0.7,1030,1503276,0.165,rlx,600
C,1,3,0.8,200,124749,0.058,rlx,600
C,1,5,0.5,1030,7329,0,rlx,600
C,1,6,0.7,1030,9762,0.002,rlx,600
C,1,8,0.8,1030,240833,0.064,rlx,600
C,1,1,0.6,200,14210,0.002,rlx,600
C,1,8,0.7,1030,1476044,0.175,rlx,600
C,1,8,0.3,1040,155679554,12.934,rlx,600
C,1,3,0.1,220,2634411285,356.455,rlx,600
C,1,2,0.2,210,25335105,2.221,rlx,600
C,1,1,0.9,180,411,0.001,rlx,600
C,1,4,0.7,210,7062330,1.266,rlx,600
C,1,3,0.2,220,497525950,74.181,rlx,600
C,1,7,0.1,1040,43923977,2.284,rlx,600
C,1,2,0.8,190,16174,0.007,rlx,600
C,1,8,0.9,1030,21058,0.044,rlx,600
C,1,2,0.4,210,1059067,0.127,rlx,600
C,1,6,0.8,1030,2431,0.001,rlx,600
C,1,5,0.1,1030,159831,0.007,rlx,600
C,1,3,0.1,220,3257383507,357.164,rlx,600
C,1,4,0.6,220,44240444,8.237,rlx,600
C,1,5,0.5,1030,7434,0.001,rlx,600
C,1,2,0.9,187,2981,0.012,rlx,600
C,1,7,0.2,1040,21533420,1.241,rlx,600
C,1,5,0.1,1030,176035,0.006,rlx,600
C,1,3,0.8,200,123689,0.053,rlx,600
C,1,6,0.1,1030,2375871,0.091,rlx,600
C,1,3,0.5,210,8823871,1.336,rlx,600
C,1,7,0.7,1030,115623,0.024,rlx,600
C,1,1,0.7,199,6283,0.002,rlx,600
C,1,8,0.6,1030,6613322,0.541,rlx,600
C,1,7,0.4,1030,4283017,0.259,rlx,600
C,1,1,0.4,209,101057,0.01,rlx,600
C,1,3,0.1,220,1983680443,260.338,rlx,600
C,1,3,0.6,210,2687577,0.42,rlx,600
C,1,6,0.2,1030,1201474,0.053,rlx,600
C,1,8,0.8,1030,237199,0.065,rlx,600
C,1,4,0.6,220,40461750,7.368,rlx,600
C,1,4,0.3,0,0,0,rlx,600
C,1,8,0.5,1040,21681237,1.842,rlx,600
C,1,2,0.6,207,206695,0.03,rlx,600
C,1,5,0.8,1029,271,0,rlx,600
C,1,6,0.3,1040,556779,0.046,rlx,600
C,1,6,0.4,1030,244615,0.014,rlx,600
C,1,3,0.4,220,32316461,5.069,rlx,600
C,1,6,0.5,1030,96164,0.007,rlx,600
C,1,5,0.8,1029,283,0,rlx,600
C,1,1,0.2,210,488563,0.038,rlx,600
C,1,2,0.2,210,33027330,2.888,rlx,600
C,1,2,0.3,210,2482307,0.308,rlx,600
C,1,7,0.6,1030,474361,0.04,rlx,600
C,1,4,0.1,0,0,0,rlx,600
C,1,6,0.4,1030,269146,0.015,rlx,600
C,1,8,0.3,1030,163115064,12.923,rlx,600
C,1,2,0.1,220,86709323,7.113,rlx,600
C,1,3,0.3,220,140369704,19.823,rlx,600
C,1,8,0.2,1040,337909414,28.818,rlx,600
C,1,1,0.7,198,5805,0.003,rlx,600
C,1,8,0.8,1040,236433,0.065,rlx,600
C,1,8,0.4,1040,65835651,5.244,rlx,600
C,1,1,0.3,210,298317,0.031,rlx,600
C,1,8,0.6,1040,6017664,0.543,rlx,600
C,1,8,0.7,1040,1330533,0.17,rlx,600
C,1,7,0.9,1030,2617,0.007,rlx,600
C,1,8,0.7,1040,1418209,0.177,rlx,600
C,1,8,0.5,1030,23294551,1.82,rlx,600
C,1,2,0.6,200,191507,0.031,rlx,600
C,1,5,0.4,1030,16809,0.002,rlx,600
C,1,6,0.4,1030,251739,0.014,rlx,600
C,1,3,0.6,210,1881370,0.31,rlx,600
C,1,6,0.5,1030,101978,0.007,rlx,600
C,1,5,0.7,1030,1084,0,rlx,600
C,1,5,0.1,1030,163299,0.005,rlx,600
C,1,1,0.5,200,33212,0.004,rlx,600
C,1,2,0.7,199,55452,0.018,rlx,600
C,1,5,0.1,1030,155237,0.005,rlx,600
C,1,5,0.1,1030,154017,0.005,rlx,600
C,1,4,0.1,0,0,0,rlx,600
C,1,8,0.8,1030,238990,0.07,rlx,600
C,1,6,0.2,1030,1263142,0.054,rlx,600
C,1,3,0.8,200,130493,0.057,rlx,600
C,1,4,0.1,0,0,0,rlx,600
C,1,4,0.3,0,0,0,rlx,600
C,1,7,0.4,1030,4316904,0.267,rlx,600
C,1,3,0.6,210,2268458,0.351,rlx,600
C,1,2,0.1,210,27212820,2.657,rlx,600
C,1,3,0.4,220,32384530,4.727,rlx,600
C,1,5,0.1,1030,151857,0.006,rlx,600
C,1,7,0.1,1040,43630792,2.493,rlx,600
C,1,4,0.5,220,224621406,38.555,rlx,600
C,1,8,0.1,1040,673003756,57.406,rlx,600
C,1,6,0.9,1029,290,0.001,rlx,600
C,1,4,0.8,200,1217780,0.336,rlx,600
C,1,4,0.4,220,1153918894,204.518,rlx,600
C,1,2,0.4,210,1626975,0.182,rlx,600
C,1,5,0.3,1030,37063,0.002,rlx,600
C,1,5,0.2,1030,79723,0.003,rlx,600
C,1,7,0.4,1030,4135841,0.255,rlx,600
C,1,3,0.9,190,17521,0.044,rlx,600
C,1,5,0.6,1030,3132,0,rlx,600
C,1,6,0.2,1040,1077689,0.054,rlx,600
C,1,6,0.9,1030,261,0.001,rlx,600
C,1,8,0.3,1040,153695702,12.976,rlx,600
C,1,5,0.6,1030,2919,0,rlx,600
C,1,6,0.7,1030,10221,0.004,rlx,600
C,1,2,0.9,184,2966,0.015,rlx,600
C,1,4,0.3,0,0,0,rlx,600
C,1,5,0.3,1030,41655,0.002,rlx,600
C,1,6,0.6,1030,32822,0.004,rlx,600
C,1,2,0.9,185,2870,0.009,rlx,600
C,1,6,0.7,1030,9565,0.002,rlx,600
C,1,4,0.1,0,0,0,rlx,600
C,1,6,0.7,1030,9432,0.001,rlx,600
C,1,4,0.8,200,1269538,0.357,rlx,600
C,1,1,0.4,200,87497,0.009,rlx,600
C,1,6,0.8,1030,2320,0.001,rlx,600
C,1,3,0.9,190,17944,0.044,rlx,600
C,1,8,0.3,1040,160318005,13.004,rlx,600
C,1,7,0.7,1030,121148,0.017,rlx,600
C,1,6,0.5,1030,95488,0.007,rlx,600
C,1,7,0.5,1040,1500887,0.102,rlx,600
C,1,3,0.3,220,118032170,17.584,rlx,600
C,1,1,0.6,190,14660,0.002,rlx,600
C,1,3,0.2,220,304431134,41.176,rlx,600
C,1,3,0.2,220,766964069,99.705,rlx,600
C,1,2,0.4,220,1522833,0.191,rlx,600
C,1,5,0.3,1030,38184,0.002,rlx,600
C,1,3,0.2,220,672914288,93.463,rlx,600
C,1,8,0.5,1030,23225363,1.834,rlx,600
C,1,8,0.9,1030,21382,0.044,rlx,600
C,1,6,0.7,1030,9561,0.002,rlx,600
C,1,4,0.3,0,0,0,rlx,600
C,1,2,0.6,200,209912,0.034,rlx,600
C,1,7,0.2,1040,20373350,1.156,rlx,600
C,1,6,0.2,1030,1231713,0.053,rlx,600
C,1,1,0.1,210,1017738,0.098,rlx,600
C,1,3,0.3,220,167363340,22.712,rlx,600
C,1,1,0.1,210,2036430,0.164,rlx,600
C,1,8,0.2,1040,330422616,28.522,rlx,600
C,1,4,0.1,0,0,0,rlx,600
C,1,7,0.7,1030,120665,0.016,rlx,600
C,1,8,0.7,1030,1502482,0.174,rlx,600
C,1,4,0.9,192,128874,0.187,rlx,600
C,1,5,0.5,1030,6809,0,rlx,600
C,1,4,0.4,220,958392994,174.096,rlx,600
C,1,6,0.3,1030,565782,0.029,rlx,600
C,1,6,0.3,1030,612801,0.031,rlx,600
C,1,2,0.8,190,16355,0.012,rlx,600
C,1,7,0.5,1040,1480518,0.102,rlx,600
C,1,5,0.4,1030,16604,0.001,rlx,600
C,1,7,0.9,1030,2597,0.007,rlx,600
C,1,6,0.7,1030,9531,0.001,rlx,600
C,1,3,0.7,207,533528,0.109,rlx,600
C,1,2,0.8,190,16959,0.01,rlx,600
C,1,6,0.5,1030,94393,0.006,rlx,600
C,1,7,0.5,1030,1581143,0.104,rlx,600
C,1,8,0.9,1030,21618,0.043,rlx,600
C,1,4,0.2,0,0,0,rlx,600
C,1,8,0.1,1040,698874891,61.353,rlx,600
C,1,2,0.4,210,1830837,0.202,rlx,600
C,1,4,0.2,0,0,0,rlx,600
C,1,3,0.5,210,8261568,1.231,rlx,600
C,1,2,0.8,190,16193,0.009,rlx,600
C,1,7,0.3,1030,10476374,0.607,rlx,600
C,1,5,0.6,1030,2844,0.001,rlx,600
C,1,2,0.5,210,607296,0.072,rlx,600
C,1,1,0.8,189,2079,0.002,rlx,600
C,1,5,0.7,1030,1008,0,rlx,600
C,1,4,0.7,210,7516007,1.351,rlx,600
C,1,1,0.9,179,538,0.001,rlx,600
C,1,6,0.8,1030,2320,0.003,rlx,600
C,1,4,0.8,200,1269535,0.351,rlx,600
C,1,6,0.7,1030,9509,0.002,rlx,600
C,1,3,0.2,220,853828476,119.428,rlx,600
C,1,7,0.8,1030,23586,0.016,rlx,600
C,1,2,0.5,210,585440,0.069,rlx,600
C,1,4,0.8,210,1085895,0.339,rlx,600
C,1,3,0.7,200,678724,0.125,rlx,600
C,1,7,0.8,1030,23990,0.009,rlx,600
C,1,5,0.5,1030,7486,0,rlx,600
C,1,7,0.1,1040,44770184,2.46,rlx,600
C,1,3,0.2,220,653208611,88.542,rlx,600
C,1,5,0.2,1030,78792,0.003,rlx,600
C,1,4,0.5,220,193048491,35.47,rlx,600
C,1,7,0.4,1030,4301825,0.26,rlx,600
C,1,2,0.5,210,686983,0.089,rlx,600
C,1,1,0.4,210,103793,0.018,rlx,600
C,1,3,0.3,220,177222600,27.15,rlx,600
C,1,3,0.7,200,576027,0.113,rlx,600
C,1,7,0.2,1040,22516885,1.329,rlx,600
C,1,6,0.1,1040,2320922,0.097,rlx,600
C,1,4,0.3,0,0,0,rlx,600
C,1,3,0.4,220,44940358,7.14,rlx,600
C,1,2,0.6,200,156260,0.024,rlx,600
C,1,5,0.7,1030,891,0,rlx,600
C,1,2,0.9,182,3057,0.007,rlx,600
C,1,3,0.5,210,12312661,1.71,rlx,600
C,1,7,0.3,1040,9775502,0.601,rlx,600
C,1,4,0.4,220,1182210641,216.231,rlx,600
C,1,1,0.6,199,16331,0.002,rlx,600
C,1,7,0.4,1030,4065568,0.253,rlx,600
C,1,1,0.7,190,6449,0.002,rlx,600
C,1,3,0.6,210,2467950,0.377,rlx,600
C,1,4,0.9,190,131860,0.196,rlx,600
C,1,5,0.4,1030,16090,0.001,rlx,600
C,1,4,0.6,210,40970518,6.42,rlx,600
C,1,4,0.7,210,8230382,1.459,rlx,600
C,1,5,0.3,1030,41511,0.004,rlx,600
C,1,4,0.5,220,191905600,34.552,rlx,600
C,1,7,0.8,1030,23553,0.008,rlx,600
C,1,1,0.7,190,6697,0.001,rlx,600
C,1,5,0.3,1030,39313,0.002,rlx,600
C,1,1,0.7,200,5760,0.001,rlx,600
C,1,7,0.7,1030,119747,0.017,rlx,600
C,1,5,0.5,1030,7251,0,rlx,600
C,1,4,0.7,210,7711455,1.397,rlx,600
C,1,5,0.8,1029,272,0,rlx,600
C,1,2,0.9,190,2939,0.008,rlx,600
C,1,4,0.3,0,0,0,rlx,600
C,1,4,0.9,190,133891,0.181,rlx,600
C,1,8,0.2,1040,340796821,28.814,rlx,600
C,1,1,0.9,180,488,0.001,rlx,600
C,1,1,0.9,180,536,0.002,rlx,600
C,1,1,0.5,200,40188,0.005,rlx,600
C,1,5,0.4,1030,17862,0.001,rlx,600
C,1,1,0.9,180,475,0.002,rlx,600
C,1,5,0.4,1030,18197,0.001,rlx,600
C,1,3,0.6,210,2365493,0.383,rlx,600
C,1,5,0.9,1019,59,0,rlx,600
C,1,8,0.5,1040,21334891,1.805,rlx,600
C,1,6,0.1,1030,2474505,0.096,rlx,600
C,1,8,0.4,1040,65289059,5.357,rlx,600
C,1,6,0.2,1030,1276587,0.058,rlx,600
C,1,2,0.8,190,15918,0.008,rlx,600
C,1,3,0.6,210,2088022,0.328,rlx,600
C,1,1,0.6,190,19654,0.002,rlx,600
C,1,1,0.8,189,2025,0.002,rlx,600
C,1,2,0.8,190,16622,0.008,rlx,600
C,1,6,0.8,1030,2110,0.001,rlx,600
C,1,2,0.1,220,55516261,5.623,rlx,600
C,1,6,0.9,1028,327,0.002,rlx,600
C,1,2,0.5,210,621993,0.077,rlx,600
C,1,6,0.1,1030,2489253,0.094,rlx,600
C,1,8,0.1,1040,702672163,57.988,rlx,600
C,1,4,0.4,220,808283176,148.545,rlx,600
C,1,2,0.8,200,13813,0.011,rlx,600
C,1,6,0.6,1030,33028,0.007,rlx,600
C,1,2,0.5,209,593711,0.071,rlx,600
C,1,6,0.8,1030,2191,0.001,rlx,600
C,1,6,0.9,1030,276,0.002,rlx,600
C,1,4,0.1,0,0,0,rlx,600
C,1,3,0.4,210,34738175,4.626,rlx,600
C,1,8,0.7,1030,1510421,0.168,rlx,600
C,1,6,0.3,1030,595319,0.03,rlx,600
C,1,2,0.9,184,3060,0.007,rlx,600
C,1,1,0.6,200,16008,0.002,rlx,600
C,1,4,0.4,220,1777533116,286.014,rlx,600
C,1,7,0.6,1040,426618,0.037,rlx,600
C,1,3,0.2,220,672979051,78.837,rlx,600
C,1,7,0.7,1030,124777,0.018,rlx,600
C,1,7,0.5,1030,1563031,0.103,rlx,600
C,1,8,0.9,1030,21526,0.038,rlx,600
C,1,6,0.4,1040,219431,0.014,rlx,600
C,1,1,0.6,200,13919,0.002,rlx,600
C,1,8,0.3,1040,150370876,12.792,rlx,600
C,1,7,0.9,1030,2628,0.007,rlx,600
C,1,1,0.4,200,97710,0.009,rlx,600
C,1,3,0.1,220,1968055983,284.862,rlx,600
C,1,7,0.3,1030,10345271,0.602,rlx,600
C,1,6,0.8,1030,2360,0.001,rlx,600
C,1,8,0.5,1040,21378079,1.781,rlx,600
C,1,7,0.5,1030,1572910,0.105,rlx,600
C,1,1,0.3,210,431718,0.041,rlx,600
C,1,8,0.8,1030,235771,0.063,rlx,600
C,1,1,0.2,210,786737,0.064,rlx,600
C,1,5,0.9,1006,52,0,rlx,600
C,1,1,0.6,200,15864,0.005,rlx,600
C,1,8,0.4,1030,66541174,5.2,rlx,600
C,1,2,0.2,220,17047977,1.847,rlx,600
C,1,8,0.3,1040,154481613,12.665,rlx,600
C,1,4,0.2,0,0,0,rlx,600
C,1,4,0.5,220,262604039,45.076,rlx,600
C,1,1,0.3,210,274907,0.024,rlx,600
C,1,8,0.6,1030,6717446,0.551,rlx,600
C,1,1,0.3,200,175317,0.018,rlx,600
C,1,3,0.6,210,2118915,0.322,rlx,600
C,1,1,0.4,200,87952,0.01,rlx,600
C,1,8,0.6,1030,6709068,0.542,rlx,600
C,1,2,0.6,209,181765,0.025,rlx,600
C,1,2,0.4,210,2205472,0.248,rlx,600
C,1,1,0.8,195,2022,0.001,rlx,600
C,1,8,0.3,1040,148665909,12.386,rlx,600
C,1,2,0.3,210,7589682,0.748,rlx,600
C,1,3,0.1,220,2856122392,364.143,rlx,600
C,1,2,0.9,180,3064,0.009,rlx,600
C,1,2,0.5,210,560513,0.07,rlx,600
C,1,1,0.2,210,1106927,0.081,rlx,600
C,1,5,0.5,1030,7154,0,rlx,600
C,1,4,0.6,210,38252891,5.969,rlx,600
C,1,4,0.4,220,1025129435,182.486,rlx,600
C,1,2,0.3,210,5809712,0.609,rlx,600
C,1,6,0.8,1030,2229,0.001,rlx,600
C,1,5,0.6,1030,2934,0,rlx,600
C,1,7,0.5,1030,1542510,0.102,rlx,600
C,1,4,0.6,210,32921866,5.362,rlx,600
C,1,3,0.8,200,126876,0.057,rlx,600
C,1,6,0.1,1030,2463399,0.092,rlx,600
C,1,5,0.4,1030,17679,0.001,rlx,600
C,1,8,0.1,1040,718294978,58.526,rlx,600
C,1,2,0.9,182,2999,0.011,rlx,600
