instance;weight;size;nodes;n_cut_weight;avg_cc;avg_min_k;avg_ratio;time
BPPC_5_0_4.txt_0.7.bz2;1030;3;628;148;3.72351;1.32719;0.360141;1
BPPC_5_0_4.txt_0.3.bz2;1030;3;9448;3145;5.6262;2.9922;0.512062;2
BPPC_7_0_5.txt_0.6.bz2;1030;3;127821;42201;4.64155;2.22455;0.468178;37
BPPC_1_0_7.txt_0.5.bz2;200;5;22223;11000;5.15594;2.15069;0.43157;9
BPPC_1_0_10.txt_0.7.bz2;200;5;4577;1833;4.54943;1.37164;0.337503;3
BPPC_5_0_6.txt_0.6.bz2;1030;3;1676;395;3.92489;1.38218;0.361042;0
BPPC_7_0_8.txt_0.9.bz2;1030;3;2037;298;3.34735;1.17671;0.350092;10
BPPC_6_0_3.txt_0.3.bz2;1040;4;79913;31206;7.9725;5.22535;0.621244;28
BPPC_6_0_3.txt_0.4.bz2;1030;3;49547;16732;5.74888;3.22592;0.534432;13
BPPC_2_0_5.txt_0.8.bz2;190;4;11469;4771;4.05046;1.37364;0.36236;9
BPPC_1_0_6.txt_0.8.bz2;195;5;1562;501;3.75911;1.25408;0.347417;1
BPPC_6_0_8.txt_0.6.bz2;1030;3;11613;3453;4.19852;1.7182;0.406962;3
BPPC_7_0_2.txt_0.8.bz2;1030;3;13941;3718;3.7289;1.25545;0.348112;11
BPPC_3_0_8.txt_0.3.bz2;220;7;58922481;45398865;17.5468;10.4244;0.63711;19002
BPPC_1_0_10.txt_0.4.bz2;210;6;83551;48738;6.23074;2.40015;0.421875;12
BPPC_6_0_10.txt_0.6.bz2;1030;3;11638;3766;4.31568;1.74429;0.407811;3
BPPC_1_0_2.txt_0.1.bz2;210;6;455462;347347;19.0413;8.05997;0.54983;87
BPPC_7_0_2.txt_0.7.bz2;1030;3;49416;14940;4.05767;1.54628;0.388129;15
BPPC_6_0_7.txt_0.1.bz2;1030;3;169255;61644;14.9087;10.921;0.706962;81
BPPC_7_0_5.txt_0.4.bz2;1030;3;433008;161053;8.17861;5.54846;0.6398;239
BPPC_5_0_2.txt_0.8.bz2;1029;3;215;25;3.54745;1.27932;0.359763;0
BPPC_3_0_6.txt_0.8.bz2;200;5;85225;43657;4.41627;1.48951;0.366502;55
BPPC_4_0_6.txt_0.7.bz2;210;6;4802323;3018014;5.71108;2.20923;0.435898;1313
BPPC_2_0_3.txt_0.5.bz2;210;6;376035;235875;6.96552;2.65878;0.441777;67
BPPC_3_0_7.txt_0.7.bz2;207;6;306026;181378;4.89447;1.88702;0.411278;103
BPPC_3_0_5.txt_0.1.bz2;220;7;494575000;419156450;54.0969;24.7478;0.650868;249358
BPPC_3_0_1.txt_0.2.bz2;220;7;221011219;176339615;26.2666;16.8181;0.711646;102169
BPPC_6_0_4.txt_0.1.bz2;1030;3;199469;96061;16.0802;10.9928;0.696521;91
BPPC_6_0_8.txt_0.8.bz2;1030;3;1639;314;3.66357;1.24909;0.349064;1
BPPC_3_0_2.txt_0.3.bz2;220;7;59539317;45690127;14.8214;7.49375;0.597727;19400
BPPC_7_0_6.txt_0.3.bz2;1030;3;768400;308369;11.2119;8.55815;0.71396;553
BPPC_3_0_10.txt_0.4.bz2;210;6;17662779;13103169;13.2846;5.7007;0.563488;5337
BPPC_4_0_5.txt_0.8.bz2;208;6;815720;456795;4.70766;1.49724;0.369024;342
BPPC_5_0_7.txt_0.8.bz2;1029;3;192;21;3.53401;1.31746;0.369886;0
BPPC_2_0_3.txt_0.9.bz2;184;4;2550;822;3.42766;1.12504;0.336071;8
BPPC_2_0_6.txt_0.6.bz2;200;5;112314;65144;5.83969;2.06059;0.410066;25
BPPC_6_0_7.txt_0.4.bz2;1030;3;49194;16675;5.77829;3.13273;0.522169;14
BPPC_4_0_9.txt_0.2.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_4_0_4.txt_0.7.bz2;210;6;3804079;2512200;7.58544;2.46836;0.430866;1066
BPPC_3_0_3.txt_0.2.bz2;220;7;199413998;160820473;27.708;18.2998;0.717548;83809
BPPC_2_0_3.txt_0.8.bz2;190;4;11795;5185;4.09893;1.32026;0.348138;8
BPPC_2_0_7.txt_0.8.bz2;200;5;10464;4417;4.30457;1.3745;0.353351;8
BPPC_1_0_1.txt_0.9.bz2;180;3;439;113;3.59905;1.13222;0.328346;1
BPPC_3_0_10.txt_0.2.bz2;220;7;220623202;182315855;30.6648;15.7774;0.643845;77589
BPPC_6_0_10.txt_0.9.bz2;1028;3;238;8;3.47416;1.32873;0.378339;1
BPPC_1_0_2.txt_0.9.bz2;180;3;460;116;3.59147;1.13036;0.327208;2
BPPC_8_0_3.txt_0.2.bz2;1040;4;9136880;3513537;25.8098;23.1694;0.840779;27038
BPPC_2_0_5.txt_0.9.bz2;185;4;2354;664;3.46441;1.15367;0.341037;8
BPPC_7_0_6.txt_0.4.bz2;1030;3;467895;180396;8.07953;5.5426;0.645183;247
BPPC_2_0_5.txt_0.2.bz2;220;7;7738233;6038190;19.1211;9.95608;0.609801;1761
BPPC_8_0_1.txt_0.7.bz2;1040;4;411485;138192;4.4675;1.96655;0.443616;166
BPPC_7_0_2.txt_0.6.bz2;1030;3;124523;39336;4.61807;2.21261;0.467169;37
BPPC_4_0_5.txt_0.3.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_7_0_7.txt_0.3.bz2;1030;3;718532;265459;10.9133;8.31819;0.706225;553
BPPC_8_0_6.txt_0.1.bz2;1040;4;14622387;6695470;43.7516;39.6484;0.875148;57370
BPPC_7_0_2.txt_0.2.bz2;1040;4;1174959;478825;16.0206;13.2423;0.768755;1153
BPPC_4_0_7.txt_0.2.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_8_0_10.txt_0.3.bz2;1030;3;6658921;2989267;17.3429;14.6426;0.784949;12012
BPPC_1_0_5.txt_0.6.bz2;200;5;9923;5094;4.68389;1.6918;0.383084;2
BPPC_8_0_4.txt_0.5.bz2;1030;3;2258240;892840;8.034;5.45705;0.642263;1752
BPPC_4_0_7.txt_0.9.bz2;190;4;99843;43305;4.18707;1.21275;0.335413;178
BPPC_4_0_5.txt_0.9.bz2;190;4;100292;42869;4.14036;1.23702;0.34139;181
BPPC_6_0_2.txt_0.6.bz2;1030;3;13375;4212;4.14979;1.70196;0.405425;4
BPPC_6_0_8.txt_0.9.bz2;1029;3;234;11;3.50119;1.27986;0.367527;1
BPPC_5_0_4.txt_0.9.bz2;1021;3;37;0;3.47214;1.27209;0.367726;0
BPPC_3_0_5.txt_0.3.bz2;210;6;46689250;36879083;22.4807;10.1286;0.582326;14170
BPPC_8_0_5.txt_0.8.bz2;1030;3;120048;36141;3.77569;1.32953;0.360545;62
BPPC_5_0_3.txt_0.2.bz2;1030;3;13232;4504;7.32591;3.7943;0.538324;2
BPPC_4_0_7.txt_0.8.bz2;200;5;903618;492015;4.82209;1.49769;0.366409;342
BPPC_5_0_2.txt_0.5.bz2;1030;3;3083;843;4.28034;1.76331;0.408121;0
BPPC_4_0_3.txt_0.4.bz2;220;7;333990622;267770987;19.5242;7.86313;0.603255;144463
BPPC_4_0_5.txt_0.2.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_1_0_1.txt_0.7.bz2;200;5;4161;1708;4.058;1.474;0.373612;2
BPPC_6_0_4.txt_0.9.bz2;1029;3;237;12;3.43154;1.32958;0.381245;3
BPPC_3_0_5.txt_0.8.bz2;200;5;86928;45331;4.71266;1.44701;0.353018;53
BPPC_3_0_3.txt_0.7.bz2;210;6;364764;216392;4.68212;1.81576;0.404743;113
BPPC_1_0_10.txt_0.5.bz2;200;5;31312;16180;4.89374;1.85332;0.396374;6
BPPC_3_0_2.txt_0.4.bz2;220;7;17568042;12749238;11.0822;4.9825;0.528851;4808
BPPC_5_0_5.txt_0.3.bz2;1030;3;8575;2661;5.41335;2.84152;0.50152;1
BPPC_1_0_3.txt_0.9.bz2;180;3;463;123;3.59933;1.19452;0.340265;1
BPPC_7_0_10.txt_0.5.bz2;1030;3;254791;90597;5.94;3.50091;0.56027;99
BPPC_3_0_3.txt_0.3.bz2;220;7;60681491;48112384;20.8969;8.35614;0.578721;19403
BPPC_2_0_1.txt_0.8.bz2;190;4;11925;4750;4.14554;1.30276;0.34363;13
BPPC_1_0_6.txt_0.1.bz2;210;6;628943;436821;15.9081;9.71576;0.667168;143
BPPC_7_0_9.txt_0.6.bz2;1030;3;132198;43811;4.65325;2.23763;0.469417;41
BPPC_3_0_8.txt_0.8.bz2;200;5;90071;45900;4.16171;1.42257;0.361933;54
BPPC_3_0_3.txt_0.8.bz2;200;5;89729;46104;4.15767;1.40708;0.359034;63
BPPC_7_0_1.txt_0.4.bz2;1030;3;430529;156197;8.08146;5.55468;0.645592;247
BPPC_6_0_6.txt_0.4.bz2;1030;3;45780;16319;6.03338;3.48815;0.554334;14
BPPC_6_0_5.txt_0.1.bz2;1030;3;185313;83597;14.9562;11.065;0.69643;82
BPPC_4_0_10.txt_0.8.bz2;200;5;883272;489681;4.67807;1.49726;0.366925;353
BPPC_8_0_5.txt_0.4.bz2;1030;3;3796841;1443740;11.4812;8.96505;0.729128;4843
BPPC_4_0_1.txt_0.5.bz2;220;7;111640263;83944039;15.4506;6.02831;0.555524;37525
BPPC_3_0_8.txt_0.2.bz2;220;7;226105300;185178374;25.5275;13.0261;0.656793;86569
BPPC_4_0_10.txt_0.7.bz2;210;6;5336222;3305806;5.16809;2.04357;0.42115;1417
BPPC_7_0_2.txt_0.1.bz2;1040;4;1644292;682873;23.3949;19.6975;0.7964;2005
BPPC_6_0_6.txt_0.8.bz2;1030;3;1582;319;3.61896;1.26789;0.354624;1
BPPC_7_0_9.txt_0.8.bz2;1030;3;14233;3761;3.63943;1.25465;0.35059;9
BPPC_3_0_4.txt_0.1.bz2;220;7;599578089;487816939;44.6654;30.5961;0.741615;271752
BPPC_5_0_6.txt_0.9.bz2;1030;3;54;1;3.6085;1.23952;0.352016;0
BPPC_8_0_8.txt_0.5.bz2;1040;4;2205052;886474;8.07923;5.52582;0.649304;1759
BPPC_4_0_3.txt_0.2.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_6_0_1.txt_0.1.bz2;1030;3;160581;55613;13.2717;10.1313;0.708985;79
BPPC_6_0_1.txt_0.5.bz2;1030;3;25057;8287;4.83;2.30097;0.469763;6
BPPC_8_0_8.txt_0.4.bz2;1040;4;3927744;1576356;11.8142;9.33194;0.737458;5158
BPPC_5_0_8.txt_0.8.bz2;1029;3;201;24;3.49118;1.31385;0.371809;1
BPPC_3_0_5.txt_0.7.bz2;200;5;358922;215345;5.17387;1.89561;0.407643;110
BPPC_5_0_8.txt_0.1.bz2;1030;3;19127;5211;9.17923;6.27208;0.63723;5
BPPC_3_0_1.txt_0.3.bz2;220;7;77713524;60777068;18.1313;9.36148;0.61646;26032
BPPC_3_0_7.txt_0.5.bz2;210;6;3292673;2292557;8.82439;3.80432;0.519398;1024
BPPC_2_0_9.txt_0.7.bz2;199;5;35229;20155;5.22269;1.82494;0.389639;11
BPPC_2_0_4.txt_0.2.bz2;210;6;7656457;5816672;18.9043;8.51928;0.570486;1625
BPPC_1_0_9.txt_0.3.bz2;200;5;84920;52234;8.51182;4.19035;0.530524;17
BPPC_7_0_10.txt_0.2.bz2;1030;3;1304553;624137;15.7749;12.8441;0.750949;1090
BPPC_8_0_9.txt_0.8.bz2;1030;3;118046;36749;3.69252;1.32745;0.361541;61
BPPC_2_0_6.txt_0.5.bz2;210;6;320537;202209;6.44499;2.72749;0.463882;62
BPPC_5_0_1.txt_0.4.bz2;1030;3;5157;1595;4.71717;2.11027;0.443616;1
BPPC_6_0_6.txt_0.3.bz2;1030;3;77382;27803;7.35662;4.71683;0.599671;26
BPPC_6_0_4.txt_0.2.bz2;1030;3;116511;40378;9.98248;7.04932;0.663553;48
BPPC_3_0_4.txt_0.5.bz2;220;7;5150008;3635524;7.37665;3.18395;0.482562;1326
BPPC_2_0_10.txt_0.6.bz2;207;6;131949;73689;5.81653;2.21518;0.423241;29
BPPC_5_0_9.txt_0.4.bz2;1030;3;5125;1763;5.31858;2.30555;0.446327;1
BPPC_3_0_3.txt_0.1.bz2;220;7;724131759;619514103;54.9212;32.3435;0.728632;335382
BPPC_4_0_6.txt_0.6.bz2;210;6;25152899;17329640;6.74485;2.86125;0.473065;7242
BPPC_7_0_10.txt_0.9.bz2;1030;3;1996;277;3.33824;1.18658;0.35219;11
BPPC_8_0_7.txt_0.9.bz2;1030;3;14945;3303;3.44983;1.16612;0.34445;44
BPPC_1_0_4.txt_0.9.bz2;179;3;485;153;3.47116;1.22547;0.354431;3
BPPC_5_0_1.txt_0.9.bz2;1003;3;63;3;3.37322;1.22237;0.36047;0
BPPC_3_0_2.txt_0.1.bz2;220;7;719446237;603474500;48.2806;31.5531;0.736393;409564
BPPC_2_0_7.txt_0.1.bz2;220;7;19144523;15471981;29.971;15.2722;0.644266;5680
BPPC_2_0_3.txt_0.2.bz2;220;7;9027429;7285787;20.2398;12.4958;0.668782;2080
BPPC_5_0_8.txt_0.3.bz2;1030;3;8336;2602;5.42049;2.80724;0.497766;1
BPPC_6_0_10.txt_0.8.bz2;1030;3;1552;309;3.55162;1.27647;0.358744;2
BPPC_7_0_10.txt_0.7.bz2;1030;3;46824;13024;3.97089;1.56644;0.393511;16
BPPC_5_0_8.txt_0.7.bz2;1030;3;724;142;3.65019;1.2683;0.350817;0
BPPC_5_0_6.txt_0.3.bz2;1030;3;8616;2215;5.57658;2.98453;0.516607;3
BPPC_1_0_1.txt_0.5.bz2;200;5;25113;13833;5.95103;2.06344;0.399836;5
BPPC_7_0_1.txt_0.8.bz2;1030;3;14123;3688;3.75738;1.28777;0.352787;9
BPPC_2_0_7.txt_0.7.bz2;198;5;38067;19590;4.4425;1.5757;0.376293;15
BPPC_5_0_1.txt_0.5.bz2;1030;3;3009;804;4.14377;1.66289;0.399433;0
BPPC_4_0_10.txt_0.2.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_5_0_2.txt_0.1.bz2;1030;3;20902;7492;9.16094;6.14799;0.626087;5
BPPC_5_0_3.txt_0.9.bz2;1029;3;46;0;3.49902;1.28821;0.368193;0
BPPC_3_0_7.txt_0.1.bz2;220;7;243165813;204285245;59.7698;29.8713;0.690278;153354
BPPC_7_0_1.txt_0.2.bz2;1040;4;1046170;367871;15.2696;12.4412;0.756371;1045
BPPC_1_0_5.txt_0.9.bz2;180;3;465;138;3.55947;1.23089;0.35184;1
BPPC_7_0_5.txt_0.5.bz2;1030;3;250432;84334;5.96827;3.51211;0.560509;102
BPPC_2_0_1.txt_0.5.bz2;210;6;359474;228198;6.96647;2.85662;0.464553;78
BPPC_1_0_10.txt_0.3.bz2;210;6;227168;137714;7.72682;3.65314;0.498457;38
BPPC_2_0_8.txt_0.2.bz2;210;6;6693180;5036474;17.8382;9.80272;0.598786;1389
BPPC_5_0_7.txt_0.7.bz2;1030;3;624;112;3.6545;1.31483;0.361015;0
BPPC_1_0_8.txt_0.7.bz2;190;4;3765;1553;4.27986;1.49957;0.369034;1
BPPC_2_0_7.txt_0.4.bz2;210;6;904078;607220;8.16492;3.81374;0.515453;193
BPPC_3_0_6.txt_0.7.bz2;207;6;349211;207596;5.13706;1.77324;0.392594;109
BPPC_4_0_3.txt_0.6.bz2;210;6;18286010;12935183;8.59988;4.0418;0.500602;5424
BPPC_8_0_8.txt_0.7.bz2;1040;4;426542;142076;4.29938;1.93682;0.443198;179
BPPC_1_0_9.txt_0.9.bz2;186;4;402;111;3.83056;1.20467;0.333248;1
BPPC_8_0_1.txt_0.9.bz2;1030;3;15161;3289;3.44636;1.16274;0.344381;42
BPPC_6_0_6.txt_0.7.bz2;1030;3;5306;1462;3.7931;1.34005;0.359319;2
BPPC_3_0_6.txt_0.4.bz2;210;6;15059453;11221136;12.0571;5.8128;0.566005;4562
BPPC_8_0_6.txt_0.9.bz2;1030;3;14858;3330;3.41892;1.16291;0.344905;40
BPPC_7_0_3.txt_0.2.bz2;1040;4;1103667;430882;16.0436;13.3435;0.773482;1146
BPPC_5_0_9.txt_0.6.bz2;1030;3;1265;308;3.87281;1.46273;0.379523;0
BPPC_6_0_4.txt_0.8.bz2;1030;3;1439;283;3.5481;1.26867;0.357578;3
BPPC_2_0_5.txt_0.6.bz2;200;5;118823;71155;5.54956;2.10654;0.416947;27
BPPC_2_0_3.txt_0.1.bz2;220;7;22881681;18326092;28.2877;15.1418;0.676674;6223
BPPC_1_0_7.txt_0.1.bz2;210;6;540280;401439;20.2982;14.3156;0.722915;134
BPPC_5_0_3.txt_0.6.bz2;1030;3;1329;272;3.97063;1.53754;0.385756;0
BPPC_8_0_1.txt_0.8.bz2;1040;4;118939;35666;3.67442;1.31573;0.359998;66
BPPC_6_0_7.txt_0.7.bz2;1030;3;5010;1338;3.91923;1.35063;0.355823;1
BPPC_1_0_9.txt_0.2.bz2;210;6;212829;148718;13.5443;6.64351;0.542736;35
BPPC_7_0_4.txt_0.1.bz2;1040;4;1580845;659658;24.3428;20.8591;0.794526;2099
BPPC_2_0_7.txt_0.9.bz2;180;3;2492;783;3.41981;1.1289;0.336442;7
BPPC_3_0_9.txt_0.4.bz2;220;7;22404746;16171862;10.7492;5.54093;0.577038;6900
BPPC_2_0_9.txt_0.1.bz2;210;6;7185137;6007861;36.1561;22.9228;0.703108;2476
BPPC_5_0_9.txt_0.2.bz2;1030;3;14112;5707;7.19919;4.36794;0.580537;3
BPPC_5_0_4.txt_0.8.bz2;1029;3;209;29;3.60143;1.31929;0.364649;0
BPPC_4_0_6.txt_0.1.bz2;0;0;0;0;0.0;0.0;0.0;0
BPPC_3_0_7.txt_0.3.bz2;220;7;39677259;32738951;24.1465;10.6031;0.59564;12195
BPPC_8_0_6.txt_0.7.bz2;1030;3;433934;143480;4.36228;1.94605;0.442758;166
BPPC_7_0_4.txt_0.9.bz2;1030;3;2046;278;3.35576;1.18081;0.349864;8
BPPC_7_0_7.txt_0.2.bz2;1040;4;1195893;517028;16.1352;13.251;0.754192;1160
BPPC_3_0_7.txt_0.8.bz2;200;5;83535;43359;4.47771;1.57299;0.378016;54
BPPC_5_0_4.txt_0.5.bz2;1030;3;3169;832;4.14542;1.62914;0.394059;0
BPPC_8_0_4.txt_0.6.bz2;1030;3;1100786;405003;5.63404;3.2552;0.551243;535
BPPC_5_0_1.txt_0.7.bz2;1030;3;610;141;3.82536;1.36921;0.362912;0
BPPC_6_0_7.txt_0.2.bz2;1030;3;121841;47990;10.1317;7.3123;0.674114;49
BPPC_1_0_8.txt_0.4.bz2;200;5;43720;26032;7.36825;3.27584;0.485036;8
BPPC_7_0_4.txt_0.3.bz2;1030;3;723663;283897;11.9985;8.69839;0.699301;567
BPPC_6_0_9.txt_0.6.bz2;1030;3;13822;4173;4.11715;1.65354;0.400899;8
BPPC_1_0_7.txt_0.3.bz2;210;6;153098;103223;8.81619;3.76454;0.483936;23
BPPC_2_0_4.txt_0.7.bz2;200;5;40720;19761;4.32398;1.62248;0.384287;12
BPPC_6_0_1.txt_0.8.bz2;1030;3;1550;297;3.69683;1.22204;0.343402;3
BPPC_7_0_10.txt_0.4.bz2;1030;3;464747;176770;8.07049;5.44814;0.642308;247
BPPC_3_0_7.txt_0.9.bz2;190;4;13554;5006;3.60881;1.18002;0.342681;44
BPPC_1_0_4.txt_0.5.bz2;200;5;27815;15255;5.61658;2.01709;0.403329;5
BPPC_4_0_10.txt_0.5.bz2;220;7;128341128;94282572;8.66852;4.09521;0.536076;45529
BPPC_3_0_6.txt_0.2.bz2;220;7;152643102;123426084;30.1899;16.8593;0.694096;69789
BPPC_5_0_5.txt_0.9.bz2;1007;2;62;0;3.38212;1.27872;0.374043;0
BPPC_5_0_10.txt_0.2.bz2;1030;3;17073;8105;7.15852;4.13086;0.559167;3
BPPC_8_0_10.txt_0.6.bz2;1030;3;1061553;389648;5.61073;3.24618;0.551747;538
BPPC_5_0_3.txt_0.7.bz2;1030;3;648;135;3.6978;1.303;0.356821;1
BPPC_8_0_4.txt_0.8.bz2;1030;3;122772;37562;3.76259;1.33869;0.360566;66
BPPC_8_0_6.txt_0.2.bz2;1040;4;9498938;4053431;26.442;23.643;0.836876;27196
BPPC_6_0_8.txt_0.3.bz2;1030;3;75933;29183;7.70531;5.04214;0.614591;26
BPPC_3_0_4.txt_0.4.bz2;220;7;16956680;12679615;11.6361;4.95809;0.546835;5158
BPPC_4_0_6.txt_0.5.bz2;220;7;113938348;84107689;14.1768;4.74867;0.524548;37545
BPPC_4_0_5.txt_0.4.bz2;220;7;477908842;372498080;15.9916;7.55401;0.618762;211257
BPPC_3_0_4.txt_0.8.bz2;200;5;92997;47981;4.26052;1.3958;0.356832;62
