class,mult,type,subtype,density,ilp2,lp2,lp1
C,1,2,4,0.1,210,221.10119970026992,219.56521739130437
C,1,2,4,0.2,210,221.22521303679247,219.7872340425532
C,1,2,4,0.3,210,221.1572902582941,218.74999999999997
C,1,2,4,0.4,210,221.13462758851455,218.03278688524588
C,1,2,10,0.8,194,221.2800551040565,218.33333333333331
C,1,2,3,0.6,200,224.20892102514088,222.17391304347828
C,1,2,4,0.5,208,221.13852380193555,217.91666666666663
C,1,2,3,0.9,184,224.2150858801439,222.17391304347825
C,1,2,1,0.8,190,221.5699284797091,218.12499999999997
C,1,2,5,0.1,220,223.77508444267835,223.33333333333337
C,1,2,5,0.2,220,223.79001120936604,223.33333333333337
C,1,2,5,0.3,217,223.7571285196305,221.5217391304348
C,1,2,5,0.4,220,223.76219124713103,221.6428571428571
C,1,2,4,0.6,200,221.111063325624,217.91666666666663
C,1,2,4,0.8,190,221.13341550329204,217.91666666666663
C,1,2,2,0.9,184,220.7178275911467,216.4
C,1,2,5,0.5,209,223.73452524560173,221.5217391304348
C,1,2,3,0.8,190,224.209701706374,222.17391304347825
C,1,2,6,0.1,210,220.3673564287375,219.56521739130437
C,1,2,6,0.2,210,220.35552268383577,218.33333333333331
C,1,2,4,0.9,187,221.157538856649,217.91666666666663
C,1,2,6,0.3,210,220.32544751084765,217.69230769230765
C,1,2,6,0.4,210,220.23709099963295,217.29166666666663
C,1,2,3,0.7,200,224.22355073322817,222.17391304347828
C,1,2,6,0.5,210,220.26457717221953,217.29166666666663
C,1,2,5,0.6,200,223.7364566536903,221.5217391304348
C,1,2,5,0.8,190,223.7592179335824,221.52173913043475
C,1,2,7,0.1,220,222.24210853141065,221.73913043478265
C,1,2,7,0.2,220,222.18214391040405,220.8
C,1,2,6,0.6,200,220.31405652152097,217.29166666666663
C,1,2,7,0.3,210,222.19023909609425,220
C,1,2,7,0.4,210,222.1778243481917,219.99999999999997
C,1,2,5,0.7,199,223.74715027370823,221.5217391304348
C,1,2,6,0.7,200,220.3373941412524,217.29166666666663
C,1,2,7,0.5,210,222.22715180235852,220.20833333333331
C,1,2,5,0.9,185,223.74860751896088,221.5217391304348
C,1,2,8,0.1,220,220.43478260869568,220.43478260869568
C,1,2,8,0.2,210,220.37167873198229,219.16666666666663
C,1,2,8,0.3,210,220.32374446782475,217.5
C,1,2,8,0.4,210,220.2784385617745,217.29166666666663
C,1,2,8,0.5,210,220.28764987612848,217.29166666666663
C,1,2,6,0.8,190,220.29242257503176,217.29166666666663
C,1,2,7,0.6,200,222.1648944710041,220
C,1,2,8,0.6,209,220.32490558630244,217.29166666666669
C,1,2,4,0.7,200,221.18411927970652,217.91666666666663
C,1,2,7,0.8,200,222.1773276331696,219.99999999999997
C,1,2,9,0.1,210,218.17109338475925,216.53846153846155
C,1,2,9,0.2,210,218.2071592474434,217.08333333333337
C,1,2,9,0.3,210,218.19412905737357,215.17241379310343
C,1,2,9,0.4,210,218.18295352683043,214.6428571428571
C,1,2,9,0.5,200,218.17542825495588,213.88888888888889
C,1,2,6,0.9,182,220.29522577386712,217.29166666666663
C,1,2,8,0.7,200,220.32067832946785,217.29166666666669
C,1,2,9,0.6,200,218.1830644649195,213.88888888888889
C,1,3,10,0.1,220,222.8547153780799,222.72727272727272
C,1,2,7,0.7,200,222.16265491385047,220
C,1,3,10,0.2,220,222.84231964404557,221.73913043478265
C,1,2,9,0.7,199,218.19851380053228,213.88888888888889
C,1,3,10,0.3,220,222.8531564425704,221.73913043478265
C,1,2,7,0.9,180,222.17347909493884,219.99999999999997
C,1,3,10,0.4,210,222.8434665562046,220.8695652173913
C,1,3,10,0.5,210,222.841081395468,220.86956521739128
C,1,2,9,0.9,184,218.1908364281044,213.88888888888891
C,1,3,1,0.1,220,223.74953503567767,222.7272727272727
C,1,2,8,0.8,190.00000000001512,220.316344422358,217.29166666666663
C,1,2,8,0.9,180,220.34002420775136,217.29166666666663
C,1,3,1,0.2,220,223.78871937441892,222.112676056338
C,1,3,1,0.3,220,223.7778470914997,221.52173913043475
C,1,3,10,0.6,210,222.8359360441389,220.8695652173913
C,1,2,9,0.8,190,218.19869500180425,213.88888888888889
C,1,3,1,0.4,210,223.7787876265276,221.30434782608697
C,1,3,1,0.5,210,223.771133227155,221.30434782608697
C,1,3,2,0.1,220,224.99999999999997,224.76190476190476
C,1,3,2,0.2,220,225,223.8095238095238
C,1,3,2,0.3,220,225,223.80952380952385
C,1,3,2,0.4,220,224.99999999999997,223.75
C,1,3,1,0.6,210,223.791290658939,221.30434782608697
C,1,3,2,0.5,210,225,223.57142857142856
C,1,3,2,0.6,210,225,223.57142857142856
C,1,3,10,0.8,200,222.83964849047464,220.8695652173913
C,1,3,2,0.7,203,225.00000000000003,223.57142857142856
C,1,3,3,0.1,220,224.24101969872535,223.80952380952385
C,1,3,3,0.2,220,224.24599523325784,222.8571428571429
C,1,3,1,0.7,200,223.7835005619507,221.30434782608697
C,1,3,3,0.3,220,224.26547122621167,222.72727272727272
C,1,3,3,0.4,220,224.2539825294828,222.72727272727275
C,1,3,3,0.6,210,224.25931756450893,222.7272727272727
C,1,3,3,0.5,210,224.245921555472,222.7272727272727
C,1,3,10,0.9,190,222.83906793390017,220.86956521739128
C,1,3,10,0.7,200,222.84104408432228,220.86956521739128
C,1,3,4,0.1,220,224.26239032964145,223.1818181818182
C,1,3,4,0.2,220,224.24221014274343,222.2471910112359
C,1,3,4,0.3,220,224.24920798145345,221.74193548387095
C,1,3,4,0.4,220,224.2504423301412,221.5909090909091
C,1,3,4,0.5,220,224.24794838121073,221.5909090909091
C,1,3,3,0.7,210,224.2516607364417,222.7272727272727
C,1,3,1,0.8,200,223.7765555433674,221.30434782608697
C,1,3,4,0.6,210,224.25843937510217,221.5909090909091
C,1,3,2,0.8,200,225.00000000000003,223.57142857142856
C,1,3,5,0.1,220,221.42857142857144,220.90909090909088
C,1,3,5,0.2,220,221.42857142857144,220.65217391304347
C,1,3,5,0.3,210,221.42857142857144,220.2173913043478
C,1,3,1,0.9,190,223.78346229855163,221.30434782608697
C,1,3,5,0.4,210,221.42857142857144,220
C,1,3,5,0.5,210,221.42857142857144,220
C,1,3,2,0.9,190,225.00000000000003,223.57142857142856
C,1,3,5,0.6,210,221.42857142857147,219.99999999999991
C,1,3,3,0.9,190,224.25005599874407,222.7272727272727
C,1,3,6,0.1,220,224.2369189208934,223.1818181818182
C,1,3,6,0.2,220,224.23675221310944,222.66666666666663
C,1,3,6,0.3,220,224.24892478857905,222.3913043478261
C,1,3,4,0.8,200,224.24778576977576,221.5909090909091
C,1,3,6,0.4,210,224.25892261911204,222
C,1,3,6,0.5,210,224.2548958985265,221.8181818181818
C,1,3,4,0.7,200,224.24273385942047,221.5909090909091
C,1,3,3,0.8,200,224.25264690376503,222.7272727272727
C,1,3,5,0.7,200,221.42857142857144,220
C,1,3,7,0.1,220,223.98250482501396,223.47826086956525
C,1,3,7,0.2,220.00000000000043,224.02662925832288,221.7391304347826
C,1,3,7,0.3,220,224.02829093079976,221.3684210526316
C,1,3,7,0.4,210,224.025205552186,221.08695652173913
C,1,3,6,0.6,210,224.25218815751583,221.8181818181818
C,1,3,7,0.5,210,224.0057447715627,221.0869565217391
C,1,3,7,0.6,210,224.02852203152992,221.08695652173913
C,1,3,6,0.7,207,224.2463699177618,221.8181818181818
C,1,3,4,0.9,190,224.2490756823003,221.5909090909091
C,1,3,8,0.1,220,223.77179476509508,223.1818181818182
C,1,3,8,0.2,220,223.80778480073263,223.18181818181813
C,1,3,8,0.3,220,223.78083952270188,222.24719101123597
C,1,3,8,0.4,220,223.78489802826945,222.27272727272725
C,1,3,5,0.8,200,221.42857142857144,219.99999999999997
C,1,3,8,0.5,210,223.78149119205685,222.04545454545453
C,1,3,8,0.6,210,223.78049032356537,222.04545454545453
C,1,3,6,0.8,200,224.2540180761262,221.8181818181818
C,1,3,7,0.7,207,224.01778829670124,221.0869565217391
C,1,3,9,0.1,220,223.31683168316832,222.8571428571429
C,1,3,9,0.2,220,223.3133607058405,222.49999999999997
C,1,3,9,0.3,220,223.32319869818795,222.5
C,1,3,9,0.4,220,223.3142520010917,222.3809523809524
C,1,3,5,0.9,190,221.42857142857144,220
C,1,3,9,0.5,210,223.31448630201305,222.40157480314963
C,1,3,6,0.9,190,224.24443333160735,221.8181818181818
C,1,3,9,0.6,210,223.31966574345785,222.396449704142
C,1,3,7,0.8,200,224.0078938961759,221.08695652173913
C,1,4,10,0.1,220,225,224.7619047619048
C,1,4,10,0.2,220,225,223.80952380952385
C,1,4,10,0.3,220,225,223.33333333333337
C,1,3,8,0.7,200.0000000000001,223.7748728937563,222.04545454545453
C,1,4,10,0.4,220,225,223.33333333333337
C,1,3,7,0.9,190,224.00946156986456,221.08695652173913
C,1,3,9,0.7,208,223.31317154510245,222.3809523809524
C,1,4,10,0.5,220,225,223.33333333333337
C,1,4,10,0.6,220,225,223.33333333333337
C,1,4,1,0.1,220,225.00000000000003,225
C,1,4,1,0.2,220,225,224.76190476190476
C,1,4,1,0.3,220,225,224.7619047619048
C,1,3,8,0.8,200,223.77450256048093,222.04545454545456
C,1,3,8,0.9,190,223.77773043171257,222.04545454545453
C,1,4,1,0.4,220,224.99999999999997,224.76190476190476
C,1,4,1,0.6,220,225,224.7619047619048
C,1,4,1,0.5,220,225,224.76190476190476
C,1,3,9,0.9,190,223.30836796198628,222.3809523809524
C,1,4,10,0.7,210,225,223.33333333333337
C,1,4,2,0.1,220,225.00000000000003,225
C,1,4,2,0.2,220,225,224.52380952380955
C,1,4,2,0.3,220,225,224.28571428571428
C,1,4,1,0.7,210,224.99999999999997,224.76190476190476
C,1,3,9,0.8,200,223.31077153457983,222.3809523809524
C,1,4,2,0.4,220,225,224.2857142857143
C,1,4,2,0.5,220,225,224.2857142857143
C,1,4,2,0.6,210,225,224.2857142857143
C,1,4,3,0.1,220,224.27684534843155,223.80952380952385
C,1,4,3,0.2,220,224.28064886299595,223.80952380952385
C,1,4,3,0.3,220,224.26302741883927,222.8571428571429
C,1,4,3,0.4,220,224.2672724408116,222.8571428571429
C,1,4,3,0.5,220,224.2741673260913,223.2558139534884
C,1,4,2,0.7,210,225,224.2857142857143
C,1,4,3,0.6,210,224.2644904807873,222.8571428571429
C,1,4,1,0.8,200,225,224.76190476190476
C,1,4,3,0.7,210,224.26989674345617,222.8571428571429
C,1,4,4,0.1,220,224.99999999999997,225
C,1,4,2,0.8,200,225,224.2857142857143
C,1,4,4,0.2,220,225,224.2857142857143
C,1,4,4,0.3,220,225,224.0476190476191
C,1,4,4,0.4,220,225,224.04761904761904
C,1,4,10,0.9,190,225.00000000000003,223.33333333333337
C,1,4,4,0.5,220,225.00000000000003,224.0476190476191
C,1,4,3,0.8,200,224.26621258672017,222.8571428571429
C,1,4,4,0.6,210,225,224.0476190476191
C,1,4,5,0.1,220,224.7525857853314,224.2857142857143
C,1,4,5,0.2,220,224.74730774250384,223.33333333333337
C,1,4,5,0.3,220,224.74922343293693,223.75838926174492
C,1,4,5,0.4,220,224.74724265300063,223.64705882352945
C,1,4,4,0.7,210,225,224.0476190476191
C,1,4,2,0.9,190,225,224.28571428571428
C,1,4,5,0.5,220,224.7383200703486,223.0952380952381
C,1,4,1,0.9,190,225,224.76190476190476
C,1,4,5,0.6,210,224.74356961691035,223.0952380952381
C,1,4,6,0.1,220,225,225
C,1,4,6,0.2,220,225,224.28571428571428
C,1,4,6,0.3,220,225,224.2857142857143
C,1,4,4,0.8,200.0000000000001,224.99999999999997,224.0476190476191
C,1,4,6,0.4,220,225,224.28571428571428
C,1,4,6,0.5,220,225,224.2857142857143
C,1,4,5,0.7,210,224.7433394100134,223.0952380952381
C,1,4,6,0.6,210,225.00000000000003,224.2857142857143
C,1,4,6,0.7,210,225,224.2857142857143
C,1,4,7,0.1,220,225,225
C,1,4,7,0.2,220.00000000000009,225,225
C,1,4,7,0.3,220,225.00000000000003,225
C,1,4,5,0.8,208,224.7414976808315,223.0952380952381
C,1,4,7,0.4,220,225,225
C,1,4,6,0.8,210,224.99999999999997,224.2857142857143
C,1,4,7,0.6,220.00000000000003,224.99999999999997,225
C,1,4,3,0.9,190,224.26817841139464,222.8571428571429
C,1,4,7,0.5,220,225,225
C,1,4,8,0.1,220,225,225
C,1,4,8,0.2,220,225,225
C,1,4,4,0.9,190,225,224.0476190476191
C,1,4,8,0.3,220,225,225
C,1,4,8,0.5,220,225,225
C,1,4,8,0.4,220,225,225
C,1,4,10,0.8,200,225.00000000000003,223.33333333333337
C,1,4,8,0.6,210,225,225
C,1,4,7,0.7,210,225,225
C,1,4,9,0.1,220,225,225
C,1,4,9,0.2,220,225,225
C,1,4,9,0.3,220,225,225
C,1,4,8,0.7,210,224.99999999999997,225
C,1,4,9,0.4,220,225,225
C,1,4,9,0.5,220,224.99999999999997,225
C,1,4,9,0.6,220,224.99999999999997,225
C,1,4,6,0.9,190,224.99999999999997,224.2857142857143
C,1,4,8,0.9,199,225.00000000000003,225
C,1,5,10,0.1,1030,1039.4881889763778,1039.4881889763778
C,1,5,10,0.2,1030,1039.4881889763778,1039.4881889763778
C,1,5,10,0.3,1030,1039.457656005142,1039.2635658914728
C,1,5,10,0.4,1030,1039.4819927018882,1039.3050193050196
C,1,5,10,0.5,1030,1039.4766646434182,1039.1954022988507
C,1,5,10,0.6,1030,1039.4575783897717,1039.150579150579
C,1,5,10,0.7,1030,1039.4708914036523,1039.1505791505797
C,1,5,10,0.8,1029,1039.4680921399934,1039.1505791505792
C,1,5,10,0.9,1006,1039.471284171862,1039.1505791505788
C,1,5,1,0.1,1030,1039.7222222222222,1039.7222222222222
C,1,5,1,0.2,1030,1039.7222222222222,1039.7222222222222
C,1,5,1,0.3,1030,1039.695956652924,1039.3822393822395
C,1,5,1,0.4,1030,1039.706969561876,1039.5686274509803
C,1,5,1,0.5,1030,1039.7090195982305,1039.4594594594596
C,1,5,1,0.6,1030,1039.7132350389124,1039.3666026871404
C,1,5,1,0.7,1030,1039.7062855921854,1039.362934362934
C,1,5,1,0.8,1030,1039.7096430546208,1039.3629343629343
C,1,5,1,0.9,1003,1039.7047092985065,1039.362934362934
C,1,5,2,0.1,1030,1039.6850393700786,1039.6850393700786
C,1,5,2,0.2,1030,1039.6388839523725,1039.529411764706
C,1,5,2,0.3,1030,1039.662898028292,1039.455252918288
C,1,5,2,0.4,1030,1039.6564806254223,1039.398058252427
C,1,5,2,0.5,1030,1039.6729247801975,1039.5686274509803
C,1,5,2,0.6,1030,1039.6654888091468,1039.360465116279
C,1,5,2,0.7,1030,1039.662755832362,1039.3410852713178
C,1,5,2,0.8,1029,1039.6686123131292,1039.3410852713178
C,1,5,2,0.9,1016,1039.6624695599187,1039.3410852713178
C,1,5,3,0.1,1030,1039.9601593625498,1039.9601593625498
C,1,5,3,0.2,1030,1039.9601593625498,1039.9601593625498
C,1,5,3,0.3,1030,1039.9577174662295,1039.8814229249012
C,1,5,3,0.4,1030,1039.95211441695,1039.803149606299
C,1,5,3,0.5,1030,1039.9562006349192,1039.8809523809523
C,1,5,3,0.6,1030,1039.9563431740878,1039.803149606299
C,1,5,3,0.7,1030,1039.9523230054406,1039.803149606299
C,1,5,3,0.8,1027,1039.9529916352124,1039.803149606299
C,1,5,3,0.9,1029,1039.95348633832,1039.803149606299
C,1,5,4,0.1,1030,1039.7637795275589,1039.7637795275589
C,1,5,4,0.2,1030,1039.7479177619746,1039.6
C,1,5,4,0.3,1030,1039.724118998719,1039.4921875
C,1,5,4,0.4,1030,1039.7552335485295,1039.5906432748538
C,1,5,4,0.5,1030,1039.7410679621098,1039.4931773879143
C,1,5,4,0.6,1030,1039.7414149404262,1039.4941634241247
C,1,5,4,0.7,1030,1039.7515747623647,1039.5084087968953
C,1,5,4,0.8,1029,1039.7412825938748,1039.4921875
C,1,5,4,0.9,1021,1039.7441686383977,1039.4921875
C,1,5,5,0.1,1030,1039.84126984127,1039.84126984127
C,1,5,5,0.2,1030,1039.84126984127,1039.84126984127
C,1,5,5,0.3,1030,1039.8314846121664,1039.8015873015872
C,1,5,5,0.4,1030,1039.8274606209598,1039.7619047619048
C,1,5,5,0.5,1030,1039.8320444668464,1039.723320158103
C,1,5,5,0.6,1030,1039.8316562311802,1039.723320158103
C,1,5,5,0.7,1030,1039.8318542802183,1039.7233201581028
C,1,5,5,0.8,1030,1039.8368980686153,1039.723320158103
C,1,5,5,0.9,1007,1039.8322877033636,1039.7233201581028
C,1,5,6,0.1,1030,1039.7619047619046,1039.7619047619046
C,1,5,6,0.2,1030,1039.7611082219885,1039.6850393700786
C,1,5,6,0.3,1030,1039.7614187501654,1039.4980694980695
C,1,5,6,0.4,1030,1039.7619047619046,1039.633204633205
C,1,5,6,0.5,1030,1039.7586903234371,1039.3893129770993
C,1,5,6,0.6,1030,1039.7615481203447,1039.3869731800764
C,1,5,6,0.7,1030,1039.7593726819905,1039.3869731800764
C,1,5,6,0.8,1030,1039.7587646049726,1039.3869731800764
C,1,5,6,0.9,1030,1039.757274000311,1039.3869731800764
C,1,5,7,0.1,1030,1039.8665251642924,1039.802371541502
C,1,5,7,0.2,1030,1039.900540231119,1039.802371541502
C,1,5,7,0.3,1030,1039.9153730115625,1039.8814229249012
C,1,5,7,0.4,1030,1039.9050315670347,1039.7254901960782
C,1,5,7,0.5,1030,1039.9003397810673,1039.4827586206895
C,1,5,7,0.6,1030,1039.915032137804,1039.505703422053
C,1,5,7,0.7,1030,1039.9048790423892,1039.4827586206893
C,1,5,7,0.8,1029,1039.9103743225846,1039.4827586206895
C,1,5,7,0.9,1003,1039.9075280994914,1039.4827586206895
C,1,5,8,0.1,1030,1039.432061887255,1039.375
C,1,5,8,0.2,1030,1039.513059921995,1039.3461538461538
C,1,5,8,0.3,1030,1039.529411764706,1039.529411764706
C,1,5,8,0.4,1030,1039.5057044423468,1039.2115384615386
C,1,5,8,0.5,1030,1039.5162024327544,1039.453125
C,1,5,8,0.6,1030.0000000000027,1039.526199991863,1039.4921875
C,1,5,8,0.7,1030,1039.5006221824626,1039.153846153846
C,1,5,8,0.8,1029,1039.5029872343723,1039.1538461538462
C,1,5,8,0.9,1026,1039.5056664213746,1039.1538461538462
C,1,5,9,0.1,1030,1039.9036281179135,1039.8809523809523
C,1,5,9,0.2,1030,1039.911784857828,1039.8809523809523
C,1,5,9,0.3,1030,1039.908315802648,1039.7637795275589
C,1,5,9,0.4,1030,1039.911014562463,1039.8015873015872
C,1,5,9,0.5,1030,1039.912030156208,1039.7637795275589
C,1,5,9,0.6,1030,1039.9056526956551,1039.7637795275589
C,1,5,9,0.7,1030,1039.9138449742345,1039.7637795275589
C,1,5,9,0.8,1029,1039.9065688107453,1039.763779527559
C,1,5,9,0.9,1019,1039.908007130511,1039.7637795275589
C,1,6,10,0.1,1040,1040,1040
C,1,6,10,0.2,1040,1040,1040
C,1,6,10,0.3,1040,1040,1040
C,1,6,10,0.4,1040,1040,1040
C,1,6,10,0.5,1030,1040,1039.9601593625496
C,1,6,10,0.6,1030,1040,1039.9601593625498
C,1,6,10,0.7,1030,1040,1039.9601593625498
C,1,6,10,0.8,1030,1040,1039.9601593625498
C,1,6,10,0.9,1028,1040,1039.9601593625498
C,1,6,1,0.1,1030,1039.8990395618162,1039.8412698412696
C,1,6,1,0.2,1030,1039.9107860868894,1039.84126984127
C,1,6,1,0.3,1030,1039.9185701840725,1039.8809523809523
C,1,6,1,0.4,1030,1039.9191289591429,1039.8809523809523
C,1,6,1,0.5,1030,1039.9124485864836,1039.8015873015877
C,1,6,1,0.6,1030,1039.9163846949332,1039.8289473684206
C,1,6,1,0.7,1030,1039.913252364203,1039.8015873015872
C,1,6,1,0.8,1030,1039.9167822530728,1039.8015873015872
C,1,6,1,0.9,1030,1039.9151738647115,1039.8015873015872
C,1,6,2,0.1,1040,1040,1040
C,1,6,2,0.2,1030,1039.991984872115,1039.9203187250996
C,1,6,2,0.3,1030,1039.9978617019094,1039.9601593625498
C,1,6,2,0.4,1030,1039.9943973663003,1039.9601593625498
C,1,6,2,0.5,1030,1039.997136650254,1039.9601593625498
C,1,6,2,0.6,1030,1039.9966491352425,1039.9007936507935
C,1,6,2,0.7,1030,1039.9954009360897,1039.9007936507935
C,1,6,2,0.8,1030,1039.996673971998,1039.9007936507935
C,1,6,2,0.9,1028,1039.9963174233978,1039.9007936507935
C,1,6,3,0.1,1040,1040,1040
C,1,6,3,0.2,1040,1040,1040
C,1,6,3,0.3,1040,1040,1040
C,1,6,3,0.4,1030,1040,1039.9601593625498
C,1,6,3,0.5,1030,1040,1039.9601593625498
C,1,6,3,0.6,1030,1040,1039.9601593625498
C,1,6,3,0.7,1030,1040,1039.9601593625498
C,1,6,3,0.8,1030,1040,1039.9601593625498
