instance,profit,LBi,UBi,h1,h2,nodes,ub_l2_cuts,ub_mt_cuts,ub_p_cuts,valid
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_6.txt_0.7.bz2,1030,1028,1040,1028,781,13,1318,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_6.txt_0.8.bz2,1030,1030,0,1030,783,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_7.txt_0.3.bz2,1040,1040,0,1040,1040,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_7.txt_0.2.bz2,1040,1040,0,1040,1040,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_7.txt_0.1.bz2,1040,1040,0,1040,1040,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_7.txt_0.4.bz2,1040,1040,0,1040,780,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_7.txt_0.8.bz2,1030,1030,1040,1030,783,1,0,0,1,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_7.txt_0.7.bz2,1030,1030,1040,1030,780,1,0,0,1,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_7.txt_0.5.bz2,1030,1029,1040,1029,781,5,1306,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_7.txt_0.9.bz2,1030,1030,0,1030,792,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_7.txt_0.6.bz2,1030,1029,1040,1029,780,6,917,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_8.txt_0.3.bz2,1040,1040,0,1040,1040,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_8.txt_0.2.bz2,1040,1040,0,1040,1040,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_8.txt_0.4.bz2,1040,1040,0,1040,780,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_8.txt_0.1.bz2,1040,1040,0,1040,1040,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_8.txt_0.5.bz2,1040,1040,0,1040,1040,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_8.txt_0.9.bz2,1030,1030,0,1030,780,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_8.txt_0.8.bz2,1030,1030,1040,1030,780,1,0,0,1,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_8.txt_0.7.bz2,1040,1040,0,1040,783,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_8.txt_0.6.bz2,1040,1040,0,1040,780,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_9.txt_0.3.bz2,1040,1040,0,1040,1040,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_9.txt_0.2.bz2,1040,1040,0,1040,1040,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_9.txt_0.1.bz2,1040,1040,0,1040,1040,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_1.txt_0.5.bz2,744,564,1740,564,378,13882,0,0,16891,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_1.txt_0.6.bz2,623,538,1589,538,230,2077,0,0,2708,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_1.txt_0.7.bz2,563,348,1212,348,180,327,0,0,654,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_1.txt_0.8.bz2,423,324,886,324,125,150,0,0,254,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_1.txt_0.9.bz2,325,263,530,263,122,13,0,0,25,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_1.txt_0.4.bz2,947,610,1780,610,373,100887,0,0,114150,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_9.txt_0.4.bz2,1040,1040,0,1040,1040,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_9.txt_0.5.bz2,1040,1040,0,1040,1040,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_9.txt_0.7.bz2,1030,1030,0,1030,780,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_9.txt_0.9.bz2,1030,1030,0,1030,788,0,1,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_9.txt_0.8.bz2,1030,1028,1040,1028,791,31,945,0,0,1
/home/gplacroix/ic2024/data/set2/C1/BPPC_8_0_9.txt_0.6.bz2,1030,1029,1040,1029,781,3,747,0,0,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_10.txt_0.6.bz2,601,425,1434,425,179,2019,0,0,3027,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_10.txt_0.5.bz2,729,597,1740,597,299,14648,0,0,16979,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_10.txt_0.7.bz2,534,376,1192,376,160,455,0,0,825,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_10.txt_0.8.bz2,430,330,885,330,100,101,0,0,204,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_10.txt_0.9.bz2,370,325,381,325,142,5,0,0,2,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_2.txt_0.5.bz2,760,524,1740,524,237,13790,0,0,16282,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_2.txt_0.6.bz2,648,443,1581,443,240,2494,0,0,3213,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_10.txt_0.4.bz2,939,718,1780,718,478,145588,0,0,136684,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_2.txt_0.7.bz2,544,390,1261,390,177,451,0,0,789,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_2.txt_0.8.bz2,448,348,928,348,245,133,0,0,274,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_2.txt_0.9.bz2,301,244,695,244,154,33,0,0,63,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_2.txt_0.4.bz2,942,609,1780,609,289,154401,0,0,141256,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_3.txt_0.3.bz2,1308,764,1810,764,600,1813851,0,0,1297104,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_3.txt_0.4.bz2,941,619,1790,619,253,211040,0,0,169192,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_3.txt_0.5.bz2,825,482,1740,482,321,5714,0,0,6912,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_3.txt_0.6.bz2,563,472,1413,472,187,2022,0,0,3075,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_3.txt_0.7.bz2,541,428,1181,428,254,390,0,0,659,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_3.txt_0.8.bz2,412,327,902,327,111,160,0,0,262,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_3.txt_0.9.bz2,337,337,352,337,66,2,0,0,2,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_1.txt_0.3.bz2,1211,796,1810,796,530,4014628,0,0,2718039,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_2.txt_0.3.bz2,1269,774,1800,774,528,4245419,0,0,2908611,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_4.txt_0.3.bz2,1283,753,1800,753,604,3500298,0,0,2342154,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_4.txt_0.4.bz2,988,749,1780,749,522,206935,0,0,174911,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_4.txt_0.5.bz2,778,518,1740,518,382,11087,0,0,13343,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_4.txt_0.6.bz2,609,420,1529,420,177,2722,0,0,3761,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_4.txt_0.7.bz2,504,377,1230,377,97,638,0,0,1008,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_4.txt_0.8.bz2,496,334,970,334,204,99,0,0,184,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_4.txt_0.9.bz2,334,334,340,334,135,1,0,0,1,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_10.txt_0.3.bz2,1129,781,1820,781,485,8132234,0,0,6699649,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_1.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_1.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_10.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_10.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_2.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_2.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_5.txt_0.6.bz2,633,418,1583,418,271,2765,0,0,3664,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_5.txt_0.5.bz2,787,473,1740,473,303,13516,0,0,15447,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_3.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_5.txt_0.7.bz2,534,407,1285,407,202,474,0,0,809,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_3.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_5.txt_0.8.bz2,418,319,1014,319,234,126,0,0,220,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_5.txt_0.9.bz2,334,283,634,283,70,16,0,0,23,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_5.txt_0.4.bz2,981,685,1780,685,339,81703,0,0,85066,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_6.txt_0.6.bz2,611,422,1459,422,345,2271,0,0,3418,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_6.txt_0.5.bz2,774,528,1740,528,303,16329,0,0,17797,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_6.txt_0.7.bz2,500,398,1221,398,210,630,0,0,944,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_6.txt_0.8.bz2,449,330,934,330,253,124,0,0,276,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_6.txt_0.9.bz2,308,266,664,266,163,34,0,0,47,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_6.txt_0.4.bz2,944,619,1760,619,429,131547,0,0,128071,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_7.txt_0.4.bz2,861,714,1790,714,332,253369,0,0,244524,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_4.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_7.txt_0.5.bz2,762,494,1740,494,348,11142,0,0,13391,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_7.txt_0.6.bz2,627,426,1497,426,269,2482,0,0,3094,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_7.txt_0.7.bz2,547,358,1235,358,217,509,0,0,874,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_7.txt_0.8.bz2,404,327,1018,327,97,142,0,0,281,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_7.txt_0.9.bz2,347,299,525,299,63,11,0,0,8,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_4.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_5.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_6.txt_0.3.bz2,1230,802,1800,802,526,1125705,0,0,1058042,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_8.txt_0.5.bz2,743,515,1750,515,334,14682,0,0,16624,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_5.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_8.txt_0.6.bz2,619,471,1620,471,375,1435,0,0,2242,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_8.txt_0.7.bz2,499,436,1257,436,289,558,0,0,823,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_8.txt_0.4.bz2,998,615,1780,615,283,57378,0,0,63024,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_8.txt_0.8.bz2,431,358,927,358,129,128,0,0,236,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_8.txt_0.9.bz2,284,277,601,277,64,16,0,0,15,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_7.txt_0.3.bz2,1228,841,1800,841,586,2515022,0,0,2203495,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_9.txt_0.4.bz2,1035,657,1780,657,393,91029,0,0,82881,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_9.txt_0.5.bz2,872,553,1730,553,247,9199,0,0,11293,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_9.txt_0.6.bz2,595,512,1535,512,322,3333,0,0,4398,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_9.txt_0.7.bz2,541,403,1283,403,165,411,0,0,775,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_9.txt_0.8.bz2,433,433,920,433,194,65,0,0,95,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_9.txt_0.9.bz2,340,248,640,248,89,23,0,0,55,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_5.txt_0.3.bz2,1291,837,1800,837,523,4362825,0,0,3129636,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_8.txt_0.3.bz2,1269,961,1800,961,667,6197409,0,0,4013151,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_9.txt_0.3.bz2,1212,872,1800,872,681,7337043,0,0,5481595,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_6.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_6.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_7.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_7.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_1.txt_0.6.bz2,779,489,1810,489,185,46327,0,0,83413,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_1.txt_0.8.bz2,479,363,1474,363,132,812,0,0,2356,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_1.txt_0.7.bz2,649,381,1750,381,257,6364,0,0,12574,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_1.txt_0.9.bz2,410,327,967,327,128,132,0,0,284,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_8.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_8.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_9.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_1_0_9.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_1.txt_0.5.bz2,933,607,1830,607,251,1007583,0,0,1468589,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_10.txt_0.7.bz2,625,422,1770,422,130,8002,0,0,15525,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_10.txt_0.6.bz2,763,529,1810,529,251,55526,0,0,99597,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_10.txt_0.8.bz2,545,358,1518,358,164,809,0,0,2384,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_10.txt_0.9.bz2,422,301,1024,301,126,197,0,0,382,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_10.txt_0.5.bz2,913,532,1830,532,362,1171525,0,0,1680998,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_1.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_1.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_2.txt_0.6.bz2,776,501,1800,501,287,54539,0,0,97513,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_2.txt_0.7.bz2,693,486,1770,486,202,3974,0,0,8210,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_2.txt_0.8.bz2,516,351,1559,351,157,771,0,0,2296,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_2.txt_0.9.bz2,398,304,991,304,153,167,0,0,327,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_2.txt_0.5.bz2,921,662,1830,662,256,1086780,0,0,1553788,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_1.txt_0.3.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_1.txt_0.4.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_10.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_10.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_10.txt_0.3.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_3.txt_0.6.bz2,792,504,1800,504,465,47222,0,0,87314,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_3.txt_0.7.bz2,692,453,1750,453,197,4797,0,0,10058,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_10.txt_0.4.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_3.txt_0.8.bz2,527,353,1591,353,171,729,0,0,2191,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_3.txt_0.9.bz2,391,291,997,291,60,171,0,0,372,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_3.txt_0.5.bz2,995,624,1830,624,407,622959,0,0,973101,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_2.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_2.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_2.txt_0.3.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_4.txt_0.7.bz2,649,413,1770,413,181,3866,0,0,8362,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_4.txt_0.6.bz2,774,450,1800,450,281,39510,0,0,78939,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_4.txt_0.8.bz2,495,367,1465,367,142,868,0,0,2369,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_4.txt_0.9.bz2,424,299,961,299,104,138,0,0,292,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_2.txt_0.4.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_4.txt_0.5.bz2,998,607,1830,607,442,472451,0,0,763249,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_3.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_3.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_5.txt_0.6.bz2,789,535,1800,535,275,53188,0,0,95257,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_5.txt_0.7.bz2,617,454,1760,454,152,7195,0,0,13944,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_5.txt_0.8.bz2,519,358,1566,358,122,557,0,0,2145,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_5.txt_0.9.bz2,388,311,1018,311,118,163,0,0,350,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_3.txt_0.3.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_5.txt_0.5.bz2,940,649,1830,649,343,946162,0,0,1414900,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_3.txt_0.4.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_4.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_4.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_4.txt_0.3.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_6.txt_0.7.bz2,656,499,1770,499,236,5204,0,0,10370,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_6.txt_0.6.bz2,790,515,1800,515,285,53433,0,0,96233,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_6.txt_0.8.bz2,503,357,1525,357,201,784,0,0,2184,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_6.txt_0.9.bz2,403,338,1007,338,105,112,0,0,241,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_4.txt_0.4.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_6.txt_0.5.bz2,991,585,1820,585,377,559026,0,0,863980,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_5.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_5.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_7.txt_0.6.bz2,791,508,1810,508,225,52482,0,0,96795,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_5.txt_0.3.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_7.txt_0.7.bz2,670,407,1750,407,273,5778,0,0,11618,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_7.txt_0.8.bz2,498,362,1566,362,102,894,0,0,2430,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_7.txt_0.9.bz2,396,314,1012,314,210,128,0,0,298,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_5.txt_0.4.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_7.txt_0.5.bz2,961,650,1830,650,335,925000,0,0,1271371,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_6.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_6.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_8.txt_0.6.bz2,793,557,1790,557,306,49545,0,0,87326,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_8.txt_0.7.bz2,656,411,1760,411,185,6907,0,0,13208,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_8.txt_0.8.bz2,527,389,1541,389,129,764,0,0,2229,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_6.txt_0.3.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_8.txt_0.9.bz2,411,305,1025,305,166,124,0,0,246,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_8.txt_0.5.bz2,1000,597,1820,597,396,1012816,0,0,1374319,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_6.txt_0.4.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_7.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_7.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_9.txt_0.6.bz2,772,565,1790,565,352,47307,0,0,88637,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_9.txt_0.7.bz2,608,427,1760,427,156,9681,0,0,17458,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_9.txt_0.8.bz2,530,373,1583,373,103,594,0,0,1965,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_9.txt_0.9.bz2,396,304,1019,304,141,165,0,0,362,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_7.txt_0.3.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_7.txt_0.4.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_9.txt_0.5.bz2,965,692,1810,692,241,697298,0,0,1109216,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_8.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_8.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_8.txt_0.3.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_3_0_1.txt_0.7.bz2,727,473,1840,473,162,96566,0,0,286089,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_8.txt_0.4.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_3_0_1.txt_0.9.bz2,449,316,1518,316,92,553,0,0,2801,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_3_0_1.txt_0.8.bz2,562,437,1800,437,267,10725,0,0,24974,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_9.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_9.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_9.txt_0.3.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_3_0_1.txt_0.6.bz2,935,562,1880,562,339,1804634,0,0,4055529,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_2_0_9.txt_0.4.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_3_0_10.txt_0.7.bz2,690,453,1840,453,185,156521,0,0,386812,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_3_0_10.txt_0.8.bz2,543,400,1790,400,183,13909,0,0,30404,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_3_0_10.txt_0.9.bz2,456,347,1529,347,109,486,0,0,2585,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_3_0_10.txt_0.6.bz2,936,575,1870,575,357,1789456,0,0,4107674,1
/home/gplacroix/ic2024/data/set2/C10/BPPC_3_0_1.txt_0.1.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_3_0_1.txt_0.2.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_3_0_1.txt_0.3.bz2,,,,,,,,,,
/home/gplacroix/ic2024/data/set2/C10/BPPC_3_0_1.txt_0.4.bz2,,,,,,,,,,
