instance,lp1
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_10.txt_0.1.bz2,222.85714285714286
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_10.txt_0.2.bz2,222.00000000000003
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_10.txt_0.3.bz2,220.19230769230765
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_10.txt_0.4.bz2,220.19230769230768
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_10.txt_0.5.bz2,220.19230769230765
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_10.txt_0.6.bz2,220.19230769230765
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_10.txt_0.7.bz2,220.19230769230768
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_1.txt_0.1.bz2,213.70370370370372
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_10.txt_0.8.bz2,220.19230769230768
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_1.txt_0.2.bz2,210.655737704918
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_10.txt_0.9.bz2,220.19230769230768
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_1.txt_0.3.bz2,208.83333333333331
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_1.txt_0.4.bz2,208.83333333333334
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_1.txt_0.5.bz2,208.83333333333331
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_1.txt_0.6.bz2,208.83333333333331
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_1.txt_0.7.bz2,208.8333333333333
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_2.txt_0.1.bz2,216.66666666666666
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_1.txt_0.8.bz2,208.83333333333334
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_2.txt_0.2.bz2,214.82758620689654
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_1.txt_0.9.bz2,208.83333333333334
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_2.txt_0.3.bz2,214.33333333333337
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_2.txt_0.4.bz2,213.10344827586206
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_2.txt_0.5.bz2,213.10344827586204
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_2.txt_0.6.bz2,213.10344827586206
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_2.txt_0.7.bz2,213.10344827586206
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_3.txt_0.1.bz2,217.60000000000002
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_2.txt_0.8.bz2,213.10344827586204
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_2.txt_0.9.bz2,213.10344827586206
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_3.txt_0.2.bz2,214.99999999999997
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_3.txt_0.3.bz2,213.44827586206895
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_3.txt_0.4.bz2,213.2142857142857
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_3.txt_0.5.bz2,213.21428571428572
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_3.txt_0.6.bz2,213.2142857142857
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_3.txt_0.7.bz2,213.2142857142857
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_4.txt_0.1.bz2,215.00000000000003
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_3.txt_0.8.bz2,213.2142857142857
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_4.txt_0.2.bz2,212.18181818181822
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_3.txt_0.9.bz2,213.21428571428572
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_4.txt_0.3.bz2,212.5
/home/gustavo/ic2024/data/set2/C1/BPPC_1_0_4.txt_0.4.bz2,211.4864864864865
