instance;weight;time
BPPC_1_0_10.txt_0.9.bz2;265;0.000238895
BPPC_4_0_2.txt_0.7.bz2;704;0.36053
BPPC_3_0_6.txt_0.2.bz2;0;0
BPPC_7_0_7.txt_0.1.bz2;0;0
BPPC_2_0_4.txt_0.8.bz2;449;0.00094986
BPPC_8_0_7.txt_0.9.bz2;382;0.00103116
BPPC_2_0_9.txt_0.4.bz2;1015;0.103285
BPPC_6_0_8.txt_0.8.bz2;348;0.000357866
BPPC_5_0_10.txt_0.1.bz2;1427;0.00138307
BPPC_3_0_8.txt_0.1.bz2;0;0
BPPC_4_0_7.txt_0.6.bz2;873;4.36253
BPPC_5_0_1.txt_0.5.bz2;550;0.000178099
BPPC_2_0_4.txt_0.9.bz2;342;0.000644922
BPPC_7_0_7.txt_0.2.bz2;1745;14.5428
BPPC_5_0_1.txt_0.1.bz2;1402;0.00110197
BPPC_3_0_10.txt_0.8.bz2;486;0.00673199
BPPC_6_0_5.txt_0.1.bz2;2002;1.24669
BPPC_3_0_5.txt_0.5.bz2;926;0.899759
BPPC_7_0_9.txt_0.7.bz2;553;0.00153708
BPPC_1_0_3.txt_0.7.bz2;465;0.000607014
BPPC_8_0_6.txt_0.6.bz2;792;0.08601
BPPC_7_0_10.txt_0.4.bz2;992;0.095046
BPPC_1_0_6.txt_0.4.bz2;758;0.00361395
BPPC_3_0_5.txt_0.1.bz2;0;0
BPPC_3_0_1.txt_0.6.bz2;757;0.115607
BPPC_6_0_4.txt_0.2.bz2;1311;0.0419071
BPPC_8_0_3.txt_0.8.bz2;502;0.00580215
BPPC_4_0_10.txt_0.6.bz2;904;3.92653
BPPC_4_0_7.txt_0.3.bz2;0;0
BPPC_8_0_10.txt_0.5.bz2;944;0.568395
BPPC_2_0_10.txt_0.6.bz2;645;0.00544715
BPPC_5_0_10.txt_0.8.bz2;263;0.000257015
BPPC_6_0_3.txt_0.3.bz2;1034;0.00301099
BPPC_6_0_7.txt_0.4.bz2;784;0.00171208
BPPC_3_0_3.txt_0.4.bz2;1162;14.0628
BPPC_6_0_6.txt_0.5.bz2;616;0.000869036
BPPC_5_0_4.txt_0.8.bz2;259;0.000216961
BPPC_1_0_9.txt_0.2.bz2;1311;0.065552
BPPC_2_0_10.txt_0.2.bz2;1728;23.0887
BPPC_2_0_9.txt_0.3.bz2;1294;1.21201
BPPC_7_0_8.txt_0.6.bz2;650;0.00472689
BPPC_4_0_4.txt_0.1.bz2;0;0
BPPC_6_0_1.txt_0.4.bz2;817;0.0018568
BPPC_8_0_2.txt_0.3.bz2;1543;176.777
BPPC_2_0_10.txt_0.1.bz2;0;0
BPPC_3_0_8.txt_0.3.bz2;1524;552.953
BPPC_8_0_8.txt_0.2.bz2;0;0
BPPC_1_0_7.txt_0.7.bz2;490;0.000360012
BPPC_8_0_1.txt_0.8.bz2;472;0.00525498
BPPC_8_0_4.txt_0.4.bz2;1207;8.77603
BPPC_1_0_6.txt_0.3.bz2;965;0.00893188
BPPC_8_0_8.txt_0.6.bz2;810;0.088573
BPPC_8_0_1.txt_0.7.bz2;615;0.0186169
BPPC_7_0_4.txt_0.9.bz2;295;0.000717163
BPPC_8_0_8.txt_0.7.bz2;627;0.0181379
BPPC_8_0_5.txt_0.5.bz2;980;0.666809
BPPC_2_0_3.txt_0.6.bz2;680;0.00475407
BPPC_5_0_9.txt_0.4.bz2;601;0.000355005
BPPC_6_0_6.txt_0.4.bz2;733;0.00233102
BPPC_3_0_7.txt_0.6.bz2;724;0.10723
BPPC_6_0_4.txt_0.5.bz2;713;0.000834942
BPPC_5_0_8.txt_0.7.bz2;376;0.000226021
BPPC_5_0_2.txt_0.1.bz2;1496;0.00387287
BPPC_1_0_9.txt_0.5.bz2;673;0.000878811
BPPC_2_0_9.txt_0.7.bz2;558;0.00142884
BPPC_5_0_6.txt_0.1.bz2;1453;0.00164485
BPPC_5_0_9.txt_0.1.bz2;1549;0.00175881
BPPC_4_0_8.txt_0.1.bz2;0;0
BPPC_8_0_4.txt_0.8.bz2;521;0.0056839
BPPC_6_0_7.txt_0.2.bz2;1272;0.0312772
BPPC_3_0_9.txt_0.8.bz2;485;0.00678897
BPPC_4_0_10.txt_0.1.bz2;0;0
BPPC_4_0_10.txt_0.3.bz2;0;0
BPPC_7_0_3.txt_0.4.bz2;961;0.125088
BPPC_3_0_4.txt_0.6.bz2;757;0.0953271
BPPC_2_0_9.txt_0.1.bz2;0;0
BPPC_3_0_8.txt_0.4.bz2;1205;10.9828
BPPC_5_0_4.txt_0.1.bz2;1275;0.0012331
BPPC_7_0_1.txt_0.1.bz2;0;0
BPPC_4_0_6.txt_0.5.bz2;1115;72.9878
BPPC_8_0_8.txt_0.1.bz2;0;0
BPPC_6_0_4.txt_0.9.bz2;276;0.000163078
BPPC_4_0_8.txt_0.8.bz2;600;0.0416472
BPPC_4_0_1.txt_0.4.bz2;0;0
BPPC_2_0_8.txt_0.4.bz2;1000;0.0757701
BPPC_5_0_8.txt_0.3.bz2;709;0.000452995
BPPC_5_0_2.txt_0.2.bz2;1019;0.000406027
BPPC_7_0_9.txt_0.4.bz2;968;0.0791531
BPPC_3_0_9.txt_0.9.bz2;370;0.00221086
BPPC_5_0_6.txt_0.6.bz2;437;0.000283003
BPPC_6_0_10.txt_0.2.bz2;1345;0.0349572
BPPC_6_0_1.txt_0.9.bz2;344;0.000334024
BPPC_8_0_8.txt_0.3.bz2;1531;306.827
BPPC_5_0_8.txt_0.6.bz2;425;0.000288963
BPPC_6_0_1.txt_0.7.bz2;431;0.00033617
BPPC_2_0_2.txt_0.9.bz2;317;0.000535011
BPPC_4_0_8.txt_0.3.bz2;0;0
BPPC_5_0_10.txt_0.3.bz2;872;0.000319958
BPPC_6_0_6.txt_0.6.bz2;498;0.000470161
BPPC_2_0_5.txt_0.9.bz2;345;0.000397921
BPPC_6_0_8.txt_0.7.bz2;453;0.000387907
BPPC_4_0_2.txt_0.1.bz2;0;0
BPPC_6_0_2.txt_0.7.bz2;448;0.000329018
BPPC_4_0_10.txt_0.8.bz2;561;0.0501211
BPPC_1_0_8.txt_0.4.bz2;862;0.00237179
BPPC_6_0_5.txt_0.8.bz2;355;0.00012517
BPPC_3_0_6.txt_0.9.bz2;357;0.00107098
BPPC_8_0_3.txt_0.3.bz2;1498;256.965
BPPC_7_0_7.txt_0.7.bz2;561;0.00137901
BPPC_6_0_7.txt_0.5.bz2;642;0.000936031
BPPC_7_0_1.txt_0.5.bz2;824;0.0157981
BPPC_3_0_6.txt_0.3.bz2;1576;388.064
BPPC_1_0_8.txt_0.6.bz2;542;0.000798941
BPPC_3_0_7.txt_0.2.bz2;0;0
BPPC_3_0_2.txt_0.2.bz2;0;0
BPPC_2_0_3.txt_0.4.bz2;1045;0.105072
BPPC_5_0_3.txt_0.3.bz2;764;0.000503063
BPPC_3_0_4.txt_0.2.bz2;0;0
BPPC_8_0_7.txt_0.5.bz2;1029;0.702197
BPPC_8_0_1.txt_0.9.bz2;419;0.000839949
BPPC_6_0_6.txt_0.7.bz2;469;0.000390053
BPPC_4_0_4.txt_0.3.bz2;0;0
BPPC_2_0_4.txt_0.6.bz2;701;0.00488687
BPPC_7_0_1.txt_0.2.bz2;1865;11.9285
BPPC_6_0_2.txt_0.2.bz2;1345;0.0356071
BPPC_1_0_2.txt_0.1.bz2;2031;0.770761
BPPC_3_0_10.txt_0.3.bz2;1552;458.025
BPPC_1_0_6.txt_0.1.bz2;2007;1.05555
BPPC_8_0_9.txt_0.2.bz2;0;0
BPPC_4_0_1.txt_0.1.bz2;0;0
BPPC_7_0_2.txt_0.7.bz2;517;0.00175595
BPPC_8_0_2.txt_0.7.bz2;621;0.018903
BPPC_4_0_9.txt_0.9.bz2;425;0.00796103
BPPC_5_0_8.txt_0.5.bz2;448;0.000389099
BPPC_4_0_8.txt_0.4.bz2;0;0
BPPC_6_0_7.txt_0.3.bz2;972;0.00775194
BPPC_6_0_9.txt_0.3.bz2;1039;0.00488305
BPPC_2_0_8.txt_0.8.bz2;442;0.000635862
BPPC_7_0_9.txt_0.5.bz2;848;0.0156541
BPPC_5_0_6.txt_0.4.bz2;554;0.000357866
BPPC_7_0_9.txt_0.9.bz2;357;0.000396013
BPPC_6_0_9.txt_0.7.bz2;418;0.000560045
BPPC_3_0_6.txt_0.7.bz2;611;0.018965
BPPC_2_0_1.txt_0.8.bz2;450;0.000653982
BPPC_6_0_10.txt_0.5.bz2;680;0.00128317
BPPC_7_0_10.txt_0.5.bz2;853;0.0127239
BPPC_8_0_9.txt_0.9.bz2;372;0.00146413
BPPC_4_0_4.txt_0.2.bz2;0;0
BPPC_8_0_6.txt_0.1.bz2;0;0
BPPC_2_0_7.txt_0.4.bz2;1009;0.109878
BPPC_4_0_10.txt_0.2.bz2;0;0
BPPC_3_0_6.txt_0.5.bz2;954;0.858979
BPPC_2_0_5.txt_0.8.bz2;420;0.000684023
BPPC_7_0_10.txt_0.3.bz2;1217;0.971273
BPPC_5_0_1.txt_0.6.bz2;407;0.000295877
BPPC_2_0_3.txt_0.5.bz2;795;0.021404
BPPC_1_0_10.txt_0.8.bz2;328;0.000759125
BPPC_5_0_3.txt_0.7.bz2;365;0.000236034
BPPC_4_0_9.txt_0.7.bz2;735;0.344748
BPPC_1_0_4.txt_0.9.bz2;306;0.000315905
BPPC_6_0_10.txt_0.8.bz2;373;0.000349998
BPPC_4_0_9.txt_0.8.bz2;615;0.0436211
BPPC_6_0_3.txt_0.7.bz2;433;0.000369072
BPPC_3_0_9.txt_0.2.bz2;0;0
BPPC_7_0_7.txt_0.8.bz2;431;0.000735998
BPPC_2_0_8.txt_0.5.bz2;833;0.0179229
BPPC_4_0_6.txt_0.8.bz2;550;0.0468001
BPPC_3_0_1.txt_0.7.bz2;629;0.0180001
BPPC_7_0_10.txt_0.8.bz2;450;0.000672102
BPPC_5_0_2.txt_0.5.bz2;571;0.000277042
BPPC_7_0_3.txt_0.1.bz2;0;0
BPPC_3_0_3.txt_0.2.bz2;0;0
BPPC_5_0_10.txt_0.2.bz2;1017;0.000721931
BPPC_4_0_8.txt_0.5.bz2;1077;78.8699
BPPC_7_0_6.txt_0.4.bz2;977;0.0985501
BPPC_2_0_10.txt_0.5.bz2;815;0.0188329
BPPC_1_0_7.txt_0.4.bz2;811;0.00192404
BPPC_3_0_1.txt_0.3.bz2;1535;402.033
BPPC_3_0_8.txt_0.7.bz2;638;0.019671
BPPC_7_0_4.txt_0.2.bz2;1881;22.2046
BPPC_6_0_10.txt_0.1.bz2;1949;0.621976
BPPC_4_0_3.txt_0.3.bz2;0;0
BPPC_3_0_9.txt_0.4.bz2;1234;10.7435
BPPC_2_0_9.txt_0.6.bz2;676;0.0052042
BPPC_5_0_2.txt_0.7.bz2;366;0.000249147
BPPC_2_0_6.txt_0.9.bz2;325;0.000401974
BPPC_3_0_1.txt_0.5.bz2;934;1.00882
BPPC_7_0_9.txt_0.3.bz2;1298;0.572658
BPPC_4_0_5.txt_0.4.bz2;0;0
BPPC_1_0_1.txt_0.6.bz2;536;0.000540018
BPPC_7_0_8.txt_0.4.bz2;982;0.07339
BPPC_1_0_4.txt_0.7.bz2;421;0.000365019
BPPC_3_0_2.txt_0.6.bz2;767;0.104433
BPPC_4_0_4.txt_0.9.bz2;449;0.00814891
BPPC_5_0_1.txt_0.4.bz2;596;0.000404119
BPPC_4_0_8.txt_0.6.bz2;894;4.52574
BPPC_4_0_10.txt_0.7.bz2;699;0.408173
BPPC_5_0_4.txt_0.3.bz2;731;0.00044179
BPPC_4_0_2.txt_0.5.bz2;1066;78.3438
BPPC_7_0_9.txt_0.8.bz2;437;0.00063014
BPPC_1_0_2.txt_0.7.bz2;452;0.000383854
BPPC_5_0_2.txt_0.3.bz2;778;0.000518799
BPPC_1_0_1.txt_0.7.bz2;517;0.000553131
BPPC_7_0_10.txt_0.7.bz2;576;0.00127006
BPPC_5_0_6.txt_0.5.bz2;501;0.000279903
BPPC_4_0_5.txt_0.7.bz2;745;0.361071
BPPC_5_0_8.txt_0.8.bz2;329;0.000251055
BPPC_2_0_1.txt_0.9.bz2;312;0.000445843
BPPC_4_0_6.txt_0.3.bz2;0;0
BPPC_4_0_5.txt_0.9.bz2;440;0.00785518
BPPC_8_0_2.txt_0.2.bz2;0;0
BPPC_1_0_8.txt_0.9.bz2;274;0.000173092
BPPC_1_0_5.txt_0.9.bz2;251;0.000519037
BPPC_1_0_1.txt_0.5.bz2;608;0.00107384
BPPC_5_0_7.txt_0.4.bz2;644;0.000283003
BPPC_1_0_1.txt_0.9.bz2;273;0.000240088
BPPC_5_0_5.txt_0.4.bz2;617;0.00022316
BPPC_3_0_10.txt_0.6.bz2;758;0.105263
BPPC_5_0_9.txt_0.9.bz2;271;0.000110149
BPPC_8_0_9.txt_0.5.bz2;974;0.635656
BPPC_6_0_9.txt_0.1.bz2;2041;0.495475
BPPC_8_0_8.txt_0.4.bz2;1180;10.2907
BPPC_6_0_5.txt_0.2.bz2;1473;0.026417
BPPC_2_0_6.txt_0.8.bz2;447;0.00214314
BPPC_3_0_5.txt_0.6.bz2;790;0.103518
BPPC_1_0_7.txt_0.6.bz2;562;0.000571966
BPPC_1_0_7.txt_0.8.bz2;388;0.000286102
BPPC_2_0_3.txt_0.8.bz2;420;0.000888109
BPPC_6_0_4.txt_0.8.bz2;356;0.000567913
BPPC_2_0_8.txt_0.1.bz2;0;0
BPPC_6_0_10.txt_0.9.bz2;283;0.000250101
BPPC_2_0_1.txt_0.5.bz2;831;0.0171778
